Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
F,0.566,0.46,0.14,1.0848,0.4656,0.2349,0.282,7.4
F,0.564,0.472,0.16,0.94,0.4953,0.258,0.276,10.3
F,0.52,0.44,0.174,1.1315,0.4,0.24,0.347,8.2
F,0.685,0.55,0.181,1.796,0.883,0.3065,0.46,11.4
F,0.613,0.428,0.14,0.9947,0.3732,0.186,0.296,9.0
F,0.625,0.51,0.15,1.2792,0.516,0.2813,0.339,11.5
F,0.548,0.45,0.161,0.9101,0.34,0.1731,0.265,13.0
F,0.506,0.46,0.15,0.893,0.3936,0.1919,0.22,6.9
M,0.62,0.42,0.15,1.14,0.4503,0.263,0.31,9.9
F,0.37,0.315,0.09,0.3,0.1265,0.0592,0.08,6.0
I,0.158,0.114,0.05,0.025,0.005,0.0055,0.01,4.9
F,0.679,0.58,0.17,1.51,0.8518,0.3534,0.43,11.3
F,0.54,0.374,0.146,0.758,0.2515,0.17,0.216,10.8
F,0.4,0.314,0.11,0.358,0.1739,0.0688,0.1,5.4
I,0.53,0.374,0.139,0.664,0.3,0.1338,0.167,6.9
I,0.25,0.18,0.05,0.0966,0.046,0.013,0.023,3.5
F,0.573,0.499,0.16,0.877,0.353,0.1411,0.33,10.2
M,0.57,0.47,0.16,1.067,0.4351,0.251,0.352,7.6
F,0.59,0.47,0.16,1.078,0.4109,0.2744,0.282,9.1
F,0.607,0.48,0.175,1.147,0.41,0.2949,0.343,14.9
F,0.71,0.497,0.166,1.0978,0.3929,0.2376,0.33,14.3
F,0.61,0.49,0.15,1.051,0.4959,0.275,0.2321,6.3
F,0.59,0.45,0.132,0.933,0.446,0.17,0.22,5.9
I,0.514,0.442,0.094,0.5224,0.258,0.1577,0.163,6.5
I,0.41,0.33,0.09,0.293,0.101,0.05,0.08,5.9
F,0.6,0.44,0.14,1.0256,0.4158,0.2031,0.283,10.5
F,0.65,0.52,0.173,1.31,0.502,0.279,0.35,9.3
F,0.59,0.48,0.17,0.952,0.44,0.2006,0.2729,7.8
F,0.53,0.47,0.17,0.8943,0.441,0.17,0.273,9.6
F,0.701,0.521,0.2,1.442,0.68,0.2522,0.37,8.8
F,0.581,0.46,0.15,1.2802,0.6633,0.2915,0.31,11.0
F,0.592,0.471,0.15,0.788,0.3325,0.172,0.25,11.7
I,0.305,0.203,0.067,0.1,0.0421,0.0237,0.0284,5.4
F,0.594,0.5,0.165,1.272,0.6305,0.2934,0.3859,8.0
F,0.53,0.42,0.16,0.878,0.4,0.179,0.25,8.2
F,0.628,0.49,0.16,1.177,0.4436,0.259,0.33,15.1
M,0.45,0.36,0.11,0.4549,0.2236,0.1131,0.116,7.5
F,0.53,0.45,0.148,0.8358,0.3838,0.183,0.2,9.0
F,0.507,0.414,0.16,0.792,0.2885,0.16,0.3,13.9
F,0.601,0.53,0.16,1.165,0.4472,0.2605,0.39,14.4
I,0.47,0.36,0.118,0.4928,0.1813,0.0772,0.1,6.0
I,0.262,0.163,0.05,0.0446,0.013,0.0051,0.014,4.9
F,0.76,0.58,0.15,1.44,0.53,0.2932,0.316,9.2
I,0.27,0.22,0.065,0.099,0.0274,0.014,0.037,5.8
F,0.546,0.4,0.17,0.8261,0.39,0.165,0.23,12.6
F,0.598,0.45,0.127,0.814,0.364,0.1771,0.23,9.7
F,0.64,0.56,0.162,1.3403,0.4276,0.2838,0.4,11.7
F,0.6,0.46,0.176,1.145,0.4747,0.2287,0.327,6.7
I,0.538,0.4,0.135,0.6019,0.3046,0.1391,0.205,6.1
F,0.602,0.54,0.18,1.3766,0.669,0.2687,0.435,12.0
F,0.58,0.458,0.15,0.9587,0.4321,0.2513,0.2735,7.3
F,0.512,0.38,0.114,0.6411,0.2666,0.149,0.168,8.1
F,0.64,0.49,0.188,1.3341,0.451,0.2943,0.339,10.2
F,0.59,0.46,0.14,1.1995,0.5673,0.2708,0.336,13.4
F,0.41,0.32,0.11,0.443,0.2453,0.0915,0.123,6.1
F,0.45,0.36,0.124,0.456,0.2002,0.1167,0.13,6.4
F,0.6,0.47,0.15,1.191,0.419,0.2983,0.34,15.4
F,0.613,0.44,0.16,1.1135,0.4591,0.2456,0.301,10.3
F,0.666,0.468,0.19,1.246,0.51,0.28,0.32,10.4
M,0.64,0.52,0.195,1.5294,0.6995,0.3616,0.47,13.4
F,0.582,0.406,0.137,0.8238,0.345,0.1417,0.233,9.3
F,0.634,0.514,0.164,1.0083,0.4319,0.2578,0.368,9.8
F,0.64,0.55,0.17,1.5986,0.681,0.3703,0.404,8.1
F,0.62,0.44,0.15,0.923,0.4767,0.1958,0.273,8.5
F,0.589,0.506,0.15,0.7677,0.388,0.1851,0.22,7.7
I,0.484,0.4,0.144,0.5572,0.2385,0.1243,0.176,6.7
F,0.646,0.48,0.16,1.18,0.546,0.276,0.281,8.8
F,0.595,0.43,0.17,1.06,0.3867,0.259,0.36,13.2
F,0.65,0.55,0.15,1.19,0.4715,0.22,0.35,10.0
F,0.6,0.41,0.16,0.874,0.37,0.1936,0.21,9.2
F,0.551,0.4,0.16,0.977,0.4182,0.221,0.254,9.3
F,0.655,0.541,0.19,1.2283,0.566,0.309,0.427,7.7
F,0.7,0.61,0.176,1.5005,0.7689,0.312,0.4406,8.9
F,0.651,0.52,0.15,1.2457,0.5699,0.2851,0.33,10.9
F,0.62,0.468,0.15,1.1,0.4193,0.244,0.332,12.9
F,0.499,0.4,0.133,0.6304,0.31,0.1399,0.184,10.5
F,0.601,0.51,0.15,1.0717,0.456,0.2043,0.32,10.0
F,0.549,0.472,0.17,1.0418,0.4213,0.2595,0.263,11.7
F,0.6,0.5,0.16,1.189,0.5074,0.2767,0.34,8.9
F,0.53,0.377,0.133,0.528,0.2425,0.112,0.172,9.9
F,0.554,0.424,0.136,0.9261,0.4049,0.2067,0.257,10.3
F,0.644,0.505,0.168,1.21,0.4495,0.305,0.43,19.2
F,0.536,0.4,0.149,0.634,0.2915,0.1586,0.183,6.1
F,0.575,0.42,0.14,0.9123,0.4273,0.2024,0.275,9.5
F,0.756,0.55,0.2,1.742,0.7153,0.3226,0.418,12.4
I,0.45,0.33,0.12,0.4,0.1947,0.085,0.1,5.9
F,0.75,0.46,0.175,1.2807,0.5666,0.2557,0.35,10.6
F,0.45,0.35,0.11,0.5,0.2094,0.1471,0.183,18.3
F,0.54,0.47,0.15,0.9958,0.44,0.2068,0.29,8.8
F,0.544,0.48,0.15,1.041,0.44,0.2143,0.31,9.3
F,0.661,0.475,0.17,1.2279,0.447,0.274,0.37,14.3
F,0.569,0.423,0.13,1.0508,0.5285,0.259,0.27,8.0
F,0.678,0.5,0.188,1.475,0.597,0.2305,0.38,13.4
F,0.64,0.47,0.15,1.198,0.6263,0.2871,0.3517,7.2
F,0.702,0.54,0.21,1.9499,0.95,0.3623,0.52,11.1
F,0.55,0.45,0.15,1.057,0.5146,0.235,0.244,5.9
F,0.41,0.33,0.11,0.4895,0.1779,0.1016,0.131,9.0
F,0.504,0.4,0.14,0.6901,0.2922,0.1409,0.216,9.1
F,0.69,0.5,0.18,1.4338,0.55,0.275,0.412,21.0
F,0.611,0.48,0.193,1.4299,0.5518,0.3017,0.35,12.0
F,0.586,0.5,0.17,1.2,0.505,0.2479,0.359,11.5
F,0.67,0.47,0.18,1.298,0.5781,0.2655,0.39,11.4
F,0.617,0.5,0.15,1.009,0.37,0.2471,0.342,14.2
F,0.597,0.48,0.18,1.4338,0.6619,0.3055,0.35,12.3
F,0.63,0.5,0.15,1.1808,0.588,0.2512,0.327,8.0
F,0.516,0.38,0.131,0.556,0.2111,0.1202,0.161,7.6
F,0.542,0.49,0.15,1.069,0.4716,0.2307,0.28,9.3
F,0.64,0.49,0.191,1.253,0.6,0.2513,0.326,10.1
F,0.519,0.387,0.134,0.57,0.1962,0.1028,0.165,11.0
F,0.585,0.44,0.16,0.9044,0.4321,0.1516,0.228,9.4
F,0.73,0.56,0.2,2.062,0.576,0.416,0.54,11.5
F,0.517,0.45,0.15,0.881,0.389,0.2177,0.29,7.3
F,0.596,0.49,0.15,1.0381,0.4403,0.237,0.285,9.1
F,0.651,0.497,0.188,1.213,0.522,0.293,0.348,13.2
F,0.672,0.49,0.178,1.4045,0.535,0.307,0.398,11.8
F,0.58,0.43,0.15,0.8512,0.3661,0.1722,0.238,7.5
F,0.733,0.5,0.135,1.035,0.4289,0.19,0.2364,7.4
F,0.61,0.42,0.14,1.012,0.4477,0.2589,0.289,11.2
F,0.66,0.497,0.19,1.3,0.607,0.2417,0.357,8.8
F,0.581,0.419,0.16,0.8304,0.363,0.1442,0.22,8.4
F,0.594,0.46,0.15,0.99,0.3878,0.1984,0.276,13.7
F,0.61,0.45,0.15,1.1202,0.4265,0.262,0.259,8.0
F,0.59,0.47,0.137,0.873,0.2924,0.1471,0.21,9.3
F,0.582,0.47,0.15,0.895,0.5229,0.1973,0.295,8.7
F,0.56,0.44,0.15,0.86,0.348,0.238,0.24,10.8
F,0.503,0.379,0.138,0.552,0.2058,0.1203,0.173,12.3
F,0.607,0.51,0.15,1.0,0.419,0.1838,0.28,7.3
F,0.642,0.43,0.142,0.916,0.4054,0.215,0.291,12.7
F,0.594,0.53,0.17,1.41,0.599,0.3527,0.36,10.6
F,0.646,0.51,0.19,1.1364,0.4644,0.2506,0.353,11.9
F,0.6,0.47,0.15,1.043,0.4421,0.2169,0.34,12.7
F,0.61,0.49,0.169,1.426,0.3981,0.2896,0.5,20.0
F,0.606,0.452,0.16,0.8237,0.4,0.166,0.23,8.5
F,0.6,0.46,0.16,0.991,0.5079,0.2676,0.255,9.0
F,0.6,0.46,0.15,1.16,0.4702,0.2251,0.311,9.0
F,0.67,0.571,0.2,1.62,0.5845,0.3631,0.47,13.1
F,0.646,0.54,0.184,1.26,0.565,0.2436,0.344,9.3
F,0.554,0.45,0.14,0.877,0.4243,0.23,0.276,7.6
F,0.581,0.43,0.16,1.01,0.4565,0.2589,0.29,17.4
F,0.57,0.46,0.122,1.0066,0.399,0.1946,0.272,10.1
F,0.6,0.52,0.16,1.333,0.5982,0.2887,0.3279,10.4
F,0.7,0.47,0.17,1.0937,0.42,0.297,0.31,8.7
I,0.366,0.28,0.098,0.2004,0.0814,0.05,0.08,6.4
I,0.31,0.309,0.09,0.261,0.103,0.047,0.08,6.9
F,0.57,0.43,0.129,0.7634,0.4044,0.176,0.26,10.1
F,0.64,0.519,0.171,1.57,0.777,0.3557,0.419,10.5
F,0.6,0.48,0.17,0.8527,0.423,0.2006,0.23,7.6
F,0.495,0.4,0.136,0.6769,0.2238,0.1448,0.203,10.3
F,0.44,0.35,0.11,0.5197,0.1844,0.064,0.1434,5.9
F,0.6,0.45,0.16,1.0069,0.413,0.262,0.3,10.5
F,0.704,0.51,0.17,1.64,0.7084,0.3651,0.39,8.7
F,0.54,0.45,0.17,1.0057,0.388,0.1998,0.33,13.5
F,0.565,0.41,0.15,0.96,0.4194,0.221,0.282,10.7
F,0.61,0.49,0.167,1.1892,0.4643,0.2449,0.365,11.9
F,0.479,0.37,0.126,0.5371,0.2314,0.113,0.181,10.0
F,0.63,0.46,0.15,0.985,0.436,0.205,0.252,8.1
I,0.58,0.41,0.16,0.7787,0.4243,0.178,0.25,7.4
F,0.64,0.554,0.174,1.9362,0.8172,0.3364,0.48,13.2
F,0.737,0.57,0.19,1.58,0.55,0.4286,0.423,9.6
F,0.53,0.32,0.1,0.469,0.2087,0.1099,0.1,6.3
F,0.605,0.443,0.16,1.15,0.4354,0.214,0.306,8.4
F,0.66,0.58,0.164,1.7399,0.7127,0.3381,0.436,12.4
F,0.561,0.427,0.16,1.1016,0.5243,0.241,0.28,18.5
F,0.58,0.4,0.141,0.8169,0.4,0.166,0.3,9.0
F,0.584,0.47,0.171,1.104,0.4933,0.2817,0.288,10.3
F,0.71,0.526,0.2,2.095,0.65,0.273,0.423,9.7
F,0.597,0.46,0.16,0.971,0.4085,0.245,0.27,10.1
F,0.548,0.468,0.15,0.927,0.4457,0.2343,0.27,9.9
F,0.513,0.4,0.11,0.502,0.241,0.1206,0.15,10.0
I,0.28,0.252,0.09,0.189,0.0669,0.038,0.046,6.1
F,0.489,0.4,0.128,0.8114,0.257,0.1261,0.269,16.0
F,0.627,0.49,0.2,1.316,0.4242,0.2463,0.48,18.9
F,0.539,0.41,0.143,0.932,0.39,0.149,0.26,6.8
F,0.62,0.44,0.14,0.8495,0.435,0.173,0.256,7.3
F,0.58,0.49,0.208,1.1464,0.438,0.2485,0.36,10.0
F,0.62,0.47,0.15,1.3742,0.552,0.2776,0.309,9.1
F,0.629,0.52,0.16,1.32,0.5415,0.3062,0.343,10.5
F,0.595,0.448,0.137,0.706,0.2429,0.1836,0.23,7.3
F,0.441,0.376,0.11,0.4394,0.203,0.1372,0.15,12.1
F,0.67,0.46,0.14,1.41,0.573,0.2468,0.2991,11.5
F,0.575,0.448,0.135,0.9154,0.3987,0.2251,0.22,5.9
F,0.556,0.49,0.14,0.895,0.4139,0.226,0.2337,9.6
I,0.4,0.287,0.08,0.3294,0.184,0.0753,0.075,6.8
F,0.69,0.57,0.171,1.5385,0.6776,0.2738,0.38,10.4
F,0.587,0.464,0.17,1.2982,0.54,0.23,0.34,11.0
M,0.53,0.44,0.139,0.7424,0.363,0.1177,0.164,9.0
F,0.623,0.507,0.16,1.44,0.589,0.2967,0.336,10.4
F,0.518,0.4,0.14,0.7765,0.427,0.15,0.23,7.7
F,0.646,0.49,0.159,1.1662,0.4858,0.3032,0.312,10.7
F,0.621,0.46,0.16,0.7848,0.4089,0.1509,0.24,9.9
F,0.59,0.51,0.15,1.4493,0.551,0.266,0.468,13.0
F,0.79,0.543,0.16,1.6037,0.619,0.3432,0.48,9.6
M,0.52,0.43,0.15,0.974,0.4288,0.166,0.267,9.5
F,0.6,0.42,0.16,1.0755,0.481,0.24,0.257,8.4
M,0.47,0.39,0.133,0.502,0.2094,0.0999,0.191,13.7
F,0.634,0.458,0.17,1.06,0.529,0.209,0.36,10.4
F,0.586,0.442,0.16,0.993,0.3961,0.2149,0.27,10.0
F,0.618,0.5,0.16,1.1935,0.5932,0.2713,0.291,7.7
F,0.502,0.43,0.131,0.568,0.2784,0.1263,0.1551,5.8
F,0.43,0.35,0.14,0.5197,0.171,0.069,0.179,12.6
F,0.599,0.46,0.14,0.7998,0.344,0.1369,0.27,8.6
F,0.64,0.507,0.14,1.1694,0.586,0.3129,0.315,9.1
F,0.603,0.5,0.18,1.289,0.63,0.3099,0.45,14.7
F,0.6,0.46,0.138,0.95,0.3794,0.174,0.22,8.6
F,0.635,0.48,0.17,1.1133,0.4634,0.2756,0.278,7.6
F,0.59,0.45,0.181,0.874,0.4074,0.204,0.2304,8.7
F,0.54,0.4,0.125,0.715,0.2387,0.1445,0.213,6.3
F,0.609,0.47,0.184,1.18,0.4889,0.2924,0.351,8.7
I,0.45,0.37,0.1,0.478,0.2315,0.0724,0.1044,4.9
F,0.679,0.51,0.18,1.6451,0.8129,0.2675,0.414,8.8
F,0.623,0.47,0.16,1.137,0.5357,0.3006,0.375,12.2
F,0.554,0.45,0.18,0.97,0.3612,0.192,0.248,8.2
F,0.548,0.42,0.17,0.8325,0.3565,0.183,0.246,7.6
F,0.697,0.54,0.19,1.443,0.568,0.2519,0.341,9.5
I,0.461,0.35,0.11,0.5228,0.2555,0.0972,0.13,6.4
F,0.77,0.596,0.2,2.081,0.8461,0.393,0.48,10.4
F,0.619,0.5,0.16,1.122,0.4439,0.232,0.356,10.5
I,0.35,0.26,0.074,0.178,0.0787,0.033,0.054,5.9
M,0.56,0.422,0.147,0.8011,0.2597,0.1524,0.27,13.5
F,0.651,0.529,0.15,1.202,0.4811,0.256,0.29,9.1
F,0.59,0.45,0.149,0.8263,0.3939,0.2579,0.263,9.0
F,0.719,0.54,0.2,1.629,0.6842,0.3409,0.4795,8.5
F,0.626,0.46,0.179,1.0856,0.4,0.2532,0.35,9.7
F,0.59,0.42,0.16,1.0646,0.4345,0.2362,0.329,8.6
F,0.615,0.48,0.15,1.0151,0.4865,0.21,0.268,9.6
F,0.64,0.48,0.17,1.1232,0.4147,0.244,0.307,11.2
M,0.313,0.243,0.071,0.16,0.044,0.046,0.035,3.6
F,0.578,0.456,0.15,1.102,0.508,0.2553,0.32,10.3
F,0.74,0.59,0.23,2.273,1.1881,0.397,0.512,9.9
F,0.609,0.49,0.16,1.176,0.6,0.2694,0.33,9.8
F,0.73,0.538,0.19,1.424,0.62,0.3208,0.378,11.1
F,0.622,0.517,0.155,1.2594,0.43,0.2984,0.35,8.2
F,0.54,0.41,0.17,1.1,0.4844,0.2164,0.311,11.4
F,0.661,0.47,0.15,1.09,0.4128,0.238,0.326,12.7
F,0.681,0.511,0.16,1.3592,0.6558,0.2987,0.345,11.2
F,0.68,0.5,0.202,1.6861,0.7644,0.367,0.49,12.1
M,0.655,0.5,0.17,1.326,0.4512,0.223,0.36,14.6
I,0.46,0.38,0.14,0.425,0.1846,0.0929,0.123,6.9
F,0.607,0.52,0.174,1.1474,0.489,0.2621,0.331,12.4
F,0.57,0.44,0.14,0.98,0.48,0.19,0.22,6.7
F,0.604,0.49,0.15,1.13,0.4287,0.2676,0.31,12.8
F,0.46,0.35,0.11,0.438,0.1827,0.0889,0.104,6.1
F,0.65,0.53,0.19,1.307,0.621,0.331,0.437,9.1
F,0.551,0.451,0.15,0.96,0.3828,0.2373,0.347,9.0
F,0.546,0.43,0.15,0.77,0.33,0.1397,0.22,11.0
F,0.587,0.45,0.15,0.991,0.369,0.2118,0.257,9.0
F,0.559,0.439,0.15,0.852,0.34,0.148,0.1981,9.5
F,0.599,0.49,0.181,1.4065,0.6141,0.2771,0.339,9.7
F,0.6,0.49,0.179,1.07,0.3882,0.2252,0.36,14.3
F,0.643,0.5,0.179,1.2508,0.54,0.2685,0.45,11.5
F,0.492,0.4,0.131,0.8317,0.4473,0.1288,0.203,4.8
F,0.6,0.48,0.156,1.04,0.4454,0.2513,0.336,10.8
F,0.64,0.45,0.206,1.388,0.5613,0.3202,0.344,11.4
F,0.682,0.493,0.2,1.7394,0.8196,0.4344,0.492,10.5
M,0.53,0.46,0.14,0.994,0.3909,0.1927,0.295,8.4
F,0.55,0.43,0.14,0.9218,0.4408,0.177,0.259,8.6
M,0.55,0.44,0.16,0.9639,0.4437,0.2179,0.2251,9.6
F,0.6,0.46,0.17,1.037,0.432,0.2633,0.313,8.6
F,0.68,0.42,0.15,1.2233,0.659,0.273,0.261,8.1
F,0.537,0.406,0.14,0.6277,0.242,0.1266,0.163,6.8
F,0.551,0.46,0.14,0.9702,0.4147,0.175,0.213,9.5
F,0.604,0.471,0.186,1.0659,0.3943,0.239,0.318,17.0
I,0.299,0.213,0.076,0.1433,0.0565,0.028,0.035,4.2
F,0.63,0.48,0.18,1.4331,0.583,0.2696,0.4,11.2
F,0.62,0.5,0.16,1.1469,0.507,0.2411,0.29,9.9
F,0.635,0.45,0.159,1.272,0.592,0.244,0.44,10.3
F,0.551,0.46,0.16,1.0399,0.4762,0.241,0.33,12.1
F,0.672,0.55,0.2,1.676,0.7052,0.3517,0.51,15.4
F,0.61,0.47,0.163,0.97,0.407,0.257,0.354,14.5
I,0.29,0.246,0.069,0.1088,0.049,0.0246,0.034,6.3
F,0.638,0.47,0.17,1.1872,0.6,0.2246,0.32,10.7
F,0.574,0.482,0.169,0.8502,0.277,0.2412,0.294,14.7
F,0.7,0.55,0.2,1.9577,0.95,0.327,0.43,10.4
M,0.349,0.255,0.073,0.18,0.0862,0.0379,0.054,7.6
I,0.505,0.377,0.13,0.7108,0.275,0.1403,0.164,6.8
M,0.578,0.45,0.15,0.94,0.415,0.16,0.27,8.4
F,0.65,0.53,0.2,1.608,0.5172,0.3157,0.48,17.5
F,0.646,0.51,0.174,1.2845,0.4989,0.2378,0.36,9.1
F,0.6,0.49,0.16,0.9539,0.401,0.2043,0.263,11.0
F,0.724,0.498,0.176,1.702,0.684,0.3332,0.455,9.8
F,0.56,0.363,0.138,0.638,0.2482,0.12,0.197,12.7
F,0.604,0.47,0.143,0.746,0.397,0.1456,0.273,11.3
F,0.486,0.4,0.145,0.595,0.2875,0.1498,0.195,9.9
F,0.69,0.507,0.172,1.6047,0.5787,0.4012,0.443,11.3
F,0.631,0.52,0.14,1.0055,0.4711,0.225,0.29,9.3
F,0.727,0.52,0.18,1.3929,0.637,0.3024,0.451,11.3
F,0.494,0.4,0.137,0.6596,0.2754,0.1395,0.206,8.2
F,0.522,0.47,0.15,0.9415,0.2867,0.1412,0.314,11.5
F,0.616,0.5,0.167,1.3175,0.57,0.248,0.36,11.2
F,0.5,0.504,0.178,1.0152,0.415,0.257,0.257,8.9
F,0.589,0.432,0.175,1.3074,0.5166,0.3182,0.333,9.6
F,0.553,0.46,0.135,1.0337,0.3728,0.204,0.24,9.9
F,0.62,0.5,0.17,1.06,0.482,0.246,0.3,9.1
F,0.585,0.485,0.15,0.928,0.4447,0.2194,0.23,8.9
F,0.607,0.469,0.129,0.898,0.382,0.164,0.218,6.1
