Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
F,0.57,0.44,0.15,0.98,0.46,0.19,0.23,9.0
I,0.46,0.35,0.14,0.48,0.21,0.09,0.14,7.0
F,0.57,0.46,0.16,1.09,0.46,0.24,0.3,10.0
F,0.52,0.4,0.14,0.69,0.23,0.14,0.23,10.0
F,0.56,0.44,0.14,0.91,0.38,0.19,0.23,7.0
F,0.6,0.48,0.16,1.02,0.46,0.24,0.28,3.0
F,0.6,0.46,0.18,0.9,0.46,0.23,0.3,9.0
F,0.63,0.5,0.18,1.41,0.66,0.3,0.43,11.0
M,0.72,0.56,0.22,2.12,1.1,0.51,0.51,11.0
F,0.6,0.49,0.18,1.24,0.5,0.26,0.34,13.0
F,0.62,0.48,0.15,1.07,0.46,0.25,0.28,11.0
F,0.6,0.45,0.15,0.97,0.46,0.24,0.23,8.0
F,0.6,0.49,0.16,1.1,0.46,0.26,0.36,13.0
F,0.59,0.46,0.15,0.93,0.46,0.2,0.23,8.0
M,0.57,0.45,0.14,0.96,0.45,0.14,0.2,9.0
F,0.62,0.49,0.16,1.16,0.54,0.32,0.34,11.0
F,0.52,0.38,0.11,0.56,0.25,0.13,0.18,8.0
F,0.66,0.54,0.18,1.38,0.58,0.28,0.44,11.0
F,0.57,0.49,0.15,1.16,0.56,0.25,0.3,9.0
F,0.63,0.49,0.18,1.16,0.51,0.26,0.36,12.0
F,0.55,0.44,0.14,0.77,0.32,0.14,0.23,8.0
I,0.46,0.35,0.11,0.41,0.18,0.07,0.12,8.0
F,0.52,0.4,0.14,0.62,0.24,0.13,0.18,14.0
I,0.55,0.44,0.14,0.78,0.35,0.17,0.23,9.0
I,0.19,0.18,0.06,0.07,0.01,0.01,0.01,5.0
F,0.5,0.38,0.14,0.59,0.29,0.14,0.18,7.0
F,0.57,0.44,0.14,0.98,0.47,0.22,0.23,9.0
F,0.53,0.4,0.14,0.56,0.35,0.15,0.17,6.0
F,0.6,0.46,0.15,1.06,0.42,0.26,0.32,11.0
F,0.59,0.46,0.15,1.09,0.46,0.26,0.34,8.0
F,0.57,0.46,0.15,1.06,0.46,0.22,0.3,7.0
F,0.57,0.46,0.15,0.98,0.47,0.26,0.28,10.0
F,0.56,0.44,0.18,1.06,0.4,0.24,0.34,9.0
F,0.68,0.55,0.18,1.71,0.86,0.29,0.49,10.0
F,0.6,0.48,0.15,0.97,0.38,0.2,0.3,9.0
F,0.62,0.49,0.16,1.29,0.52,0.29,0.34,12.0
F,0.56,0.44,0.16,0.88,0.34,0.17,0.28,14.0
F,0.55,0.44,0.15,0.93,0.43,0.18,0.23,7.0
M,0.63,0.49,0.16,1.09,0.47,0.26,0.31,10.0
F,0.38,0.28,0.09,0.28,0.12,0.06,0.08,6.0
I,0.16,0.12,0.05,0.02,0.0,0.01,0.01,5.0
F,0.68,0.55,0.18,1.57,0.85,0.35,0.45,11.0
F,0.53,0.4,0.14,0.74,0.25,0.17,0.2,11.0
F,0.4,0.3,0.11,0.38,0.18,0.07,0.09,6.0
I,0.53,0.4,0.14,0.65,0.28,0.13,0.18,7.0
I,0.25,0.19,0.05,0.09,0.05,0.01,0.02,4.0
F,0.57,0.46,0.16,0.97,0.35,0.14,0.34,10.0
M,0.63,0.48,0.16,1.13,0.41,0.26,0.34,8.0
F,0.59,0.46,0.16,1.09,0.43,0.24,0.3,9.0
F,0.6,0.46,0.18,1.16,0.38,0.3,0.34,14.0
F,0.63,0.48,0.18,1.17,0.43,0.26,0.34,15.0
F,0.62,0.49,0.14,1.03,0.46,0.28,0.23,6.0
F,0.58,0.44,0.14,0.92,0.45,0.17,0.23,6.0
I,0.52,0.4,0.1,0.53,0.26,0.15,0.16,6.0
I,0.44,0.33,0.09,0.3,0.11,0.05,0.08,6.0
F,0.57,0.44,0.16,0.97,0.43,0.22,0.28,11.0
F,0.63,0.49,0.18,1.21,0.53,0.27,0.36,9.0
F,0.57,0.46,0.15,0.98,0.45,0.22,0.27,8.0
F,0.56,0.44,0.16,0.92,0.44,0.17,0.27,10.0
F,0.66,0.5,0.2,1.41,0.65,0.26,0.38,9.0
F,0.62,0.49,0.15,1.3,0.66,0.29,0.31,11.0
F,0.57,0.44,0.15,0.79,0.33,0.17,0.23,11.0
I,0.28,0.22,0.06,0.1,0.04,0.02,0.03,6.0
F,0.62,0.49,0.18,1.41,0.66,0.3,0.36,8.0
F,0.55,0.44,0.15,0.82,0.4,0.18,0.23,8.0
F,0.62,0.49,0.15,1.17,0.46,0.26,0.34,15.0
M,0.46,0.35,0.11,0.46,0.21,0.11,0.12,7.0
F,0.57,0.44,0.14,0.84,0.39,0.18,0.2,9.0
F,0.5,0.4,0.16,0.79,0.29,0.15,0.3,14.0
F,0.64,0.49,0.15,1.27,0.42,0.26,0.36,14.0
I,0.46,0.35,0.12,0.46,0.17,0.08,0.1,6.0
I,0.28,0.16,0.05,0.04,0.01,0.01,0.02,5.0
F,0.7,0.55,0.15,1.41,0.54,0.29,0.34,9.0
I,0.28,0.21,0.06,0.09,0.03,0.01,0.04,6.0
F,0.56,0.43,0.16,0.87,0.38,0.16,0.24,13.0
F,0.57,0.44,0.14,0.8,0.35,0.18,0.23,10.0
F,0.68,0.54,0.18,1.36,0.43,0.29,0.4,11.0
F,0.6,0.47,0.18,1.1,0.46,0.24,0.34,8.0
I,0.5,0.4,0.14,0.67,0.28,0.14,0.2,6.0
F,0.66,0.54,0.18,1.38,0.66,0.26,0.44,12.0
F,0.57,0.46,0.15,0.99,0.43,0.26,0.26,8.0
F,0.5,0.38,0.12,0.63,0.29,0.14,0.16,8.0
F,0.62,0.49,0.18,1.3,0.52,0.29,0.34,10.0
F,0.63,0.49,0.15,1.24,0.56,0.27,0.34,13.0
F,0.44,0.35,0.11,0.46,0.25,0.09,0.12,7.0
F,0.44,0.33,0.12,0.46,0.21,0.11,0.14,6.0
F,0.6,0.49,0.16,1.25,0.41,0.29,0.34,16.0
F,0.6,0.46,0.16,1.07,0.46,0.22,0.28,10.0
F,0.66,0.52,0.18,1.27,0.48,0.29,0.34,10.0
M,0.66,0.54,0.2,1.79,0.7,0.35,0.49,14.0
F,0.57,0.44,0.14,0.84,0.36,0.15,0.24,9.0
F,0.62,0.48,0.18,1.06,0.41,0.27,0.36,10.0
F,0.66,0.52,0.18,1.74,0.69,0.37,0.4,9.0
F,0.57,0.46,0.15,0.98,0.46,0.19,0.28,8.0
F,0.57,0.46,0.15,0.76,0.4,0.16,0.23,8.0
I,0.52,0.4,0.14,0.52,0.25,0.13,0.18,7.0
F,0.62,0.49,0.16,1.16,0.54,0.29,0.3,9.0
F,0.62,0.49,0.18,1.09,0.39,0.26,0.36,13.0
F,0.62,0.49,0.15,1.16,0.46,0.25,0.34,10.0
F,0.57,0.44,0.16,0.89,0.38,0.19,0.22,9.0
F,0.57,0.44,0.15,1.01,0.46,0.22,0.28,10.0
F,0.62,0.52,0.18,1.3,0.58,0.3,0.4,8.0
F,0.69,0.54,0.18,1.64,0.74,0.3,0.45,9.0
F,0.62,0.49,0.16,1.27,0.58,0.29,0.31,10.0
F,0.57,0.46,0.16,1.09,0.42,0.25,0.34,13.0
F,0.5,0.4,0.14,0.63,0.3,0.15,0.18,10.0
F,0.62,0.49,0.15,1.09,0.47,0.22,0.31,10.0
F,0.57,0.46,0.16,1.09,0.46,0.26,0.28,12.0
F,0.63,0.49,0.16,1.15,0.51,0.3,0.34,9.0
F,0.53,0.38,0.14,0.56,0.25,0.11,0.18,10.0
F,0.55,0.42,0.14,0.89,0.43,0.22,0.28,10.0
F,0.64,0.52,0.18,1.27,0.45,0.3,0.42,18.0
F,0.52,0.4,0.14,0.66,0.28,0.15,0.18,6.0
F,0.57,0.46,0.15,0.98,0.43,0.22,0.28,9.0
F,0.7,0.55,0.2,1.79,0.7,0.36,0.44,13.0
I,0.46,0.35,0.11,0.38,0.18,0.09,0.1,6.0
F,0.66,0.49,0.18,1.25,0.58,0.26,0.34,11.0
F,0.44,0.35,0.11,0.5,0.21,0.15,0.18,18.0
F,0.56,0.44,0.15,0.97,0.45,0.21,0.3,9.0
F,0.57,0.46,0.15,1.1,0.46,0.22,0.34,9.0
F,0.64,0.52,0.16,1.25,0.46,0.27,0.34,15.0
F,0.57,0.44,0.15,1.09,0.54,0.25,0.27,8.0
F,0.66,0.5,0.18,1.38,0.59,0.26,0.4,13.0
F,0.63,0.49,0.16,1.27,0.56,0.29,0.34,8.0
F,0.7,0.55,0.21,1.87,0.98,0.36,0.49,10.0
F,0.57,0.44,0.15,1.01,0.53,0.25,0.24,6.0
F,0.44,0.35,0.11,0.45,0.18,0.09,0.12,10.0
F,0.52,0.4,0.15,0.7,0.29,0.15,0.2,9.0
F,0.66,0.54,0.18,1.38,0.54,0.28,0.44,21.0
F,0.6,0.49,0.18,1.28,0.52,0.29,0.36,12.0
F,0.62,0.49,0.18,1.24,0.57,0.26,0.34,11.0
F,0.66,0.51,0.18,1.41,0.66,0.29,0.45,11.0
F,0.6,0.49,0.15,1.11,0.38,0.25,0.34,14.0
F,0.62,0.48,0.18,1.38,0.63,0.29,0.38,12.0
F,0.63,0.49,0.15,1.3,0.64,0.26,0.34,8.0
F,0.52,0.38,0.14,0.57,0.25,0.13,0.16,7.0
F,0.57,0.46,0.15,1.05,0.46,0.22,0.28,10.0
F,0.63,0.49,0.18,1.24,0.59,0.26,0.34,10.0
F,0.5,0.4,0.14,0.56,0.21,0.11,0.18,11.0
F,0.56,0.44,0.15,0.89,0.45,0.15,0.2,9.0
F,0.69,0.55,0.2,1.94,0.6,0.4,0.49,12.0
F,0.56,0.45,0.16,0.92,0.39,0.19,0.31,8.0
F,0.62,0.49,0.15,1.07,0.45,0.23,0.26,9.0
F,0.64,0.52,0.18,1.26,0.51,0.28,0.36,13.0
F,0.66,0.51,0.18,1.35,0.62,0.32,0.4,11.0
F,0.57,0.46,0.15,0.81,0.38,0.18,0.24,8.0
F,0.62,0.46,0.14,1.01,0.45,0.19,0.24,7.0
F,0.59,0.45,0.15,0.96,0.45,0.26,0.28,10.0
F,0.62,0.52,0.18,1.38,0.62,0.26,0.36,9.0
F,0.56,0.44,0.15,0.77,0.35,0.15,0.23,9.0
F,0.57,0.44,0.15,0.92,0.43,0.19,0.3,14.0
F,0.62,0.46,0.15,1.08,0.43,0.26,0.27,8.0
F,0.57,0.44,0.14,0.8,0.28,0.14,0.23,9.0
F,0.6,0.49,0.15,0.98,0.48,0.19,0.3,9.0
F,0.57,0.43,0.15,0.88,0.36,0.24,0.26,10.0
F,0.52,0.4,0.12,0.57,0.2,0.12,0.18,13.0
F,0.6,0.46,0.15,0.97,0.46,0.2,0.26,8.0
F,0.57,0.46,0.14,0.97,0.46,0.2,0.28,12.0
F,0.66,0.52,0.18,1.36,0.57,0.35,0.36,12.0
F,0.62,0.49,0.18,1.06,0.46,0.25,0.36,12.0
F,0.6,0.46,0.15,1.01,0.42,0.23,0.31,11.0
F,0.62,0.49,0.18,1.41,0.43,0.25,0.49,20.0
F,0.57,0.46,0.15,0.87,0.4,0.18,0.23,9.0
F,0.6,0.46,0.15,1.03,0.46,0.27,0.28,9.0
F,0.6,0.46,0.15,1.09,0.46,0.22,0.3,9.0
F,0.69,0.55,0.2,1.56,0.58,0.35,0.45,13.0
F,0.62,0.49,0.18,1.26,0.56,0.23,0.36,9.0
F,0.57,0.46,0.15,0.9,0.46,0.21,0.27,8.0
F,0.57,0.46,0.15,1.12,0.43,0.25,0.3,16.0
F,0.57,0.46,0.14,1.06,0.41,0.21,0.28,10.0
F,0.6,0.46,0.15,1.22,0.58,0.29,0.37,10.0
F,0.63,0.49,0.18,1.17,0.46,0.29,0.31,9.0
I,0.36,0.26,0.1,0.2,0.09,0.04,0.08,6.0
I,0.35,0.28,0.09,0.25,0.1,0.05,0.08,7.0
F,0.56,0.44,0.14,0.81,0.41,0.17,0.26,10.0
F,0.66,0.5,0.18,1.56,0.72,0.35,0.44,11.0
F,0.57,0.44,0.16,0.81,0.42,0.19,0.23,8.0
F,0.52,0.4,0.14,0.68,0.25,0.15,0.2,10.0
F,0.44,0.35,0.11,0.45,0.18,0.07,0.15,6.0
F,0.6,0.46,0.15,1.1,0.43,0.25,0.28,11.0
F,0.68,0.54,0.18,1.56,0.68,0.35,0.37,9.0
F,0.57,0.46,0.16,1.01,0.39,0.19,0.34,13.0
F,0.57,0.44,0.15,0.92,0.45,0.22,0.28,11.0
F,0.62,0.49,0.18,1.16,0.46,0.25,0.36,12.0
F,0.5,0.38,0.14,0.56,0.21,0.12,0.18,10.0
F,0.58,0.46,0.15,0.97,0.43,0.2,0.28,9.0
I,0.57,0.44,0.15,0.86,0.43,0.17,0.24,8.0
F,0.68,0.55,0.18,1.88,0.78,0.35,0.49,13.0
F,0.7,0.55,0.18,1.56,0.54,0.44,0.43,10.0
F,0.48,0.35,0.11,0.45,0.21,0.11,0.1,6.0
F,0.57,0.44,0.16,1.09,0.46,0.23,0.3,8.0
F,0.71,0.55,0.18,1.71,0.7,0.35,0.44,12.0
F,0.57,0.46,0.16,1.09,0.5,0.26,0.32,17.0
F,0.55,0.4,0.14,0.85,0.42,0.17,0.28,9.0
F,0.6,0.46,0.18,1.14,0.46,0.29,0.31,10.0
F,0.7,0.55,0.2,1.98,0.65,0.3,0.44,10.0
F,0.57,0.46,0.16,0.91,0.43,0.22,0.28,9.0
F,0.57,0.46,0.15,0.94,0.42,0.22,0.25,9.0
F,0.52,0.4,0.11,0.5,0.24,0.13,0.14,10.0
I,0.33,0.24,0.08,0.2,0.06,0.04,0.05,6.0
F,0.52,0.4,0.14,0.77,0.26,0.12,0.26,15.0
F,0.64,0.49,0.2,1.27,0.43,0.23,0.49,19.0
F,0.57,0.44,0.14,0.85,0.38,0.16,0.26,7.0
F,0.57,0.44,0.15,0.89,0.43,0.16,0.26,7.0
F,0.62,0.51,0.2,1.17,0.49,0.26,0.34,10.0
F,0.63,0.49,0.15,1.36,0.58,0.3,0.3,9.0
F,0.62,0.49,0.16,1.28,0.52,0.3,0.34,11.0
F,0.56,0.42,0.14,0.71,0.24,0.17,0.23,8.0
F,0.48,0.36,0.11,0.46,0.21,0.12,0.14,12.0
F,0.63,0.49,0.15,1.35,0.62,0.26,0.3,11.0
F,0.57,0.46,0.14,0.88,0.42,0.22,0.23,6.0
F,0.58,0.46,0.15,0.94,0.46,0.23,0.24,9.0
I,0.4,0.28,0.08,0.31,0.18,0.07,0.08,7.0
F,0.68,0.51,0.16,1.45,0.7,0.3,0.36,11.0
F,0.6,0.46,0.18,1.29,0.57,0.24,0.34,11.0
M,0.53,0.44,0.14,0.74,0.36,0.12,0.18,9.0
F,0.64,0.52,0.16,1.4,0.58,0.3,0.34,10.0
F,0.52,0.4,0.15,0.81,0.39,0.16,0.23,8.0
F,0.62,0.49,0.16,1.16,0.53,0.29,0.31,10.0
F,0.57,0.44,0.15,0.88,0.39,0.14,0.23,9.0
F,0.63,0.49,0.16,1.39,0.52,0.26,0.44,13.0
F,0.71,0.56,0.16,1.74,0.64,0.32,0.49,9.0
M,0.58,0.46,0.15,0.91,0.42,0.16,0.28,10.0
F,0.6,0.46,0.15,1.09,0.49,0.26,0.27,8.0
M,0.46,0.38,0.14,0.51,0.21,0.09,0.18,13.0
F,0.62,0.48,0.18,1.09,0.49,0.22,0.34,10.0
F,0.6,0.5,0.15,1.01,0.38,0.21,0.27,10.0
F,0.62,0.49,0.15,1.11,0.58,0.25,0.3,9.0
F,0.52,0.38,0.12,0.65,0.28,0.12,0.14,6.0
F,0.44,0.35,0.14,0.49,0.18,0.08,0.18,13.0
F,0.57,0.44,0.15,0.79,0.35,0.14,0.26,9.0
F,0.63,0.5,0.15,1.24,0.55,0.29,0.34,9.0
F,0.62,0.5,0.18,1.36,0.68,0.31,0.44,15.0
F,0.57,0.44,0.14,0.88,0.4,0.17,0.23,9.0
F,0.62,0.49,0.16,1.17,0.46,0.27,0.3,8.0
F,0.57,0.44,0.18,0.93,0.43,0.2,0.23,9.0
F,0.52,0.4,0.14,0.68,0.25,0.14,0.22,6.0
F,0.64,0.49,0.18,1.16,0.5,0.3,0.36,9.0
I,0.46,0.35,0.11,0.5,0.25,0.07,0.11,5.0
F,0.66,0.51,0.18,1.63,0.85,0.26,0.4,9.0
F,0.6,0.49,0.16,1.2,0.52,0.29,0.36,12.0
F,0.56,0.44,0.16,0.92,0.39,0.19,0.28,8.0
F,0.55,0.44,0.15,0.79,0.39,0.17,0.23,9.0
F,0.66,0.54,0.18,1.41,0.59,0.25,0.36,9.0
I,0.48,0.35,0.11,0.51,0.25,0.1,0.12,6.0
F,0.75,0.56,0.2,1.91,0.85,0.41,0.48,11.0
F,0.62,0.49,0.15,1.12,0.45,0.24,0.36,11.0
I,0.35,0.26,0.08,0.19,0.08,0.03,0.06,6.0
M,0.53,0.4,0.14,0.78,0.28,0.14,0.26,14.0
F,0.62,0.5,0.15,1.09,0.47,0.27,0.31,9.0
F,0.57,0.44,0.14,0.87,0.39,0.26,0.26,10.0
F,0.68,0.54,0.2,1.66,0.7,0.35,0.45,9.0
F,0.62,0.49,0.18,1.06,0.4,0.26,0.34,9.0
F,0.57,0.44,0.15,1.07,0.46,0.26,0.3,9.0
F,0.62,0.49,0.15,1.07,0.46,0.21,0.28,9.0
F,0.63,0.49,0.18,1.06,0.41,0.25,0.29,11.0
M,0.32,0.24,0.08,0.14,0.04,0.04,0.04,4.0
F,0.57,0.46,0.15,1.09,0.51,0.25,0.3,10.0
F,0.72,0.57,0.22,2.38,1.19,0.42,0.51,10.0
F,0.64,0.49,0.16,1.27,0.57,0.26,0.34,10.0
F,0.66,0.52,0.18,1.41,0.65,0.32,0.36,11.0
F,0.66,0.52,0.16,1.19,0.45,0.3,0.36,8.0
F,0.57,0.46,0.16,1.07,0.46,0.22,0.34,11.0
F,0.62,0.49,0.16,1.09,0.43,0.24,0.34,12.0
F,0.66,0.52,0.16,1.4,0.63,0.3,0.34,11.0
F,0.66,0.53,0.2,1.78,0.7,0.36,0.46,13.0
M,0.64,0.49,0.16,1.27,0.46,0.24,0.36,15.0
I,0.46,0.35,0.14,0.41,0.18,0.1,0.12,6.0
F,0.64,0.49,0.18,1.24,0.52,0.27,0.36,12.0
F,0.57,0.44,0.15,0.91,0.46,0.19,0.23,6.0
F,0.62,0.46,0.15,1.1,0.42,0.25,0.31,12.0
F,0.44,0.35,0.11,0.41,0.18,0.09,0.1,6.0
F,0.66,0.54,0.18,1.4,0.64,0.34,0.44,9.0
F,0.57,0.46,0.15,1.03,0.42,0.24,0.34,9.0
F,0.56,0.44,0.15,0.78,0.32,0.15,0.23,12.0
F,0.57,0.46,0.15,0.97,0.41,0.22,0.26,9.0
F,0.57,0.44,0.15,0.78,0.34,0.14,0.2,9.0
F,0.62,0.49,0.18,1.36,0.59,0.29,0.36,10.0
F,0.6,0.49,0.18,1.08,0.38,0.22,0.36,14.0
F,0.64,0.49,0.18,1.32,0.49,0.29,0.45,11.0
F,0.5,0.4,0.14,0.78,0.43,0.13,0.2,5.0
F,0.6,0.46,0.18,1.09,0.46,0.26,0.34,11.0
F,0.63,0.49,0.2,1.28,0.56,0.3,0.34,12.0
F,0.74,0.56,0.2,1.76,0.82,0.44,0.5,11.0
M,0.57,0.44,0.15,0.92,0.42,0.22,0.28,9.0
F,0.57,0.46,0.14,0.89,0.46,0.2,0.28,9.0
M,0.56,0.44,0.16,0.97,0.46,0.22,0.23,9.0
F,0.6,0.49,0.16,1.06,0.48,0.26,0.28,9.0
F,0.63,0.46,0.15,1.24,0.66,0.27,0.28,8.0
F,0.52,0.4,0.14,0.61,0.24,0.13,0.18,7.0
F,0.56,0.44,0.15,0.97,0.45,0.16,0.2,9.0
F,0.6,0.48,0.18,1.1,0.39,0.25,0.36,16.0
I,0.32,0.24,0.08,0.14,0.05,0.03,0.04,4.0
F,0.63,0.49,0.18,1.43,0.58,0.29,0.36,11.0
F,0.63,0.49,0.16,1.28,0.52,0.25,0.31,10.0
F,0.62,0.49,0.18,1.24,0.57,0.27,0.49,11.0
F,0.57,0.46,0.16,1.09,0.46,0.24,0.36,11.0
F,0.66,0.55,0.2,1.78,0.69,0.35,0.49,16.0
F,0.57,0.46,0.18,1.06,0.42,0.26,0.34,14.0
I,0.29,0.24,0.08,0.12,0.05,0.02,0.04,6.0
F,0.62,0.49,0.16,1.27,0.57,0.24,0.31,11.0
F,0.56,0.46,0.18,0.88,0.29,0.24,0.28,14.0
F,0.71,0.55,0.2,1.78,0.86,0.35,0.4,10.0
M,0.34,0.26,0.08,0.18,0.09,0.04,0.06,7.0
I,0.5,0.4,0.14,0.7,0.28,0.14,0.18,7.0
M,0.57,0.46,0.16,0.92,0.43,0.16,0.28,9.0
F,0.68,0.55,0.2,1.6,0.51,0.29,0.49,18.0
F,0.64,0.51,0.18,1.29,0.55,0.25,0.36,9.0
F,0.6,0.45,0.16,1.01,0.41,0.22,0.26,11.0
F,0.68,0.54,0.18,1.59,0.72,0.35,0.43,10.0
F,0.53,0.4,0.14,0.58,0.25,0.12,0.18,14.0
F,0.55,0.44,0.14,0.81,0.38,0.14,0.28,11.0
F,0.5,0.4,0.14,0.63,0.28,0.14,0.18,9.0
F,0.66,0.52,0.18,1.63,0.66,0.36,0.44,11.0
F,0.62,0.49,0.15,1.06,0.43,0.25,0.29,9.0
F,0.66,0.54,0.18,1.36,0.63,0.29,0.43,11.0
F,0.52,0.4,0.14,0.68,0.29,0.14,0.2,8.0
F,0.55,0.46,0.16,0.85,0.28,0.15,0.28,11.0
F,0.64,0.5,0.18,1.24,0.56,0.26,0.39,11.0
F,0.6,0.46,0.18,1.0,0.43,0.27,0.26,9.0
F,0.6,0.44,0.18,1.24,0.51,0.29,0.34,10.0
F,0.57,0.44,0.14,0.98,0.38,0.2,0.23,10.0
F,0.62,0.49,0.18,1.09,0.49,0.25,0.3,9.0
F,0.57,0.46,0.15,0.97,0.46,0.21,0.23,9.0
F,0.56,0.44,0.14,0.89,0.41,0.18,0.24,6.0
F,0.64,0.5,0.16,1.12,0.39,0.22,0.34,12.0
M,0.57,0.46,0.16,1.1,0.43,0.24,0.4,12.0
F,0.57,0.46,0.15,0.98,0.43,0.17,0.3,9.0
F,0.66,0.54,0.18,1.36,0.59,0.28,0.41,12.0
F,0.57,0.46,0.18,0.91,0.42,0.25,0.28,13.0
F,0.57,0.44,0.18,0.92,0.25,0.25,0.36,18.0
F,0.62,0.49,0.16,1.12,0.56,0.22,0.36,10.0
F,0.55,0.44,0.18,1.09,0.41,0.22,0.36,12.0
M,0.57,0.45,0.16,1.09,0.41,0.26,0.34,12.0
F,0.56,0.46,0.15,0.91,0.43,0.16,0.23,7.0
F,0.7,0.56,0.2,1.99,0.87,0.42,0.44,17.0
F,0.57,0.46,0.16,1.0,0.43,0.23,0.25,10.0
I,0.5,0.4,0.12,0.59,0.24,0.12,0.18,6.0
F,0.6,0.49,0.15,1.16,0.49,0.26,0.31,8.0
F,0.37,0.28,0.1,0.22,0.11,0.06,0.08,5.0
F,0.57,0.44,0.16,0.96,0.4,0.2,0.28,9.0
F,0.57,0.46,0.15,0.94,0.43,0.17,0.28,10.0
F,0.64,0.49,0.18,1.29,0.55,0.29,0.31,9.0
F,0.72,0.56,0.2,2.24,1.15,0.42,0.49,12.0
F,0.57,0.46,0.16,1.06,0.46,0.26,0.28,9.0
