Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
F,0.6,0.4,0.2,0.9,0.4,0.2,0.3,8.0
F,0.6,0.5,0.2,1.1,0.5,0.2,0.3,9.0
F,0.6,0.5,0.2,1.3,0.5,0.3,0.4,13.0
F,0.7,0.5,0.2,1.3,0.6,0.3,0.4,11.0
F,0.6,0.5,0.2,0.8,0.4,0.2,0.2,8.0
F,0.6,0.5,0.1,1.0,0.5,0.2,0.2,7.0
F,0.6,0.4,0.2,1.0,0.5,0.3,0.3,10.0
F,0.6,0.5,0.2,1.4,0.6,0.3,0.4,9.0
F,0.6,0.4,0.2,0.8,0.3,0.1,0.2,9.0
F,0.6,0.4,0.2,0.9,0.4,0.2,0.3,14.0
F,0.6,0.5,0.2,1.1,0.4,0.3,0.3,8.0
F,0.6,0.4,0.1,0.8,0.3,0.1,0.2,9.0
F,0.6,0.5,0.2,1.0,0.5,0.2,0.3,9.0
F,0.6,0.4,0.2,0.9,0.4,0.2,0.3,10.0
F,0.5,0.4,0.1,0.6,0.2,0.1,0.2,13.0
F,0.6,0.5,0.2,1.0,0.5,0.2,0.3,8.0
F,0.6,0.5,0.1,1.0,0.5,0.2,0.3,12.0
F,0.7,0.5,0.2,1.4,0.6,0.4,0.4,12.0
F,0.6,0.5,0.2,1.1,0.5,0.3,0.4,12.0
F,0.6,0.5,0.2,1.0,0.4,0.2,0.3,11.0
F,0.6,0.5,0.2,1.4,0.4,0.3,0.5,20.0
F,0.6,0.5,0.2,0.9,0.4,0.2,0.2,9.0
F,0.6,0.5,0.2,1.0,0.5,0.3,0.3,9.0
F,0.6,0.5,0.2,1.1,0.5,0.2,0.3,9.0
F,0.7,0.5,0.2,1.6,0.6,0.4,0.4,13.0
F,0.6,0.5,0.2,1.3,0.6,0.2,0.4,9.0
F,0.6,0.5,0.2,0.9,0.5,0.2,0.3,8.0
F,0.6,0.5,0.2,1.1,0.4,0.3,0.3,16.0
F,0.6,0.5,0.1,1.1,0.4,0.2,0.3,10.0
F,0.6,0.5,0.2,1.2,0.6,0.3,0.4,10.0
F,0.6,0.5,0.2,1.2,0.5,0.3,0.3,9.0
I,0.4,0.3,0.1,0.2,0.1,0.0,0.1,6.0
I,0.4,0.3,0.1,0.2,0.1,0.1,0.1,7.0
F,0.6,0.4,0.1,0.8,0.4,0.2,0.3,10.0
F,0.7,0.5,0.2,1.6,0.7,0.4,0.4,11.0
F,0.6,0.4,0.2,0.8,0.4,0.2,0.2,8.0
F,0.5,0.4,0.1,0.7,0.2,0.1,0.2,10.0
F,0.4,0.4,0.1,0.5,0.2,0.1,0.2,6.0
F,0.6,0.5,0.2,1.1,0.4,0.3,0.3,11.0
F,0.7,0.5,0.2,1.6,0.7,0.4,0.4,9.0
F,0.6,0.5,0.2,1.0,0.4,0.2,0.3,13.0
F,0.6,0.4,0.2,0.9,0.5,0.2,0.3,11.0
F,0.6,0.5,0.2,1.2,0.5,0.3,0.4,12.0
F,0.5,0.4,0.1,0.6,0.2,0.1,0.2,10.0
F,0.6,0.5,0.2,1.0,0.4,0.2,0.3,9.0
I,0.6,0.4,0.2,0.9,0.4,0.2,0.2,8.0
F,0.7,0.5,0.2,1.9,0.8,0.4,0.5,13.0
F,0.7,0.6,0.2,1.6,0.5,0.4,0.4,10.0
F,0.5,0.4,0.1,0.5,0.2,0.1,0.1,6.0
F,0.6,0.4,0.2,1.1,0.5,0.2,0.3,8.0
F,0.7,0.6,0.2,1.7,0.7,0.4,0.4,12.0
F,0.6,0.5,0.2,1.1,0.5,0.3,0.3,17.0
F,0.5,0.4,0.1,0.9,0.4,0.2,0.3,9.0
F,0.6,0.5,0.2,1.1,0.5,0.3,0.3,10.0
F,0.7,0.5,0.2,2.0,0.6,0.3,0.4,10.0
F,0.6,0.5,0.2,0.9,0.4,0.2,0.3,9.0
F,0.6,0.5,0.2,0.9,0.4,0.2,0.2,9.0
F,0.5,0.4,0.1,0.5,0.2,0.1,0.1,10.0
I,0.3,0.2,0.1,0.2,0.1,0.0,0.0,6.0
F,0.5,0.4,0.1,0.8,0.3,0.1,0.3,15.0
F,0.6,0.5,0.2,1.3,0.4,0.2,0.5,19.0
F,0.6,0.4,0.1,0.8,0.4,0.2,0.3,7.0
F,0.6,0.4,0.2,0.9,0.4,0.2,0.3,7.0
F,0.6,0.5,0.2,1.2,0.5,0.3,0.3,10.0
F,0.6,0.5,0.2,1.4,0.6,0.3,0.3,9.0
F,0.6,0.5,0.2,1.3,0.5,0.3,0.3,11.0
F,0.6,0.4,0.1,0.7,0.2,0.2,0.2,8.0
F,0.5,0.4,0.1,0.5,0.2,0.1,0.1,12.0
F,0.6,0.5,0.2,1.4,0.6,0.3,0.3,11.0
F,0.6,0.5,0.1,0.9,0.4,0.2,0.2,6.0
F,0.6,0.5,0.2,0.9,0.5,0.2,0.2,9.0
I,0.4,0.3,0.1,0.3,0.2,0.1,0.1,7.0
F,0.7,0.5,0.2,1.5,0.7,0.3,0.4,11.0
F,0.6,0.5,0.2,1.3,0.6,0.2,0.3,11.0
M,0.5,0.4,0.1,0.7,0.4,0.1,0.2,9.0
F,0.6,0.5,0.2,1.4,0.6,0.3,0.3,10.0
F,0.5,0.4,0.2,0.8,0.4,0.2,0.2,8.0
F,0.6,0.5,0.2,1.2,0.5,0.3,0.3,10.0
F,0.6,0.4,0.2,0.9,0.4,0.1,0.2,9.0
F,0.6,0.5,0.2,1.4,0.5,0.3,0.4,13.0
F,0.7,0.6,0.2,1.7,0.6,0.3,0.5,9.0
M,0.6,0.5,0.2,0.9,0.4,0.2,0.3,10.0
F,0.6,0.5,0.2,1.1,0.5,0.3,0.3,8.0
M,0.5,0.4,0.1,0.5,0.2,0.1,0.2,13.0
F,0.6,0.5,0.2,1.1,0.5,0.2,0.3,10.0
F,0.6,0.5,0.2,1.0,0.4,0.2,0.3,10.0
F,0.6,0.5,0.2,1.1,0.6,0.3,0.3,9.0
F,0.5,0.4,0.1,0.6,0.3,0.1,0.1,6.0
F,0.4,0.4,0.1,0.5,0.2,0.1,0.2,13.0
F,0.6,0.4,0.2,0.8,0.3,0.1,0.3,9.0
F,0.6,0.5,0.2,1.2,0.6,0.3,0.3,9.0
F,0.6,0.5,0.2,1.4,0.7,0.3,0.4,15.0
F,0.6,0.4,0.1,0.9,0.4,0.2,0.2,9.0
F,0.6,0.5,0.2,1.2,0.5,0.3,0.3,8.0
F,0.6,0.4,0.2,0.9,0.4,0.2,0.2,9.0
F,0.5,0.4,0.1,0.7,0.2,0.1,0.2,6.0
F,0.6,0.5,0.2,1.2,0.5,0.3,0.4,9.0
I,0.5,0.4,0.1,0.5,0.2,0.1,0.1,5.0
F,0.7,0.5,0.2,1.6,0.9,0.3,0.4,9.0
F,0.6,0.5,0.2,1.2,0.5,0.3,0.4,12.0
F,0.6,0.4,0.2,0.9,0.4,0.2,0.3,8.0
F,0.5,0.4,0.2,0.8,0.4,0.2,0.2,9.0
F,0.7,0.5,0.2,1.4,0.6,0.3,0.4,9.0
I,0.5,0.4,0.1,0.5,0.2,0.1,0.1,6.0
F,0.8,0.6,0.2,1.9,0.9,0.4,0.5,11.0
F,0.6,0.5,0.2,1.1,0.5,0.2,0.4,11.0
I,0.4,0.3,0.1,0.2,0.1,0.0,0.1,6.0
M,0.5,0.4,0.1,0.8,0.3,0.1,0.3,14.0
F,0.6,0.5,0.2,1.1,0.5,0.3,0.3,9.0
F,0.6,0.4,0.1,0.9,0.4,0.3,0.3,10.0
F,0.7,0.5,0.2,1.7,0.7,0.4,0.5,9.0
F,0.6,0.5,0.2,1.1,0.4,0.3,0.3,9.0
F,0.6,0.4,0.2,1.1,0.5,0.3,0.3,9.0
F,0.6,0.5,0.2,1.1,0.5,0.2,0.3,9.0
F,0.6,0.5,0.2,1.1,0.4,0.2,0.3,11.0
M,0.3,0.2,0.1,0.1,0.0,0.0,0.0,4.0
F,0.6,0.5,0.2,1.1,0.5,0.3,0.3,10.0
F,0.7,0.6,0.2,2.4,1.2,0.4,0.5,10.0
F,0.6,0.5,0.2,1.3,0.6,0.3,0.3,10.0
F,0.7,0.5,0.2,1.4,0.6,0.3,0.4,11.0
F,0.7,0.5,0.2,1.2,0.4,0.3,0.4,8.0
F,0.6,0.5,0.2,1.1,0.5,0.2,0.3,11.0
F,0.6,0.5,0.2,1.1,0.4,0.2,0.3,12.0
F,0.7,0.5,0.2,1.4,0.6,0.3,0.3,11.0
F,0.7,0.5,0.2,1.8,0.7,0.4,0.5,13.0
M,0.6,0.5,0.2,1.3,0.5,0.2,0.4,15.0
I,0.5,0.4,0.1,0.4,0.2,0.1,0.1,6.0
F,0.6,0.5,0.2,1.2,0.5,0.3,0.4,12.0
F,0.6,0.4,0.2,0.9,0.5,0.2,0.2,6.0
F,0.6,0.5,0.2,1.1,0.4,0.3,0.3,12.0
F,0.4,0.4,0.1,0.4,0.2,0.1,0.1,6.0
F,0.7,0.5,0.2,1.4,0.6,0.3,0.4,9.0
F,0.6,0.5,0.2,1.0,0.4,0.2,0.3,9.0
F,0.6,0.4,0.2,0.8,0.3,0.1,0.2,12.0
F,0.6,0.5,0.2,1.0,0.4,0.2,0.3,9.0
F,0.6,0.4,0.2,0.8,0.3,0.1,0.2,9.0
F,0.6,0.5,0.2,1.4,0.6,0.3,0.4,10.0
F,0.6,0.5,0.2,1.1,0.4,0.2,0.4,14.0
F,0.6,0.5,0.2,1.3,0.5,0.3,0.4,11.0
F,0.5,0.4,0.1,0.8,0.4,0.1,0.2,5.0
F,0.6,0.5,0.2,1.1,0.5,0.3,0.3,11.0
F,0.6,0.5,0.2,1.3,0.6,0.3,0.3,12.0
F,0.7,0.6,0.2,1.8,0.8,0.4,0.5,11.0
M,0.6,0.4,0.2,0.9,0.4,0.2,0.3,9.0
F,0.6,0.5,0.1,0.9,0.5,0.2,0.3,9.0
M,0.6,0.4,0.2,1.0,0.5,0.2,0.2,9.0
F,0.6,0.5,0.2,1.1,0.5,0.3,0.3,9.0
F,0.6,0.5,0.2,1.2,0.7,0.3,0.3,8.0
F,0.5,0.4,0.1,0.6,0.2,0.1,0.2,7.0
F,0.6,0.4,0.2,1.0,0.5,0.2,0.2,9.0
F,0.6,0.5,0.2,1.1,0.4,0.2,0.4,16.0
I,0.3,0.2,0.1,0.1,0.1,0.0,0.0,4.0
F,0.6,0.5,0.2,1.4,0.6,0.3,0.4,11.0
F,0.6,0.5,0.2,1.3,0.5,0.3,0.3,10.0
F,0.6,0.5,0.2,1.2,0.6,0.3,0.5,11.0
F,0.6,0.5,0.2,1.1,0.5,0.2,0.4,11.0
F,0.7,0.6,0.2,1.8,0.7,0.4,0.5,16.0
F,0.6,0.5,0.2,1.1,0.4,0.3,0.3,14.0
I,0.3,0.2,0.1,0.1,0.0,0.0,0.0,6.0
F,0.6,0.5,0.2,1.3,0.6,0.2,0.3,11.0
F,0.6,0.5,0.2,0.9,0.3,0.2,0.3,14.0
F,0.7,0.6,0.2,1.8,0.9,0.4,0.4,10.0
M,0.3,0.3,0.1,0.2,0.1,0.0,0.1,7.0
I,0.5,0.4,0.1,0.7,0.3,0.1,0.2,7.0
M,0.6,0.5,0.2,0.9,0.4,0.2,0.3,9.0
F,0.7,0.6,0.2,1.6,0.5,0.3,0.5,18.0
F,0.6,0.5,0.2,1.3,0.5,0.3,0.4,9.0
F,0.6,0.4,0.2,1.0,0.4,0.2,0.3,11.0
F,0.7,0.5,0.2,1.6,0.7,0.4,0.4,10.0
F,0.5,0.4,0.1,0.6,0.2,0.1,0.2,14.0
F,0.5,0.4,0.1,0.8,0.4,0.1,0.3,11.0
F,0.5,0.4,0.1,0.6,0.3,0.1,0.2,9.0
F,0.7,0.5,0.2,1.6,0.7,0.4,0.4,11.0
F,0.6,0.5,0.2,1.1,0.4,0.3,0.3,9.0
F,0.7,0.5,0.2,1.4,0.6,0.3,0.4,11.0
F,0.5,0.4,0.1,0.7,0.3,0.1,0.2,8.0
F,0.5,0.5,0.2,0.8,0.3,0.1,0.3,11.0
F,0.6,0.5,0.2,1.2,0.6,0.3,0.4,11.0
F,0.6,0.5,0.2,1.0,0.4,0.3,0.3,9.0
F,0.6,0.4,0.2,1.2,0.5,0.3,0.3,10.0
F,0.6,0.4,0.1,1.0,0.4,0.2,0.2,10.0
F,0.6,0.5,0.2,1.1,0.5,0.2,0.3,9.0
F,0.6,0.5,0.2,1.0,0.5,0.2,0.2,9.0
F,0.6,0.4,0.1,0.9,0.4,0.2,0.2,6.0
F,0.6,0.5,0.2,1.1,0.4,0.2,0.3,12.0
M,0.6,0.5,0.2,1.1,0.4,0.2,0.4,12.0
F,0.6,0.5,0.2,1.0,0.4,0.2,0.3,9.0
F,0.7,0.5,0.2,1.4,0.6,0.3,0.4,12.0
F,0.6,0.5,0.2,0.9,0.4,0.3,0.3,13.0
F,0.6,0.4,0.2,0.9,0.2,0.3,0.4,18.0
F,0.6,0.5,0.2,1.1,0.6,0.2,0.4,10.0
F,0.5,0.4,0.2,1.1,0.4,0.2,0.4,12.0
M,0.6,0.4,0.2,1.1,0.4,0.3,0.3,12.0
F,0.6,0.5,0.2,0.9,0.4,0.2,0.2,7.0
F,0.7,0.6,0.2,2.0,0.9,0.4,0.4,17.0
F,0.6,0.5,0.2,1.0,0.4,0.2,0.3,10.0
I,0.5,0.4,0.1,0.6,0.2,0.1,0.2,6.0
F,0.6,0.5,0.2,1.2,0.5,0.3,0.3,8.0
F,0.4,0.3,0.1,0.2,0.1,0.1,0.1,5.0
F,0.6,0.4,0.2,1.0,0.4,0.2,0.3,9.0
F,0.6,0.5,0.2,0.9,0.4,0.2,0.3,10.0
F,0.6,0.5,0.2,1.3,0.5,0.3,0.3,9.0
F,0.7,0.6,0.2,2.2,1.1,0.4,0.5,12.0
F,0.6,0.5,0.2,1.1,0.5,0.3,0.3,9.0
