Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
F,0.58,0.38,0.138,0.617,0.2649,0.133,0.211,9.9
F,0.547,0.4,0.131,0.6481,0.2816,0.12,0.166,6.4
F,0.42,0.315,0.1,0.3704,0.1901,0.062,0.084,5.7
F,0.556,0.51,0.14,1.2435,0.4505,0.287,0.33,12.9
F,0.648,0.45,0.165,1.23,0.6774,0.3058,0.31,8.1
F,0.56,0.44,0.15,0.9621,0.4616,0.229,0.25,10.3
F,0.467,0.38,0.14,0.6303,0.3043,0.13,0.178,10.6
F,0.574,0.481,0.15,1.106,0.4746,0.2612,0.245,10.8
F,0.503,0.42,0.136,0.82,0.382,0.156,0.251,9.3
M,0.676,0.5,0.14,1.07,0.4715,0.264,0.273,9.3
F,0.642,0.58,0.2,1.872,0.7116,0.392,0.452,14.1
F,0.594,0.47,0.16,1.1434,0.4538,0.275,0.352,9.8
F,0.601,0.46,0.16,1.2243,0.5077,0.2929,0.33,11.5
F,0.678,0.5,0.19,1.538,0.684,0.3545,0.446,9.9
F,0.58,0.47,0.15,0.887,0.4928,0.2277,0.271,7.5
F,0.614,0.49,0.14,1.1658,0.512,0.2354,0.342,11.0
I,0.5,0.38,0.11,0.2837,0.135,0.057,0.08,6.5
F,0.659,0.49,0.16,1.247,0.5,0.2796,0.376,13.1
F,0.62,0.48,0.15,0.9141,0.4381,0.185,0.297,14.1
F,0.674,0.52,0.2,1.0374,0.5051,0.226,0.347,9.0
F,0.72,0.6,0.19,2.029,1.0,0.3984,0.493,11.0
F,0.678,0.45,0.16,1.1971,0.49,0.225,0.29,5.5
F,0.61,0.532,0.174,1.4112,0.7004,0.2889,0.403,10.6
F,0.568,0.485,0.15,1.097,0.5253,0.2145,0.34,9.5
F,0.57,0.46,0.18,1.0007,0.4576,0.249,0.358,13.0
I,0.487,0.39,0.126,0.7016,0.3564,0.1197,0.197,7.6
F,0.66,0.58,0.2,1.5,0.8385,0.3863,0.436,10.9
F,0.69,0.6,0.18,1.6389,0.7428,0.435,0.47,9.0
F,0.7,0.532,0.186,1.2324,0.509,0.3056,0.334,11.4
F,0.55,0.438,0.15,1.0,0.4416,0.1878,0.23,9.5
I,0.44,0.34,0.13,0.4979,0.2216,0.095,0.13,6.5
F,0.58,0.48,0.17,1.0426,0.4248,0.221,0.312,10.2
F,0.478,0.374,0.127,0.62,0.216,0.1428,0.23,9.1
F,0.589,0.401,0.128,0.9908,0.42,0.1881,0.22,7.0
F,0.554,0.461,0.15,0.97,0.4806,0.265,0.2621,2.8
F,0.7,0.44,0.169,0.9281,0.4924,0.2098,0.28,8.4
F,0.66,0.484,0.19,1.464,0.634,0.2986,0.47,10.7
M,0.68,0.535,0.216,2.171,1.14,0.537,0.492,10.9
F,0.5,0.45,0.165,1.197,0.5079,0.2547,0.313,13.3
F,0.664,0.429,0.16,1.0186,0.4741,0.226,0.273,10.1
F,0.6,0.49,0.16,0.99,0.4732,0.2665,0.22,8.0
F,0.633,0.48,0.166,1.1789,0.4634,0.2564,0.322,12.2
F,0.62,0.45,0.14,1.011,0.45,0.2071,0.22,8.1
M,0.52,0.47,0.134,0.8811,0.4341,0.135,0.204,9.2
F,0.607,0.46,0.18,1.0841,0.5737,0.3155,0.34,11.1
F,0.475,0.41,0.12,0.612,0.233,0.1277,0.17,8.4
F,0.703,0.57,0.158,1.441,0.6008,0.254,0.43,10.6
F,0.58,0.45,0.14,1.2526,0.5306,0.2326,0.3285,9.5
F,0.61,0.48,0.174,1.0952,0.526,0.273,0.35,11.8
F,0.497,0.47,0.146,0.7799,0.338,0.1351,0.22,8.0
I,0.438,0.38,0.11,0.422,0.1685,0.069,0.119,8.2
F,0.497,0.392,0.14,0.6387,0.22,0.1256,0.183,12.7
I,0.57,0.45,0.124,0.771,0.323,0.1807,0.24,9.3
I,0.2,0.163,0.057,0.061,0.0148,0.005,0.01,5.1
F,0.5,0.42,0.144,0.601,0.3065,0.1457,0.182,6.7
F,0.57,0.42,0.14,0.93,0.4259,0.2,0.212,8.3
F,0.49,0.4,0.142,0.556,0.365,0.132,0.17,5.5
F,0.6,0.479,0.16,1.16,0.411,0.233,0.343,11.9
F,0.62,0.47,0.14,1.07,0.4585,0.2726,0.33,8.3
F,0.582,0.46,0.15,1.1347,0.5,0.2,0.299,6.5
F,0.606,0.43,0.14,0.92,0.4508,0.2359,0.259,9.7
F,0.56,0.41,0.185,1.1002,0.4,0.241,0.351,9.2
F,0.678,0.52,0.178,1.87,0.774,0.3137,0.45,10.7
F,0.596,0.445,0.15,0.8895,0.3523,0.188,0.316,8.2
F,0.566,0.52,0.17,1.1609,0.494,0.2879,0.315,11.4
F,0.511,0.43,0.152,0.8728,0.31,0.1566,0.296,15.1
F,0.494,0.4,0.16,0.851,0.4367,0.1806,0.22,6.3
M,0.65,0.54,0.16,1.14,0.4616,0.261,0.32,9.4
F,0.37,0.307,0.08,0.3,0.1196,0.0593,0.08,6.6
I,0.165,0.125,0.05,0.024,0.005,0.0053,0.01,5.1
F,0.741,0.6,0.19,1.491,0.8196,0.3337,0.42,10.5
F,0.5,0.369,0.13,0.735,0.2566,0.16,0.192,10.0
F,0.4,0.299,0.12,0.4,0.1929,0.0706,0.09,5.4
I,0.56,0.415,0.146,0.583,0.25,0.1228,0.16,6.6
I,0.24,0.2,0.05,0.0962,0.05,0.015,0.021,4.3
F,0.526,0.424,0.18,0.989,0.354,0.1536,0.37,9.8
M,0.6,0.505,0.15,1.164,0.4168,0.281,0.367,8.4
F,0.55,0.43,0.15,1.0371,0.4275,0.2613,0.294,9.8
F,0.657,0.43,0.164,1.2144,0.35,0.3015,0.363,13.7
F,0.67,0.489,0.189,1.073,0.3906,0.2658,0.34,14.1
F,0.64,0.5,0.14,0.969,0.4678,0.265,0.2237,6.0
F,0.62,0.45,0.126,0.991,0.44,0.17,0.24,6.5
I,0.546,0.363,0.094,0.5527,0.283,0.1442,0.162,6.4
I,0.41,0.35,0.09,0.2749,0.109,0.0513,0.09,5.5
F,0.61,0.42,0.15,0.9255,0.3951,0.2319,0.262,11.4
F,0.63,0.45,0.188,1.14,0.5522,0.256,0.37,9.1
F,0.61,0.49,0.16,0.931,0.43,0.2077,0.2499,8.7
F,0.599,0.48,0.16,0.8759,0.446,0.189,0.25,9.2
F,0.631,0.542,0.2,1.284,0.68,0.2328,0.34,9.1
F,0.576,0.52,0.15,1.2928,0.7091,0.2917,0.34,11.8
F,0.544,0.449,0.16,0.8304,0.3466,0.18,0.24,10.8
I,0.271,0.217,0.067,0.098,0.0461,0.025,0.0312,6.0
F,0.665,0.45,0.18,1.455,0.6832,0.3003,0.3652,7.3
F,0.584,0.43,0.14,0.755,0.4,0.17,0.22,7.6
F,0.563,0.48,0.16,1.279,0.4417,0.249,0.32,14.5
M,0.46,0.33,0.11,0.4959,0.1859,0.1204,0.12,7.6
F,0.56,0.46,0.135,0.8907,0.3708,0.181,0.2,8.6
F,0.477,0.405,0.14,0.8448,0.2722,0.154,0.3,13.9
F,0.587,0.45,0.15,1.385,0.4382,0.235,0.36,14.5
I,0.45,0.33,0.116,0.4626,0.1751,0.0682,0.1,5.6
I,0.299,0.171,0.05,0.0418,0.013,0.006,0.014,5.0
F,0.68,0.5,0.16,1.442,0.49,0.2853,0.308,9.4
I,0.28,0.22,0.06,0.0991,0.0288,0.014,0.034,6.4
F,0.578,0.43,0.17,0.9119,0.37,0.146,0.26,13.3
F,0.559,0.44,0.127,0.798,0.359,0.1902,0.24,10.3
F,0.74,0.55,0.188,1.2413,0.4323,0.3189,0.4,10.2
F,0.7,0.5,0.186,1.0702,0.446,0.2391,0.333,8.7
I,0.48,0.4,0.136,0.7302,0.2609,0.1254,0.199,5.6
F,0.655,0.56,0.19,1.4069,0.6032,0.2597,0.401,12.7
F,0.55,0.461,0.14,0.9961,0.4537,0.2702,0.2844,7.6
F,0.483,0.36,0.114,0.5985,0.3126,0.1398,0.172,8.7
F,0.56,0.53,0.186,1.2692,0.535,0.3147,0.32,10.4
F,0.64,0.52,0.15,1.3418,0.5124,0.2806,0.336,13.7
F,0.44,0.36,0.11,0.474,0.2417,0.0999,0.125,6.6
F,0.4,0.35,0.125,0.4849,0.2149,0.1153,0.14,5.9
F,0.6,0.53,0.17,1.236,0.437,0.2719,0.37,16.4
F,0.654,0.48,0.15,1.0963,0.4253,0.2121,0.279,10.5
F,0.621,0.56,0.17,1.205,0.435,0.2751,0.338,9.2
M,0.61,0.56,0.203,1.863,0.7261,0.3813,0.45,15.3
F,0.574,0.451,0.144,0.8273,0.348,0.1531,0.223,9.7
F,0.686,0.486,0.161,1.0513,0.3913,0.279,0.333,9.5
F,0.63,0.55,0.166,1.7926,0.6214,0.3558,0.358,9.6
F,0.59,0.43,0.14,1.07,0.4682,0.1822,0.288,8.0
F,0.605,0.49,0.15,0.6969,0.425,0.1698,0.24,7.9
I,0.488,0.4,0.134,0.5564,0.2691,0.1249,0.162,6.7
F,0.654,0.44,0.17,1.11,0.551,0.2765,0.326,9.1
F,0.608,0.52,0.19,1.08,0.3876,0.2615,0.34,13.6
F,0.642,0.45,0.15,1.0522,0.4223,0.223,0.322,9.8
F,0.59,0.43,0.16,0.8589,0.38,0.1877,0.21,9.2
F,0.579,0.46,0.16,1.013,0.4494,0.22,0.268,10.4
F,0.574,0.48,0.18,1.1878,0.5909,0.276,0.377,8.3
F,0.74,0.57,0.203,1.6416,0.723,0.3263,0.4535,8.2
F,0.603,0.52,0.16,1.379,0.5485,0.2755,0.3,10.7
F,0.53,0.456,0.15,1.0,0.3901,0.228,0.368,12.9
F,0.459,0.4,0.14,0.667,0.284,0.1369,0.169,9.5
F,0.636,0.47,0.14,1.0747,0.435,0.2282,0.29,9.5
F,0.595,0.466,0.17,1.1274,0.427,0.2517,0.25,12.0
F,0.57,0.54,0.15,1.099,0.5614,0.2994,0.35,9.7
F,0.53,0.385,0.126,0.527,0.2457,0.103,0.159,9.8
F,0.515,0.405,0.145,0.831,0.4282,0.1972,0.294,10.5
F,0.653,0.539,0.165,1.165,0.4874,0.294,0.42,16.5
F,0.481,0.4,0.144,0.618,0.3127,0.1547,0.186,6.0
F,0.597,0.49,0.14,1.0168,0.4346,0.2332,0.28,9.9
F,0.689,0.51,0.2,1.923,0.7485,0.3261,0.416,13.7
I,0.5,0.37,0.11,0.4,0.1723,0.0862,0.1,5.7
F,0.61,0.49,0.175,1.2947,0.5541,0.2766,0.33,11.0
F,0.43,0.38,0.11,0.5,0.2025,0.1422,0.178,17.0
F,0.52,0.43,0.14,0.9296,0.47,0.2254,0.278,8.8
F,0.624,0.47,0.14,1.06,0.48,0.2006,0.31,9.5
F,0.694,0.559,0.15,1.1861,0.4435,0.292,0.37,15.8
F,0.547,0.41,0.15,1.0968,0.5018,0.258,0.24,7.6
F,0.676,0.5,0.19,1.393,0.602,0.2781,0.419,14.1
F,0.67,0.51,0.17,1.238,0.5188,0.3028,0.3643,8.1
F,0.713,0.5,0.22,1.8119,1.0,0.3487,0.47,9.8
F,0.57,0.42,0.16,1.078,0.5458,0.268,0.226,6.0
F,0.42,0.36,0.11,0.4744,0.1857,0.0893,0.114,10.2
F,0.473,0.4,0.14,0.6774,0.301,0.1406,0.213,9.1
F,0.71,0.55,0.19,1.4991,0.58,0.287,0.447,20.9
F,0.653,0.47,0.181,1.3997,0.5185,0.3091,0.38,12.0
F,0.642,0.5,0.18,1.195,0.601,0.2774,0.373,10.3
F,0.64,0.46,0.17,1.365,0.6721,0.2752,0.47,11.7
F,0.587,0.53,0.15,1.115,0.36,0.2675,0.321,14.1
F,0.653,0.53,0.18,1.5066,0.568,0.3044,0.36,11.1
F,0.68,0.54,0.16,1.4016,0.611,0.2332,0.358,8.4
F,0.555,0.4,0.136,0.522,0.2457,0.1227,0.154,7.6
F,0.607,0.43,0.15,1.024,0.4692,0.2109,0.261,10.9
F,0.65,0.52,0.192,1.2548,0.635,0.2455,0.349,9.7
F,0.463,0.357,0.124,0.56,0.1949,0.1157,0.172,10.2
F,0.517,0.4,0.15,0.8397,0.4205,0.1548,0.222,9.0
F,0.75,0.53,0.2,2.077,0.661,0.418,0.5,11.1
F,0.567,0.45,0.17,0.958,0.357,0.213,0.28,8.7
F,0.564,0.52,0.16,1.1471,0.4525,0.222,0.288,8.4
F,0.584,0.534,0.167,1.353,0.518,0.294,0.338,12.4
F,0.676,0.5,0.188,1.4155,0.629,0.311,0.382,10.8
F,0.51,0.44,0.14,0.8046,0.3508,0.1949,0.234,7.8
F,0.573,0.51,0.146,1.034,0.4142,0.18,0.2226,7.4
F,0.6,0.44,0.16,0.8906,0.4177,0.2806,0.275,9.9
F,0.649,0.51,0.19,1.43,0.635,0.2411,0.328,8.4
F,0.572,0.406,0.14,0.7173,0.352,0.1404,0.23,8.6
F,0.543,0.47,0.16,0.96,0.4047,0.2045,0.286,14.0
F,0.65,0.48,0.16,1.0221,0.4372,0.252,0.286,7.4
F,0.54,0.42,0.13,0.741,0.3027,0.1466,0.24,9.2
F,0.584,0.45,0.16,0.911,0.4346,0.1923,0.275,9.1
F,0.6,0.45,0.14,0.79,0.357,0.256,0.248,10.4
F,0.53,0.407,0.134,0.598,0.2102,0.1168,0.171,14.1
F,0.647,0.44,0.14,1.02,0.4377,0.1782,0.24,8.7
F,0.593,0.5,0.151,0.97,0.4428,0.189,0.291,13.1
F,0.664,0.48,0.18,1.2665,0.588,0.3507,0.37,11.4
F,0.574,0.48,0.17,0.9749,0.5015,0.2367,0.333,11.1
F,0.6,0.5,0.14,0.911,0.4434,0.2209,0.3,10.6
F,0.596,0.48,0.158,1.312,0.4346,0.2474,0.45,21.6
F,0.546,0.468,0.15,0.9342,0.4,0.16,0.24,9.8
F,0.7,0.45,0.14,0.981,0.4519,0.2781,0.254,9.6
F,0.6,0.44,0.15,1.06,0.4735,0.2374,0.335,8.3
F,0.74,0.598,0.2,1.44,0.5726,0.3279,0.48,14.2
F,0.641,0.48,0.168,1.192,0.53,0.237,0.347,8.9
F,0.609,0.5,0.16,0.899,0.4791,0.218,0.276,7.2
F,0.575,0.44,0.14,1.148,0.4323,0.2484,0.319,15.8
F,0.58,0.43,0.146,1.0093,0.4,0.2138,0.278,9.1
F,0.6,0.42,0.16,1.109,0.6315,0.2873,0.3501,10.1
F,0.59,0.5,0.19,1.143,0.42,0.2928,0.3,8.7
I,0.371,0.25,0.097,0.1879,0.0833,0.041,0.09,6.0
I,0.33,0.306,0.1,0.2346,0.087,0.053,0.08,7.2
F,0.511,0.44,0.127,0.8894,0.4334,0.171,0.27,10.7
F,0.68,0.552,0.16,1.6,0.753,0.32,0.467,11.4
F,0.538,0.41,0.15,0.8238,0.411,0.1874,0.25,7.9
F,0.56,0.4,0.143,0.6651,0.2552,0.1594,0.222,10.6
F,0.48,0.37,0.1,0.448,0.1728,0.066,0.1383,6.5
F,0.6,0.48,0.15,1.1075,0.4473,0.2526,0.28,10.2
F,0.657,0.58,0.2,1.62,0.6782,0.3825,0.39,9.1
F,0.519,0.48,0.17,1.0555,0.3807,0.1988,0.36,12.4
F,0.624,0.45,0.15,0.86,0.494,0.225,0.281,10.0
F,0.616,0.45,0.16,1.1635,0.4376,0.2675,0.331,12.4
F,0.541,0.34,0.144,0.5477,0.1927,0.1314,0.185,10.7
F,0.63,0.493,0.15,1.046,0.4327,0.195,0.287,8.4
I,0.61,0.45,0.14,0.8811,0.4654,0.173,0.22,8.5
F,0.65,0.577,0.161,1.8917,0.7566,0.3454,0.49,13.9
F,0.689,0.55,0.19,1.44,0.49,0.4816,0.403,10.8
F,0.51,0.32,0.11,0.4641,0.1999,0.1169,0.1,5.7
F,0.554,0.402,0.17,1.01,0.461,0.212,0.272,8.6
F,0.66,0.57,0.188,1.6529,0.6569,0.3781,0.436,11.6
F,0.582,0.449,0.16,1.0154,0.5143,0.2545,0.32,17.2
F,0.593,0.4,0.135,0.8873,0.4591,0.1549,0.29,8.2
F,0.629,0.46,0.173,1.078,0.4561,0.2954,0.319,9.1
F,0.705,0.497,0.2,1.935,0.63,0.292,0.475,10.4
F,0.529,0.47,0.16,0.978,0.419,0.2393,0.259,8.9
F,0.588,0.434,0.16,0.883,0.3918,0.2074,0.23,8.6
F,0.565,0.4,0.11,0.502,0.2632,0.1337,0.15,9.4
I,0.31,0.236,0.092,0.195,0.0634,0.037,0.043,6.2
F,0.517,0.4,0.133,0.6926,0.255,0.1125,0.29,13.5
F,0.683,0.44,0.2,1.349,0.4391,0.2544,0.52,20.2
F,0.603,0.4,0.139,0.7763,0.38,0.155,0.26,6.4
F,0.59,0.43,0.15,0.8839,0.442,0.157,0.28,6.6
F,0.65,0.51,0.213,1.1827,0.4438,0.2539,0.31,9.8
F,0.61,0.5,0.14,1.3934,0.622,0.3188,0.283,9.0
F,0.599,0.47,0.16,1.33,0.5631,0.284,0.344,10.7
F,0.589,0.442,0.124,0.679,0.2518,0.1619,0.22,7.7
F,0.504,0.391,0.11,0.4145,0.2275,0.1125,0.15,13.1
F,0.68,0.52,0.15,1.41,0.572,0.2519,0.2744,11.3
F,0.623,0.413,0.139,0.8898,0.4196,0.2297,0.23,5.4
F,0.586,0.46,0.16,1.001,0.4699,0.23,0.2428,8.9
I,0.4,0.262,0.087,0.3283,0.188,0.0685,0.077,7.5
F,0.72,0.48,0.173,1.5533,0.6847,0.2758,0.34,10.6
F,0.623,0.499,0.18,1.2857,0.55,0.237,0.33,10.1
M,0.55,0.41,0.139,0.7149,0.337,0.1333,0.187,9.5
F,0.673,0.515,0.15,1.483,0.566,0.2862,0.315,10.2
F,0.555,0.4,0.14,0.8036,0.3604,0.17,0.25,8.1
F,0.605,0.51,0.16,1.0908,0.5501,0.2926,0.313,9.1
F,0.561,0.45,0.15,0.9419,0.364,0.1343,0.24,8.4
F,0.58,0.44,0.15,1.4947,0.479,0.278,0.464,13.3
F,0.72,0.545,0.15,1.7278,0.651,0.315,0.46,8.5
M,0.53,0.46,0.14,0.829,0.4326,0.17,0.279,10.0
F,0.601,0.42,0.16,1.069,0.529,0.2802,0.291,8.1
M,0.46,0.37,0.13,0.538,0.2107,0.0851,0.182,12.4
F,0.598,0.44,0.174,1.18,0.477,0.199,0.37,10.9
F,0.616,0.453,0.14,0.948,0.4078,0.2146,0.27,10.7
F,0.566,0.48,0.15,1.018,0.5832,0.2405,0.274,9.4
F,0.467,0.35,0.12,0.698,0.2606,0.1157,0.1413,5.5
F,0.47,0.35,0.13,0.4777,0.187,0.068,0.191,12.0
F,0.559,0.46,0.15,0.7931,0.376,0.1298,0.25,9.0
F,0.58,0.535,0.14,1.361,0.542,0.3096,0.36,8.4
F,0.628,0.5,0.158,1.244,0.65,0.2897,0.468,16.4
F,0.6,0.41,0.127,0.91,0.3719,0.172,0.22,8.4
F,0.589,0.45,0.15,1.069,0.4284,0.2711,0.27,8.0
F,0.58,0.45,0.161,0.905,0.4227,0.194,0.245,8.8
F,0.48,0.4,0.131,0.7176,0.2533,0.129,0.211,6.2
F,0.578,0.44,0.186,1.14,0.4576,0.3123,0.375,8.3
I,0.46,0.38,0.11,0.551,0.2703,0.0663,0.1112,4.9
F,0.66,0.46,0.18,1.6467,0.8981,0.2699,0.394,8.6
F,0.622,0.49,0.15,1.155,0.5265,0.3155,0.375,12.9
F,0.58,0.46,0.17,0.87,0.4119,0.1919,0.269,7.3
F,0.597,0.47,0.15,0.7669,0.355,0.175,0.2318,9.7
F,0.657,0.56,0.17,1.37,0.583,0.2523,0.346,9.6
I,0.458,0.37,0.11,0.4692,0.2529,0.0993,0.122,5.8
F,0.79,0.547,0.2,1.863,0.9107,0.44,0.48,11.6
F,0.596,0.52,0.15,1.114,0.4803,0.263,0.377,10.0
I,0.35,0.24,0.075,0.197,0.075,0.0324,0.053,6.6
M,0.49,0.437,0.145,0.8081,0.3096,0.1468,0.256,14.1
F,0.566,0.5,0.15,1.1339,0.4342,0.29,0.32,8.6
F,0.62,0.47,0.151,0.7849,0.4155,0.2791,0.243,9.7
F,0.72,0.53,0.2,1.565,0.7643,0.3531,0.4343,8.2
F,0.649,0.5,0.162,1.0979,0.4,0.2541,0.37,9.9
F,0.56,0.44,0.14,1.0641,0.481,0.2442,0.308,8.2
F,0.584,0.51,0.15,0.9619,0.4182,0.231,0.279,9.3
F,0.59,0.45,0.172,1.1283,0.4037,0.228,0.302,10.9
M,0.299,0.223,0.074,0.15,0.045,0.046,0.032,4.4
F,0.581,0.432,0.16,1.102,0.517,0.2415,0.308,9.5
F,0.75,0.536,0.23,2.175,1.2986,0.403,0.513,10.1
F,0.655,0.53,0.16,1.343,0.59,0.2506,0.34,10.0
F,0.63,0.496,0.168,1.43,0.65,0.3492,0.345,11.4
F,0.715,0.564,0.165,1.2608,0.48,0.2692,0.33,7.3
F,0.6,0.44,0.17,1.1286,0.502,0.2199,0.314,10.3
F,0.632,0.46,0.17,1.16,0.3848,0.224,0.365,11.3
F,0.67,0.545,0.14,1.4055,0.6881,0.2751,0.329,11.5
F,0.65,0.55,0.2,1.6552,0.6462,0.3542,0.46,12.2
M,0.603,0.49,0.15,1.317,0.4895,0.245,0.33,15.2
I,0.45,0.35,0.13,0.416,0.1707,0.0909,0.104,5.7
F,0.668,0.51,0.16,1.3037,0.481,0.2558,0.37,12.9
F,0.51,0.42,0.15,0.848,0.45,0.17,0.23,6.5
F,0.577,0.51,0.16,1.031,0.4367,0.2426,0.31,12.0
F,0.4,0.38,0.1,0.441,0.1742,0.1011,0.1,5.8
F,0.595,0.56,0.18,1.471,0.585,0.369,0.456,8.5
F,0.616,0.437,0.15,1.11,0.4258,0.2355,0.313,8.2
F,0.578,0.46,0.15,0.82,0.348,0.1476,0.22,11.4
F,0.572,0.42,0.14,0.986,0.4019,0.2332,0.253,9.3
F,0.529,0.394,0.15,0.806,0.325,0.1284,0.19,9.1
F,0.624,0.47,0.184,1.4642,0.5798,0.3107,0.337,10.9
F,0.6,0.49,0.16,1.1,0.3498,0.2403,0.37,13.7
F,0.593,0.53,0.16,1.3534,0.524,0.2695,0.46,11.4
F,0.498,0.4,0.131,0.7297,0.4533,0.1235,0.218,5.0
F,0.6,0.48,0.19,1.08,0.4686,0.279,0.329,11.0
F,0.64,0.48,0.202,1.339,0.544,0.2977,0.314,11.4
F,0.755,0.548,0.2,1.6837,0.8708,0.3977,0.48,10.9
M,0.52,0.43,0.15,0.866,0.4291,0.206,0.304,8.9
F,0.56,0.5,0.138,0.8583,0.4926,0.195,0.28,9.4
M,0.57,0.4,0.14,0.9203,0.4685,0.2259,0.2433,9.8
F,0.6,0.53,0.16,1.004,0.508,0.2674,0.248,8.7
F,0.67,0.47,0.16,1.2258,0.67,0.295,0.276,7.3
F,0.531,0.39,0.138,0.6646,0.241,0.1202,0.159,7.0
F,0.518,0.46,0.16,0.9679,0.4939,0.166,0.208,9.1
F,0.553,0.484,0.183,1.0299,0.3897,0.248,0.385,14.9
I,0.324,0.263,0.069,0.1323,0.0556,0.026,0.038,4.2
F,0.57,0.53,0.19,1.4835,0.5443,0.2741,0.36,12.1
F,0.64,0.48,0.15,1.2534,0.528,0.2766,0.31,10.9
F,0.68,0.47,0.176,1.3235,0.583,0.287,0.53,10.3
F,0.584,0.47,0.15,1.1284,0.4315,0.244,0.37,11.8
F,0.64,0.6,0.2,1.884,0.6333,0.3598,0.45,16.7
F,0.59,0.43,0.172,1.01,0.4334,0.2416,0.333,13.9
I,0.29,0.251,0.072,0.1241,0.051,0.0247,0.033,6.0
F,0.631,0.5,0.16,1.2134,0.57,0.2447,0.307,11.8
F,0.604,0.476,0.178,0.9589,0.2699,0.2442,0.273,13.9
F,0.69,0.51,0.2,1.8321,0.89,0.3882,0.401,9.7
M,0.377,0.266,0.069,0.17,0.0811,0.0363,0.053,7.0
I,0.546,0.427,0.14,0.672,0.272,0.1388,0.173,7.1
M,0.54,0.43,0.15,0.86,0.4,0.173,0.28,8.4
F,0.62,0.52,0.2,1.66,0.4792,0.2732,0.52,19.4
F,0.594,0.56,0.18,1.217,0.514,0.2476,0.377,9.3
F,0.5,0.42,0.17,1.0338,0.403,0.2099,0.256,11.3
F,0.62,0.573,0.182,1.512,0.659,0.3477,0.469,9.2
F,0.55,0.394,0.133,0.604,0.2415,0.13,0.2,14.3
F,0.498,0.42,0.14,0.8658,0.379,0.142,0.259,10.2
F,0.487,0.4,0.129,0.662,0.2776,0.153,0.168,8.2
F,0.71,0.519,0.168,1.7124,0.6411,0.3609,0.456,11.1
F,0.565,0.49,0.16,0.9905,0.4565,0.2455,0.31,8.8
F,0.696,0.52,0.18,1.2467,0.583,0.3117,0.471,11.2
F,0.493,0.4,0.143,0.7117,0.2868,0.136,0.221,7.3
F,0.503,0.424,0.17,0.8271,0.2596,0.1375,0.291,10.8
F,0.66,0.5,0.188,1.2267,0.517,0.256,0.39,10.3
F,0.6,0.498,0.19,0.9103,0.435,0.256,0.239,9.9
F,0.651,0.423,0.173,1.1837,0.5183,0.2647,0.318,10.1
F,0.602,0.45,0.13,0.8881,0.4136,0.202,0.23,10.4
F,0.66,0.47,0.18,1.17,0.498,0.247,0.3,8.7
F,0.55,0.48,0.15,0.917,0.5028,0.2033,0.23,8.3
F,0.519,0.403,0.138,0.9048,0.3744,0.194,0.246,6.6
