Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
F,0.552,0.41,0.12,1.0793,0.463,0.2368,0.384,10.9
I,0.57,0.42,0.11,0.2571,0.151,0.052,0.08,7.1
F,0.711,0.5,0.16,1.24,0.5,0.3037,0.423,13.2
F,0.7,0.54,0.13,0.8476,0.478,0.166,0.3,15.8
F,0.748,0.56,0.22,0.9684,0.5135,0.195,0.336,8.9
F,0.74,0.69,0.21,2.121,1.0,0.3906,0.541,10.9
F,0.757,0.43,0.16,1.3509,0.41,0.235,0.29,4.9
F,0.52,0.572,0.172,1.4541,0.7633,0.2834,0.399,11.5
F,0.513,0.471,0.14,0.945,0.4455,0.1994,0.34,8.7
F,0.49,0.46,0.188,0.8615,0.5073,0.253,0.393,14.4
I,0.461,0.4,0.128,0.7887,0.4043,0.1141,0.216,8.4
F,0.637,0.64,0.2,1.4,0.7845,0.4324,0.424,12.2
F,0.64,0.68,0.18,1.4205,0.6743,0.486,0.45,9.1
F,0.77,0.573,0.202,1.2683,0.547,0.3059,0.334,12.0
F,0.53,0.427,0.15,1.036,0.4071,0.1778,0.24,10.3
I,0.41,0.34,0.11,0.5194,0.2442,0.102,0.12,5.7
F,0.587,0.51,0.18,0.9663,0.3699,0.187,0.338,10.5
F,0.423,0.343,0.115,0.52,0.189,0.1417,0.23,7.7
F,0.639,0.35,0.119,1.1173,0.47,0.1786,0.21,7.0
F,0.476,0.44,0.13,0.89,0.5049,0.295,0.2286,2.5
F,0.7,0.41,0.16,0.9754,0.5404,0.1758,0.256,7.6
F,0.72,0.454,0.2,1.551,0.599,0.3033,0.528,10.3
M,0.61,0.49,0.217,2.241,1.198,0.574,0.462,10.6
F,0.5,0.38,0.149,1.1272,0.522,0.2536,0.28,13.8
F,0.724,0.36,0.18,0.9453,0.4885,0.195,0.27,8.7
F,0.7,0.56,0.18,1.02,0.4982,0.301,0.21,8.0
F,0.674,0.47,0.184,1.2996,0.4737,0.2578,0.272,10.9
F,0.67,0.43,0.13,1.135,0.4403,0.2141,0.21,8.3
M,0.45,0.49,0.132,0.768,0.4036,0.1237,0.206,9.6
F,0.581,0.42,0.2,0.9635,0.6176,0.3139,0.35,11.3
F,0.416,0.47,0.12,0.687,0.2128,0.1249,0.162,9.0
F,0.774,0.62,0.134,1.539,0.6341,0.219,0.424,10.1
F,0.61,0.39,0.12,1.3863,0.4858,0.2028,0.3704,10.2
F,0.58,0.47,0.172,0.9914,0.545,0.299,0.34,11.6
F,0.426,0.52,0.163,0.8001,0.362,0.124,0.2,7.9
I,0.412,0.43,0.11,0.447,0.1534,0.0623,0.109,8.6
F,0.47,0.389,0.14,0.672,0.19,0.1258,0.181,10.6
I,0.608,0.46,0.108,0.749,0.285,0.1945,0.26,9.7
I,0.2,0.146,0.059,0.051,0.0153,0.0043,0.01,5.3
F,0.6,0.47,0.157,0.616,0.3366,0.149,0.193,6.3
F,0.56,0.38,0.13,0.857,0.3619,0.1753,0.1784,7.1
F,0.43,0.5,0.154,0.548,0.39,0.1118,0.16,4.8
F,0.7,0.5,0.18,1.3,0.3908,0.199,0.37,13.3
F,0.67,0.48,0.13,1.03,0.4556,0.2982,0.31,8.8
F,0.593,0.46,0.15,1.243,0.5592,0.1751,0.304,5.7
F,0.653,0.394,0.13,0.83,0.4273,0.2005,0.234,9.3
F,0.56,0.37,0.201,1.1552,0.4,0.236,0.376,9.4
F,0.683,0.47,0.182,2.114,0.649,0.344,0.38,11.7
F,0.583,0.401,0.16,0.7741,0.3041,0.174,0.347,6.9
F,0.477,0.56,0.18,0.971,0.456,0.2811,0.284,10.4
F,0.446,0.41,0.147,0.8551,0.26,0.1328,0.326,16.7
F,0.417,0.34,0.18,0.737,0.4535,0.1779,0.21,5.3
M,0.67,0.6,0.16,1.23,0.4513,0.267,0.34,8.5
F,0.34,0.34,0.07,0.34,0.1214,0.0606,0.07,7.4
I,0.166,0.14,0.05,0.023,0.004,0.005,0.01,5.3
F,0.825,0.69,0.21,1.378,0.7673,0.3145,0.37,9.7
F,0.46,0.331,0.123,0.721,0.2689,0.14,0.172,8.6
F,0.4,0.289,0.13,0.426,0.2176,0.0677,0.09,4.6
I,0.6,0.446,0.162,0.487,0.22,0.1068,0.138,6.1
I,0.22,0.21,0.04,0.0987,0.055,0.016,0.019,4.8
F,0.453,0.376,0.2,1.022,0.362,0.1733,0.42,9.6
M,0.56,0.55,0.13,1.211,0.4247,0.317,0.415,8.9
F,0.49,0.4,0.14,0.9525,0.4276,0.2879,0.282,10.9
F,0.735,0.4,0.147,1.2891,0.3,0.3104,0.406,13.4
F,0.73,0.494,0.209,0.9298,0.3382,0.2812,0.35,12.7
F,0.66,0.51,0.15,0.876,0.4816,0.247,0.2075,6.1
F,0.69,0.46,0.112,1.095,0.4184,0.177,0.25,7.2
I,0.593,0.314,0.092,0.5905,0.315,0.1423,0.169,6.9
I,0.37,0.39,0.1,0.2305,0.106,0.051,0.1,4.7
F,0.68,0.39,0.13,0.8519,0.3496,0.2489,0.243,12.1
F,0.64,0.4,0.208,1.04,0.5863,0.239,0.39,9.3
F,0.66,0.543,0.17,0.864,0.4,0.1959,0.213,9.6
F,0.665,0.54,0.16,0.8061,0.45,0.211,0.219,8.1
F,0.595,0.596,0.2,1.099,0.71,0.1988,0.29,9.2
F,0.503,0.57,0.14,1.2767,0.7879,0.2904,0.39,13.1
F,0.497,0.469,0.19,0.8858,0.3753,0.2,0.26,10.5
I,0.265,0.22,0.07,0.101,0.0484,0.0259,0.0337,5.9
F,0.724,0.39,0.187,1.528,0.7187,0.3044,0.3663,6.3
F,0.643,0.42,0.12,0.651,0.5,0.157,0.21,7.1
F,0.471,0.46,0.18,1.438,0.4135,0.237,0.28,13.7
M,0.46,0.31,0.11,0.5431,0.155,0.1323,0.112,8.6
F,0.55,0.49,0.121,0.9676,0.3442,0.184,0.2,8.0
F,0.435,0.404,0.12,0.9216,0.2478,0.1546,0.3,13.7
F,0.514,0.39,0.15,1.551,0.4588,0.2043,0.37,15.2
I,0.42,0.3,0.117,0.4686,0.1819,0.0572,0.1,5.0
I,0.336,0.18,0.06,0.0378,0.014,0.0068,0.011,5.0
F,0.643,0.43,0.18,1.491,0.41,0.2745,0.268,10.1
I,0.28,0.25,0.051,0.106,0.0306,0.015,0.033,7.1
F,0.611,0.43,0.18,0.9741,0.35,0.126,0.29,13.8
F,0.536,0.44,0.114,0.804,0.377,0.2003,0.25,10.8
F,0.84,0.56,0.206,1.0654,0.4396,0.357,0.5,8.9
F,0.7,0.55,0.203,1.0277,0.4243,0.2444,0.329,9.8
I,0.442,0.4,0.138,0.8152,0.2301,0.1102,0.191,4.9
F,0.654,0.59,0.2,1.4419,0.5234,0.2659,0.35,13.6
F,0.51,0.47,0.14,1.0074,0.496,0.2907,0.3142,7.1
F,0.451,0.34,0.113,0.555,0.3489,0.1358,0.186,9.7
F,0.48,0.58,0.203,1.2178,0.558,0.3481,0.286,11.1
F,0.66,0.56,0.15,1.4893,0.4462,0.2928,0.337,14.6
F,0.44,0.38,0.1,0.497,0.2344,0.111,0.124,6.0
F,0.34,0.39,0.125,0.5244,0.229,0.1194,0.15,5.8
F,0.5,0.58,0.19,1.219,0.472,0.2394,0.42,16.9
F,0.729,0.51,0.15,1.1381,0.3726,0.1995,0.286,11.3
F,0.57,0.613,0.15,1.109,0.362,0.2489,0.342,8.0
M,0.54,0.59,0.216,1.9733,0.7704,0.4246,0.38,17.2
F,0.572,0.474,0.157,0.8091,0.332,0.1644,0.191,10.8
F,0.777,0.503,0.14,1.0329,0.361,0.2933,0.3,8.9
F,0.57,0.59,0.152,1.8706,0.5208,0.3336,0.303,10.5
F,0.62,0.38,0.12,1.199,0.4739,0.1638,0.308,8.1
F,0.65,0.542,0.14,0.5971,0.467,0.1822,0.26,7.8
I,0.447,0.5,0.132,0.6073,0.3029,0.1239,0.143,6.4
F,0.696,0.37,0.18,1.04,0.562,0.2524,0.356,9.4
F,0.584,0.57,0.19,1.06,0.3893,0.2704,0.3,14.5
F,0.666,0.4,0.16,0.8854,0.365,0.189,0.302,9.6
F,0.61,0.4,0.15,0.8055,0.39,0.1776,0.19,9.6
F,0.585,0.49,0.18,1.013,0.4329,0.218,0.257,11.0
F,0.497,0.428,0.18,1.0142,0.6095,0.245,0.347,8.8
F,0.81,0.63,0.229,1.6372,0.6984,0.3696,0.452,7.0
F,0.569,0.57,0.17,1.5418,0.5034,0.25,0.3,11.8
F,0.48,0.457,0.13,0.87,0.3385,0.201,0.417,12.7
F,0.389,0.3,0.147,0.7173,0.268,0.1239,0.144,8.8
F,0.653,0.44,0.14,1.0451,0.378,0.2456,0.25,8.7
F,0.626,0.482,0.17,1.1783,0.3828,0.246,0.214,11.9
F,0.48,0.61,0.13,1.016,0.6361,0.3052,0.36,10.7
F,0.53,0.4,0.113,0.469,0.2416,0.087,0.136,9.4
F,0.47,0.374,0.159,0.7402,0.4323,0.1669,0.321,11.2
F,0.681,0.56,0.151,1.0,0.5382,0.289,0.42,14.4
F,0.431,0.4,0.158,0.555,0.355,0.1685,0.187,5.9
F,0.63,0.52,0.13,1.0653,0.4452,0.2582,0.286,11.2
F,0.665,0.44,0.2,2.128,0.8146,0.282,0.372,14.8
I,0.56,0.4,0.12,0.44,0.1631,0.0871,0.1,5.1
F,0.54,0.5,0.176,1.3641,0.5205,0.3083,0.31,11.0
F,0.41,0.43,0.1,0.4,0.1965,0.1374,0.183,15.6
F,0.45,0.41,0.13,0.8682,0.49,0.2464,0.252,8.6
F,0.697,0.49,0.11,0.997,0.5,0.1768,0.27,10.3
F,0.767,0.626,0.14,1.0924,0.418,0.328,0.42,17.0
F,0.505,0.357,0.16,1.1017,0.4422,0.277,0.21,6.9
F,0.707,0.6,0.213,1.408,0.625,0.3119,0.455,15.7
F,0.73,0.54,0.19,1.183,0.4563,0.3183,0.3941,8.4
F,0.724,0.43,0.24,1.73,1.024,0.334,0.44,9.4
F,0.58,0.4,0.17,1.178,0.5763,0.3,0.2,6.0
F,0.38,0.39,0.12,0.5134,0.1964,0.083,0.101,10.5
F,0.41,0.3,0.13,0.6368,0.3228,0.1333,0.225,9.3
F,0.79,0.56,0.22,1.6709,0.64,0.304,0.466,20.9
F,0.726,0.45,0.19,1.5741,0.5185,0.3324,0.41,12.0
F,0.667,0.52,0.19,1.131,0.641,0.3104,0.418,9.2
F,0.61,0.39,0.14,1.304,0.6956,0.2493,0.49,12.7
F,0.559,0.58,0.15,1.117,0.32,0.2901,0.286,14.3
F,0.696,0.59,0.18,1.6899,0.4787,0.3251,0.33,9.8
F,0.76,0.6,0.18,1.5488,0.569,0.1998,0.392,9.1
F,0.615,0.43,0.138,0.454,0.2414,0.1184,0.139,8.5
F,0.655,0.37,0.14,0.99,0.4853,0.1965,0.224,12.2
F,0.67,0.55,0.217,1.2746,0.697,0.2305,0.369,9.3
F,0.4,0.301,0.109,0.56,0.176,0.131,0.166,9.0
F,0.461,0.33,0.14,0.7576,0.3694,0.1612,0.248,9.1
F,0.83,0.5,0.2,2.286,0.745,0.445,0.53,9.7
F,0.585,0.45,0.18,1.007,0.311,0.2409,0.25,9.7
F,0.472,0.56,0.18,1.256,0.4496,0.214,0.323,7.6
F,0.508,0.562,0.156,1.488,0.531,0.319,0.312,11.4
F,0.709,0.5,0.206,1.516,0.637,0.305,0.363,10.5
F,0.43,0.41,0.13,0.7897,0.3033,0.215,0.227,7.5
F,0.511,0.57,0.163,1.068,0.3538,0.16,0.1896,8.0
F,0.6,0.43,0.17,0.7932,0.364,0.3151,0.275,9.8
F,0.685,0.502,0.21,1.5,0.651,0.2196,0.288,7.5
F,0.597,0.362,0.11,0.6436,0.357,0.1329,0.22,8.0
F,0.496,0.5,0.18,1.01,0.3706,0.2194,0.273,14.1
F,0.69,0.5,0.17,0.9344,0.4548,0.243,0.308,6.6
F,0.5,0.38,0.122,0.649,0.33,0.1513,0.26,9.5
F,0.552,0.39,0.17,0.813,0.3688,0.1891,0.244,9.3
F,0.64,0.47,0.13,0.66,0.357,0.274,0.238,11.1
F,0.554,0.426,0.148,0.636,0.2217,0.1067,0.164,15.8
F,0.711,0.41,0.12,1.08,0.4035,0.1523,0.21,9.6
F,0.62,0.56,0.16,0.974,0.4162,0.177,0.316,14.7
F,0.677,0.43,0.18,1.1285,0.608,0.348,0.4,10.5
F,0.498,0.47,0.14,0.8421,0.5569,0.2114,0.3,9.8
F,0.6,0.56,0.13,0.766,0.4822,0.211,0.29,9.9
F,0.552,0.47,0.132,1.171,0.4453,0.2399,0.39,24.0
F,0.501,0.487,0.15,1.0358,0.4,0.136,0.24,11.1
F,0.7,0.44,0.14,0.901,0.4331,0.2849,0.223,10.6
F,0.6,0.41,0.16,1.01,0.493,0.2629,0.379,7.2
F,0.83,0.677,0.2,1.25,0.5668,0.2911,0.51,15.9
F,0.666,0.47,0.157,1.087,0.477,0.2439,0.336,8.7
F,0.66,0.55,0.17,0.905,0.507,0.228,0.283,6.0
F,0.576,0.4,0.12,1.185,0.4396,0.2423,0.356,15.5
F,0.59,0.39,0.162,0.9281,0.383,0.2262,0.282,7.7
F,0.6,0.35,0.18,0.948,0.7035,0.2794,0.3135,10.2
F,0.53,0.53,0.2,1.1048,0.35,0.2932,0.29,8.3
I,0.394,0.24,0.099,0.1721,0.0785,0.034,0.09,5.9
I,0.31,0.337,0.11,0.2137,0.075,0.056,0.09,7.4
F,0.431,0.43,0.114,1.0018,0.4663,0.179,0.28,11.8
F,0.71,0.623,0.138,1.65,0.797,0.2711,0.515,11.9
F,0.482,0.37,0.14,0.8377,0.389,0.1798,0.28,7.7
F,0.628,0.5,0.155,0.648,0.2682,0.1803,0.248,11.6
F,0.54,0.4,0.08,0.4384,0.1673,0.064,0.12,7.2
F,0.7,0.52,0.16,1.121,0.48,0.2527,0.29,8.9
F,0.631,0.63,0.22,1.71,0.6688,0.426,0.41,9.1
F,0.436,0.52,0.19,1.117,0.3705,0.2112,0.38,11.6
F,0.698,0.47,0.15,0.77,0.5533,0.23,0.29,8.5
F,0.603,0.4,0.137,1.1636,0.4031,0.2901,0.296,13.0
F,0.61,0.29,0.157,0.533,0.1689,0.1448,0.201,11.8
F,0.71,0.551,0.16,1.154,0.4435,0.193,0.305,7.5
I,0.67,0.47,0.12,0.9149,0.5253,0.172,0.19,9.2
F,0.61,0.626,0.139,1.91,0.7281,0.3334,0.48,15.3
F,0.664,0.54,0.22,1.26,0.42,0.5433,0.361,12.1
F,0.56,0.28,0.12,0.4785,0.1899,0.1236,0.1,5.3
F,0.522,0.353,0.19,0.88,0.4619,0.183,0.228,9.6
F,0.59,0.6,0.208,1.5694,0.5854,0.4165,0.423,10.9
F,0.591,0.439,0.17,0.8982,0.5379,0.253,0.33,17.4
F,0.664,0.3,0.136,0.9366,0.5214,0.133,0.3,7.0
F,0.664,0.46,0.169,0.977,0.4494,0.2998,0.334,7.7
F,0.719,0.426,0.2,1.871,0.6,0.285,0.52,11.1
F,0.459,0.48,0.15,1.085,0.4063,0.2645,0.236,8.8
F,0.608,0.402,0.17,0.799,0.3428,0.1879,0.2,7.9
F,0.641,0.5,0.12,0.503,0.2914,0.146,0.16,8.5
I,0.27,0.222,0.102,0.19,0.0618,0.038,0.038,6.5
F,0.52,0.4,0.131,0.5818,0.246,0.096,0.328,11.3
F,0.755,0.37,0.2,1.46,0.4595,0.2874,0.57,21.9
F,0.644,0.35,0.144,0.6665,0.37,0.156,0.26,5.5
F,0.63,0.42,0.16,0.8771,0.461,0.147,0.316,5.9
F,0.688,0.5,0.226,1.204,0.3798,0.2516,0.27,9.4
F,0.59,0.51,0.13,1.4457,0.677,0.3507,0.266,8.9
F,0.56,0.44,0.16,1.4,0.6315,0.2667,0.358,10.2
F,0.641,0.466,0.108,0.626,0.2627,0.146,0.21,7.3
F,0.549,0.431,0.1,0.3469,0.2559,0.099,0.17,14.8
F,0.75,0.56,0.15,1.5,0.508,0.236,0.2352,11.8
F,0.694,0.35,0.145,0.8993,0.4167,0.248,0.24,4.6
F,0.588,0.46,0.18,1.096,0.4839,0.228,0.2493,8.7
I,0.4,0.229,0.089,0.3581,0.193,0.0626,0.081,8.3
F,0.78,0.44,0.185,1.703,0.6641,0.2462,0.32,9.9
F,0.65,0.566,0.18,1.2799,0.52,0.225,0.32,8.8
M,0.58,0.36,0.144,0.678,0.296,0.1494,0.205,10.2
F,0.729,0.515,0.13,1.605,0.5472,0.2723,0.284,10.5
F,0.615,0.4,0.13,0.7917,0.3213,0.193,0.27,8.3
F,0.574,0.54,0.154,0.9802,0.5871,0.2913,0.319,7.8
F,0.539,0.45,0.15,1.0356,0.3302,0.1205,0.26,7.4
F,0.5,0.37,0.12,1.6541,0.409,0.308,0.493,13.8
F,0.74,0.516,0.13,1.7102,0.661,0.3112,0.42,7.7
M,0.45,0.46,0.13,0.714,0.4447,0.18,0.284,10.0
F,0.595,0.37,0.19,1.0322,0.583,0.3173,0.321,8.2
M,0.47,0.35,0.124,0.584,0.2155,0.0725,0.179,11.6
F,0.558,0.372,0.173,1.31,0.454,0.172,0.42,12.2
F,0.632,0.391,0.13,0.859,0.4428,0.2282,0.26,11.7
F,0.478,0.46,0.16,0.8732,0.5902,0.2241,0.242,10.0
F,0.396,0.31,0.111,0.771,0.2247,0.104,0.1365,4.7
F,0.51,0.36,0.12,0.4615,0.191,0.058,0.215,10.4
F,0.535,0.48,0.15,0.8029,0.419,0.1092,0.24,9.0
F,0.51,0.581,0.11,1.5358,0.524,0.3338,0.397,7.5
F,0.632,0.4,0.132,1.067,0.61,0.2554,0.518,18.6
F,0.65,0.37,0.116,0.95,0.3291,0.17,0.21,7.5
F,0.536,0.39,0.12,0.9197,0.3802,0.2796,0.234,7.9
F,0.61,0.47,0.141,0.87,0.4141,0.19,0.2608,8.4
F,0.41,0.4,0.124,0.7793,0.2604,0.1088,0.198,6.4
F,0.493,0.38,0.201,1.12,0.3948,0.3374,0.405,7.3
I,0.47,0.43,0.11,0.626,0.3031,0.0555,0.1093,4.8
F,0.668,0.4,0.18,1.6756,0.9635,0.2901,0.392,8.0
F,0.647,0.5,0.14,1.091,0.5399,0.35,0.404,14.3
F,0.618,0.49,0.19,0.79,0.45,0.188,0.259,6.2
F,0.675,0.52,0.14,0.7314,0.3062,0.177,0.2278,10.9
F,0.66,0.6,0.14,1.316,0.579,0.2506,0.333,10.5
I,0.433,0.4,0.12,0.4028,0.2625,0.0959,0.117,5.4
F,0.86,0.52,0.2,1.788,0.9949,0.487,0.49,12.6
F,0.553,0.57,0.14,1.102,0.5189,0.292,0.41,8.4
I,0.34,0.21,0.075,0.21,0.0697,0.0307,0.051,7.4
M,0.42,0.485,0.16,0.8449,0.3472,0.1518,0.258,14.2
F,0.477,0.507,0.15,1.2021,0.3813,0.324,0.335,8.1
F,0.7,0.51,0.16,0.6565,0.459,0.3145,0.226,9.3
F,0.788,0.53,0.2,1.425,0.863,0.3541,0.4039,7.0
F,0.686,0.53,0.143,1.1495,0.3,0.2504,0.41,11.2
F,0.54,0.45,0.13,1.059,0.5116,0.2272,0.328,6.9
F,0.523,0.55,0.14,0.8035,0.3547,0.261,0.286,9.7
F,0.52,0.39,0.168,1.2254,0.392,0.202,0.315,10.7
M,0.276,0.191,0.072,0.16,0.045,0.047,0.027,4.9
F,0.589,0.397,0.18,1.117,0.53,0.225,0.319,8.7
F,0.8,0.477,0.24,1.865,1.4549,0.375,0.514,10.2
F,0.686,0.58,0.17,1.445,0.62,0.2434,0.35,9.9
F,0.59,0.451,0.158,1.465,0.64,0.3967,0.33,12.1
F,0.804,0.638,0.18,1.3618,0.52,0.2297,0.28,6.3
F,0.64,0.42,0.2,1.2098,0.5642,0.225,0.284,9.3
F,0.642,0.41,0.19,1.26,0.3238,0.193,0.41,10.3
F,0.692,0.59,0.12,1.4131,0.7789,0.2445,0.32,12.3
F,0.63,0.57,0.208,1.4628,0.5587,0.3477,0.45,11.0
M,0.555,0.49,0.12,1.382,0.5329,0.245,0.28,15.6
I,0.43,0.36,0.12,0.43,0.1589,0.084,0.088,5.1
F,0.717,0.54,0.136,1.3941,0.424,0.2411,0.394,14.2
F,0.43,0.38,0.16,0.758,0.45,0.15,0.23,7.3
F,0.505,0.57,0.16,0.931,0.4551,0.2277,0.31,12.1
F,0.34,0.43,0.09,0.489,0.1679,0.1141,0.092,5.6
F,0.505,0.58,0.17,1.576,0.499,0.414,0.488,7.8
F,0.677,0.395,0.15,1.24,0.4383,0.2234,0.279,7.0
F,0.612,0.48,0.14,0.88,0.387,0.1507,0.19,10.6
F,0.568,0.36,0.12,1.014,0.3875,0.2596,0.25,9.7
F,0.459,0.333,0.14,0.842,0.296,0.1073,0.1773,9.2
F,0.622,0.43,0.197,1.6228,0.5697,0.3379,0.31,12.2
F,0.6,0.48,0.137,1.12,0.2977,0.2699,0.39,13.3
F,0.531,0.58,0.138,1.4058,0.571,0.2335,0.48,12.1
F,0.488,0.4,0.125,0.6489,0.4949,0.1101,0.238,5.0
F,0.6,0.52,0.214,1.08,0.4808,0.3144,0.321,11.1
F,0.67,0.47,0.211,1.4224,0.5193,0.301,0.27,10.6
F,0.785,0.521,0.2,1.5624,0.9446,0.3335,0.446,10.8
M,0.44,0.41,0.14,0.784,0.4361,0.1903,0.343,8.9
F,0.53,0.57,0.141,0.8085,0.5379,0.192,0.288,9.9
M,0.6,0.34,0.12,0.8451,0.4865,0.2385,0.258,11.0
F,0.6,0.58,0.17,0.913,0.549,0.2853,0.207,8.2
F,0.74,0.48,0.18,1.1977,0.689,0.334,0.278,6.2
F,0.556,0.383,0.143,0.7398,0.234,0.1122,0.135,7.0
F,0.461,0.49,0.18,0.9699,0.5561,0.168,0.212,9.2
F,0.475,0.482,0.195,0.9271,0.3944,0.25,0.43,13.3
I,0.337,0.291,0.061,0.1139,0.0574,0.026,0.043,4.5
F,0.48,0.59,0.22,1.5675,0.4959,0.2449,0.37,13.7
F,0.66,0.47,0.13,1.2083,0.547,0.3128,0.3,12.2
F,0.763,0.44,0.178,1.4436,0.596,0.315,0.6,9.3
F,0.597,0.48,0.13,1.1807,0.3879,0.244,0.39,13.1
F,0.618,0.66,0.2,2.043,0.5416,0.3707,0.38,17.6
F,0.61,0.39,0.168,0.94,0.4467,0.2207,0.329,13.7
I,0.28,0.26,0.067,0.131,0.054,0.025,0.03,6.1
F,0.639,0.52,0.16,1.1233,0.58,0.2585,0.304,12.9
F,0.678,0.508,0.182,1.075,0.2465,0.2453,0.269,13.9
F,0.67,0.45,0.2,1.9051,0.93,0.4402,0.411,9.4
M,0.425,0.283,0.061,0.16,0.0699,0.0375,0.051,7.0
I,0.607,0.476,0.14,0.6233,0.267,0.1333,0.154,7.3
M,0.488,0.39,0.15,0.78,0.357,0.186,0.28,7.6
F,0.53,0.48,0.2,1.754,0.4308,0.2443,0.57,21.6
F,0.516,0.63,0.188,1.1081,0.4652,0.2389,0.395,9.8
F,0.5,0.38,0.19,1.0628,0.389,0.1999,0.244,11.7
F,0.538,0.63,0.192,1.4,0.562,0.3405,0.525,8.0
F,0.58,0.393,0.13,0.632,0.2339,0.14,0.223,14.7
F,0.428,0.38,0.147,0.9428,0.38,0.1414,0.235,8.9
F,0.459,0.5,0.12,0.714,0.2762,0.1657,0.142,7.1
F,0.77,0.511,0.158,1.8398,0.618,0.3691,0.487,11.2
F,0.476,0.49,0.17,0.8915,0.5,0.2335,0.34,8.6
F,0.758,0.5,0.18,1.0789,0.517,0.339,0.532,11.5
F,0.459,0.4,0.155,0.7526,0.2873,0.1247,0.245,6.4
F,0.441,0.378,0.19,0.7936,0.2222,0.1254,0.299,10.6
F,0.697,0.5,0.206,1.2014,0.444,0.257,0.4,9.2
F,0.6,0.562,0.211,0.769,0.445,0.237,0.202,11.2
F,0.719,0.391,0.169,1.094,0.5284,0.2215,0.293,10.3
F,0.643,0.47,0.123,0.7511,0.4572,0.211,0.23,10.9
F,0.71,0.45,0.19,1.3,0.506,0.247,0.3,8.2
F,0.512,0.517,0.14,0.843,0.5664,0.1999,0.24,7.2
F,0.465,0.355,0.142,0.9201,0.3186,0.218,0.264,7.4
