Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
F,0.616,0.48,0.17,1.1243,0.5591,0.316,0.34,11.1
F,0.495,0.4,0.11,0.587,0.2398,0.1286,0.172,8.2
F,0.679,0.56,0.167,1.409,0.5896,0.266,0.433,10.8
F,0.58,0.47,0.14,1.2081,0.5456,0.2426,0.3145,9.2
F,0.62,0.49,0.174,1.1299,0.519,0.265,0.36,11.9
F,0.521,0.46,0.141,0.7732,0.33,0.1388,0.22,8.0
I,0.446,0.37,0.11,0.414,0.1735,0.0713,0.122,8.1
F,0.506,0.394,0.14,0.6276,0.23,0.1256,0.184,13.3
I,0.558,0.44,0.13,0.778,0.336,0.1761,0.24,9.1
I,0.19,0.169,0.056,0.064,0.0147,0.0053,0.01,5.1
F,0.5,0.4,0.139,0.596,0.2965,0.1446,0.179,6.9
F,0.57,0.43,0.14,0.954,0.4472,0.2083,0.2233,8.6
F,0.51,0.4,0.139,0.559,0.357,0.1388,0.17,5.8
F,0.6,0.472,0.16,1.11,0.4178,0.245,0.334,11.5
F,0.61,0.46,0.15,1.08,0.4595,0.264,0.33,8.2
F,0.579,0.46,0.15,1.0986,0.4802,0.2082,0.297,6.7
F,0.591,0.443,0.15,0.95,0.4587,0.2477,0.267,9.9
F,0.56,0.43,0.18,1.0818,0.4,0.242,0.343,9.1
F,0.677,0.53,0.176,1.788,0.815,0.3036,0.47,10.3
F,0.601,0.46,0.15,0.928,0.3684,0.192,0.305,8.6
F,0.595,0.5,0.16,1.2242,0.506,0.2902,0.325,11.7
F,0.533,0.43,0.153,0.8786,0.32,0.1646,0.285,14.5
F,0.519,0.42,0.16,0.888,0.4311,0.1816,0.23,6.7
M,0.64,0.51,0.16,1.12,0.4651,0.259,0.32,9.7
F,0.37,0.296,0.09,0.29,0.1191,0.0589,0.08,6.3
I,0.165,0.12,0.05,0.024,0.005,0.0054,0.01,5.1
F,0.713,0.58,0.19,1.529,0.8371,0.3401,0.43,10.7
F,0.52,0.382,0.133,0.74,0.2526,0.16,0.198,10.5
F,0.4,0.302,0.11,0.392,0.1847,0.0715,0.09,5.7
I,0.54,0.405,0.14,0.614,0.27,0.1282,0.168,6.8
I,0.24,0.19,0.05,0.0953,0.048,0.014,0.021,4.2
F,0.551,0.439,0.17,0.978,0.352,0.1471,0.36,9.9
M,0.62,0.49,0.15,1.149,0.4141,0.269,0.351,8.2
F,0.57,0.45,0.16,1.0653,0.4275,0.2524,0.297,9.4
F,0.631,0.45,0.169,1.1894,0.36,0.2985,0.349,13.9
F,0.65,0.487,0.182,1.1208,0.408,0.2606,0.34,14.5
F,0.63,0.49,0.14,1.0,0.4631,0.271,0.2291,6.0
F,0.6,0.44,0.13,0.956,0.4473,0.168,0.23,6.2
I,0.531,0.379,0.094,0.5401,0.272,0.1449,0.159,6.2
I,0.43,0.34,0.09,0.2897,0.11,0.0514,0.08,5.7
F,0.59,0.43,0.15,0.95,0.4103,0.2262,0.269,11.2
F,0.63,0.47,0.182,1.18,0.5409,0.262,0.37,9.1
F,0.59,0.473,0.15,0.954,0.44,0.2116,0.2622,8.3
F,0.577,0.46,0.16,0.8992,0.445,0.181,0.261,9.6
F,0.643,0.523,0.2,1.345,0.66,0.2442,0.36,9.0
F,0.601,0.51,0.15,1.2981,0.6828,0.2921,0.33,11.4
F,0.559,0.442,0.16,0.812,0.3371,0.173,0.24,10.9
I,0.273,0.216,0.066,0.097,0.0453,0.0248,0.0303,6.0
F,0.645,0.47,0.177,1.43,0.6713,0.2989,0.3649,7.7
F,0.565,0.44,0.14,0.789,0.4,0.175,0.23,7.8
F,0.594,0.48,0.16,1.226,0.4511,0.253,0.33,14.7
M,0.46,0.34,0.11,0.4802,0.1962,0.1165,0.122,7.3
F,0.57,0.45,0.14,0.8651,0.3796,0.18,0.2,8.8
F,0.491,0.405,0.15,0.8191,0.2804,0.1537,0.3,13.9
F,0.611,0.47,0.15,1.33,0.4314,0.2453,0.36,14.2
I,0.45,0.34,0.115,0.4605,0.1728,0.0718,0.1,5.8
I,0.287,0.168,0.05,0.0432,0.013,0.0058,0.014,5.0
F,0.693,0.53,0.16,1.425,0.51,0.2889,0.322,9.2
I,0.28,0.22,0.062,0.0968,0.0281,0.014,0.035,6.2
F,0.566,0.43,0.16,0.8912,0.37,0.152,0.25,13.2
F,0.567,0.44,0.131,0.797,0.354,0.1869,0.23,10.2
F,0.71,0.54,0.181,1.2999,0.4299,0.3062,0.4,10.6
F,0.6,0.49,0.181,1.0843,0.4533,0.2373,0.334,8.4
I,0.492,0.4,0.136,0.7018,0.2712,0.1304,0.202,5.8
F,0.655,0.55,0.18,1.3952,0.6299,0.2576,0.418,12.3
F,0.56,0.458,0.15,0.9923,0.4396,0.2633,0.2744,7.8
F,0.494,0.37,0.115,0.613,0.3006,0.1412,0.168,8.3
F,0.59,0.51,0.181,1.2864,0.527,0.3036,0.332,10.2
F,0.64,0.5,0.15,1.2927,0.5344,0.2766,0.335,13.3
F,0.44,0.36,0.11,0.467,0.2441,0.0962,0.125,6.8
F,0.42,0.34,0.125,0.4717,0.2102,0.1139,0.14,6.0
F,0.6,0.51,0.17,1.241,0.426,0.2827,0.36,16.2
F,0.63,0.47,0.16,1.0824,0.4429,0.2163,0.277,10.3
F,0.638,0.543,0.17,1.237,0.459,0.2838,0.336,9.6
M,0.64,0.55,0.199,1.8263,0.7113,0.3669,0.47,14.6
F,0.574,0.443,0.139,0.8334,0.353,0.1493,0.233,9.4
F,0.655,0.481,0.168,1.0574,0.4014,0.2743,0.344,9.8
F,0.64,0.53,0.17,1.7666,0.655,0.3631,0.377,9.3
F,0.58,0.44,0.14,1.027,0.4664,0.1884,0.282,8.0
F,0.59,0.472,0.15,0.7302,0.411,0.1656,0.24,8.0
I,0.501,0.4,0.134,0.5395,0.2578,0.1252,0.169,6.9
F,0.639,0.47,0.16,1.14,0.548,0.2845,0.315,9.1
F,0.617,0.51,0.18,1.08,0.3871,0.2585,0.35,13.3
F,0.633,0.47,0.15,1.1079,0.4414,0.235,0.328,9.9
F,0.58,0.43,0.16,0.8767,0.38,0.1911,0.21,9.1
F,0.577,0.45,0.16,1.012,0.455,0.22,0.271,10.2
F,0.599,0.498,0.18,1.2456,0.5847,0.287,0.386,8.2
F,0.71,0.56,0.194,1.643,0.7313,0.3119,0.454,8.6
F,0.614,0.51,0.16,1.3248,0.5635,0.284,0.31,10.4
F,0.55,0.455,0.15,1.05,0.4073,0.237,0.351,12.9
F,0.482,0.4,0.137,0.6503,0.29,0.1412,0.177,9.8
F,0.631,0.48,0.15,1.0846,0.454,0.2223,0.3,9.7
F,0.585,0.46,0.16,1.1105,0.4418,0.2536,0.263,12.0
F,0.6,0.51,0.15,1.126,0.5364,0.2974,0.34,9.3
F,0.53,0.38,0.131,0.546,0.2471,0.109,0.167,9.9
F,0.53,0.415,0.14,0.8612,0.4269,0.2074,0.284,10.2
F,0.644,0.532,0.17,1.219,0.4704,0.295,0.42,17.3
F,0.498,0.4,0.14,0.638,0.2986,0.1501,0.185,6.0
F,0.586,0.47,0.15,1.0007,0.431,0.2248,0.279,9.4
F,0.697,0.53,0.2,1.855,0.7265,0.3408,0.43,13.4
I,0.48,0.36,0.11,0.39,0.1754,0.0858,0.1,5.8
F,0.64,0.49,0.175,1.2716,0.5653,0.2661,0.33,11.0
F,0.43,0.37,0.11,0.5,0.2045,0.1439,0.177,17.5
F,0.54,0.43,0.15,0.95,0.46,0.2185,0.286,8.9
F,0.599,0.47,0.14,1.081,0.47,0.2086,0.33,9.3
F,0.669,0.537,0.16,1.2173,0.452,0.281,0.36,15.4
F,0.561,0.427,0.15,1.0951,0.5216,0.252,0.26,7.8
F,0.665,0.5,0.183,1.388,0.594,0.2668,0.407,13.5
F,0.65,0.5,0.17,1.256,0.5397,0.2977,0.3544,8.1
F,0.709,0.53,0.22,1.8392,0.993,0.3536,0.48,9.9
F,0.57,0.43,0.15,1.045,0.5357,0.257,0.235,6.0
F,0.43,0.36,0.11,0.4615,0.1821,0.0914,0.119,10.1
F,0.494,0.4,0.15,0.691,0.2938,0.1431,0.209,9.1
F,0.69,0.54,0.19,1.4418,0.56,0.282,0.441,21.0
F,0.629,0.48,0.178,1.3416,0.5185,0.3013,0.37,12.0
F,0.633,0.5,0.18,1.217,0.588,0.2665,0.358,10.6
F,0.65,0.49,0.17,1.386,0.6643,0.2839,0.46,11.3
F,0.596,0.51,0.15,1.115,0.37,0.26,0.333,14.1
F,0.639,0.5,0.18,1.4456,0.5977,0.2974,0.37,11.6
F,0.66,0.51,0.16,1.3526,0.624,0.2444,0.346,8.2
F,0.535,0.39,0.136,0.544,0.2471,0.1241,0.158,7.3
F,0.591,0.44,0.15,1.035,0.4639,0.2157,0.273,10.4
F,0.64,0.5,0.183,1.2481,0.614,0.2505,0.342,9.9
F,0.484,0.376,0.13,0.56,0.2012,0.1106,0.173,10.6
F,0.536,0.42,0.15,0.8671,0.4375,0.1526,0.214,9.0
F,0.72,0.54,0.2,2.008,0.633,0.41,0.5,11.5
F,0.561,0.45,0.16,0.941,0.372,0.2038,0.3,8.3
F,0.594,0.5,0.16,1.1108,0.4535,0.225,0.276,8.7
F,0.61,0.524,0.171,1.307,0.513,0.285,0.346,12.7
F,0.666,0.51,0.181,1.382,0.627,0.313,0.389,10.9
F,0.54,0.45,0.15,0.8095,0.3667,0.1882,0.237,7.9
F,0.594,0.48,0.141,1.023,0.4344,0.18,0.2335,7.2
F,0.59,0.45,0.15,0.923,0.4356,0.269,0.275,10.0
F,0.637,0.512,0.19,1.4,0.629,0.2483,0.342,8.7
F,0.563,0.42,0.14,0.7419,0.351,0.143,0.23,8.8
F,0.559,0.45,0.16,0.94,0.4161,0.1995,0.291,14.0
F,0.63,0.47,0.15,1.0513,0.4314,0.254,0.278,7.7
F,0.56,0.43,0.132,0.771,0.2936,0.1451,0.24,9.1
F,0.594,0.47,0.15,0.943,0.4566,0.1934,0.285,9.1
F,0.58,0.44,0.15,0.84,0.357,0.25,0.252,10.2
F,0.523,0.401,0.13,0.586,0.2063,0.1201,0.173,13.6
F,0.626,0.45,0.14,0.99,0.4491,0.1869,0.25,8.3
F,0.584,0.48,0.148,0.968,0.4516,0.193,0.283,12.5
F,0.659,0.5,0.18,1.3125,0.582,0.3516,0.37,11.7
F,0.6,0.49,0.17,1.0192,0.483,0.2451,0.344,11.6
F,0.6,0.48,0.15,0.96,0.4304,0.2242,0.31,10.8
F,0.61,0.49,0.166,1.359,0.4311,0.25,0.47,20.8
F,0.56,0.461,0.15,0.9004,0.4,0.167,0.23,9.4
F,0.6,0.46,0.15,1.008,0.4582,0.2758,0.265,9.3
F,0.6,0.45,0.15,1.07,0.467,0.229,0.32,8.6
F,0.72,0.571,0.2,1.5,0.5746,0.3402,0.46,13.6
F,0.633,0.49,0.171,1.227,0.547,0.2348,0.351,8.9
F,0.592,0.48,0.15,0.898,0.4698,0.214,0.274,7.6
F,0.575,0.45,0.14,1.136,0.4299,0.2505,0.307,15.9
F,0.57,0.45,0.14,1.0364,0.406,0.2096,0.276,9.5
F,0.6,0.44,0.16,1.163,0.6075,0.2899,0.3623,10.0
F,0.61,0.5,0.18,1.1558,0.44,0.2926,0.31,8.9
I,0.363,0.26,0.096,0.1932,0.0849,0.043,0.08,6.0
I,0.34,0.295,0.09,0.2415,0.092,0.052,0.08,7.1
F,0.538,0.44,0.131,0.852,0.4225,0.169,0.26,10.4
F,0.67,0.529,0.168,1.58,0.739,0.3362,0.451,11.2
F,0.556,0.43,0.16,0.8191,0.418,0.19,0.24,7.9
F,0.538,0.4,0.139,0.6708,0.2508,0.1525,0.214,10.3
F,0.46,0.36,0.1,0.4513,0.1747,0.066,0.1444,6.2
F,0.6,0.47,0.15,1.103,0.4364,0.2525,0.28,10.6
F,0.666,0.56,0.19,1.59,0.6814,0.368,0.38,9.0
F,0.547,0.47,0.17,1.035,0.3841,0.1946,0.35,12.7
F,0.6,0.45,0.15,0.89,0.4743,0.223,0.278,10.5
F,0.621,0.47,0.167,1.1635,0.449,0.26,0.343,12.2
F,0.518,0.36,0.139,0.5526,0.2006,0.127,0.18,10.4
F,0.61,0.474,0.15,1.01,0.4291,0.196,0.281,8.7
I,0.59,0.45,0.14,0.8698,0.4455,0.174,0.23,8.2
F,0.67,0.561,0.168,1.8856,0.766,0.3495,0.49,13.5
F,0.697,0.55,0.19,1.5,0.52,0.4611,0.417,10.4
F,0.5,0.34,0.11,0.4593,0.2032,0.1147,0.1,5.9
F,0.564,0.419,0.17,1.05,0.4608,0.221,0.286,8.3
F,0.69,0.56,0.182,1.6807,0.6807,0.3653,0.441,11.8
F,0.578,0.452,0.16,1.0544,0.5064,0.255,0.32,17.1
F,0.569,0.4,0.135,0.8709,0.4383,0.1622,0.28,8.6
F,0.617,0.46,0.174,1.111,0.4583,0.294,0.314,9.5
F,0.7,0.521,0.2,1.957,0.64,0.295,0.46,10.2
F,0.552,0.46,0.16,0.942,0.4233,0.2309,0.267,9.0
F,0.582,0.444,0.15,0.91,0.4082,0.214,0.24,8.8
F,0.54,0.4,0.11,0.501,0.2539,0.1296,0.14,9.7
I,0.32,0.24,0.088,0.196,0.064,0.037,0.044,6.1
F,0.516,0.4,0.134,0.7296,0.258,0.118,0.278,14.3
F,0.659,0.47,0.2,1.311,0.4323,0.2435,0.51,19.6
F,0.589,0.42,0.137,0.8129,0.38,0.155,0.26,6.7
F,0.58,0.44,0.15,0.8862,0.435,0.161,0.267,6.8
F,0.638,0.51,0.209,1.1756,0.4652,0.2547,0.33,9.9
F,0.62,0.49,0.15,1.3759,0.603,0.3081,0.289,9.0
F,0.612,0.48,0.16,1.3,0.5403,0.2897,0.34,10.8
F,0.572,0.433,0.13,0.696,0.2481,0.1672,0.23,7.9
F,0.49,0.378,0.11,0.437,0.218,0.117,0.15,12.6
F,0.65,0.5,0.15,1.38,0.594,0.2572,0.2874,11.2
F,0.599,0.434,0.137,0.8867,0.4205,0.2236,0.23,5.7
F,0.586,0.46,0.16,0.97,0.4652,0.23,0.2407,8.9
I,0.4,0.274,0.086,0.3184,0.187,0.0705,0.076,7.3
F,0.7,0.5,0.169,1.5034,0.6916,0.2856,0.35,10.8
F,0.614,0.477,0.18,1.2876,0.56,0.241,0.34,10.6
M,0.54,0.42,0.137,0.7272,0.35,0.1279,0.181,9.2
F,0.654,0.515,0.15,1.442,0.5722,0.2909,0.325,10.1
F,0.535,0.4,0.15,0.8075,0.3735,0.163,0.24,8.1
F,0.615,0.5,0.163,1.1276,0.5378,0.2931,0.311,9.6
F,0.568,0.44,0.15,0.9107,0.3752,0.1389,0.24,8.7
F,0.6,0.47,0.15,1.4416,0.502,0.268,0.455,13.2
F,0.72,0.555,0.15,1.7336,0.647,0.3162,0.48,8.7
M,0.55,0.46,0.15,0.868,0.4285,0.166,0.277,10.0
F,0.603,0.44,0.16,1.0812,0.51,0.2679,0.281,8.0
M,0.46,0.37,0.133,0.522,0.2091,0.0893,0.184,12.7
F,0.612,0.462,0.175,1.13,0.484,0.207,0.36,10.4
F,0.61,0.474,0.15,0.978,0.3962,0.21,0.27,10.3
F,0.596,0.48,0.15,1.0662,0.5808,0.246,0.284,9.2
F,0.491,0.37,0.122,0.673,0.2725,0.1196,0.1429,5.7
F,0.45,0.35,0.14,0.4831,0.186,0.072,0.183,12.5
F,0.567,0.45,0.15,0.7898,0.362,0.1366,0.26,9.0
F,0.61,0.52,0.14,1.3028,0.547,0.3016,0.347,8.7
F,0.626,0.5,0.166,1.303,0.67,0.3011,0.452,15.7
F,0.59,0.43,0.131,0.89,0.3862,0.172,0.23,8.7
F,0.607,0.47,0.15,1.1187,0.4444,0.2683,0.283,8.0
F,0.58,0.45,0.168,0.916,0.4256,0.196,0.2398,8.9
F,0.5,0.4,0.133,0.6971,0.2509,0.1358,0.215,6.1
F,0.607,0.47,0.18,1.15,0.4786,0.3039,0.365,8.7
I,0.46,0.37,0.11,0.526,0.2594,0.0699,0.1119,5.0
F,0.658,0.49,0.18,1.6371,0.8763,0.2632,0.394,8.8
F,0.613,0.49,0.16,1.177,0.522,0.304,0.365,12.5
F,0.568,0.45,0.17,0.89,0.3992,0.1932,0.272,7.6
F,0.571,0.46,0.15,0.7787,0.3712,0.175,0.2332,9.4
F,0.656,0.55,0.17,1.388,0.585,0.2529,0.351,9.3
I,0.467,0.36,0.11,0.4914,0.2497,0.1004,0.123,5.9
F,0.77,0.556,0.2,1.888,0.8826,0.424,0.48,11.3
F,0.611,0.51,0.15,1.118,0.4674,0.254,0.366,10.5
I,0.35,0.25,0.075,0.193,0.0767,0.0329,0.054,6.3
M,0.51,0.421,0.14,0.7958,0.297,0.1452,0.256,14.0
F,0.595,0.497,0.15,1.1112,0.4519,0.278,0.314,8.8
F,0.6,0.45,0.148,0.8277,0.401,0.2673,0.249,9.9
F,0.698,0.54,0.2,1.612,0.7314,0.3528,0.4444,8.6
F,0.637,0.5,0.169,1.0807,0.4,0.2553,0.35,9.4
F,0.56,0.44,0.15,1.0658,0.4707,0.2498,0.302,8.6
F,0.605,0.5,0.15,1.0147,0.4393,0.222,0.277,9.1
F,0.61,0.47,0.174,1.0959,0.4076,0.237,0.297,10.9
M,0.307,0.234,0.074,0.14,0.045,0.045,0.033,4.2
F,0.578,0.443,0.16,1.096,0.513,0.247,0.305,9.7
F,0.74,0.555,0.22,2.278,1.2466,0.413,0.512,10.0
F,0.645,0.51,0.16,1.309,0.58,0.2531,0.34,10.0
F,0.65,0.51,0.172,1.418,0.65,0.3333,0.35,11.2
F,0.685,0.54,0.16,1.2272,0.46,0.2823,0.34,7.7
F,0.58,0.45,0.17,1.1016,0.4812,0.2182,0.325,10.7
F,0.628,0.47,0.17,1.12,0.4052,0.234,0.35,11.7
F,0.662,0.53,0.15,1.403,0.6578,0.2853,0.332,11.3
F,0.65,0.54,0.198,1.7194,0.6753,0.3563,0.46,12.6
M,0.619,0.49,0.15,1.295,0.475,0.244,0.34,15.1
I,0.45,0.35,0.14,0.411,0.1746,0.0932,0.11,5.8
F,0.651,0.5,0.167,1.2736,0.5,0.2606,0.363,12.4
F,0.54,0.43,0.15,0.878,0.46,0.18,0.23,6.3
F,0.601,0.48,0.15,1.065,0.4306,0.2475,0.31,12.0
F,0.42,0.37,0.11,0.425,0.1764,0.0968,0.102,5.9
F,0.625,0.55,0.18,1.436,0.613,0.354,0.446,8.8
F,0.595,0.451,0.15,1.07,0.4217,0.2395,0.324,8.6
F,0.566,0.45,0.15,0.8,0.335,0.1465,0.22,11.7
F,0.574,0.44,0.14,0.976,0.4067,0.2243,0.254,9.1
F,0.552,0.415,0.15,0.794,0.335,0.1355,0.1943,9.0
F,0.624,0.48,0.179,1.4114,0.5831,0.3016,0.346,10.4
F,0.6,0.49,0.167,1.09,0.3671,0.2304,0.37,13.9
F,0.614,0.51,0.168,1.336,0.508,0.2815,0.46,11.2
F,0.502,0.4,0.133,0.7566,0.4394,0.128,0.212,5.0
F,0.6,0.47,0.183,1.09,0.4646,0.2673,0.332,11.0
F,0.64,0.49,0.198,1.3113,0.5523,0.2966,0.328,11.7
F,0.745,0.556,0.2,1.7241,0.8461,0.4191,0.492,11.0
M,0.54,0.43,0.15,0.894,0.4268,0.2113,0.29,9.0
F,0.56,0.48,0.136,0.8749,0.4776,0.196,0.278,9.2
M,0.57,0.42,0.15,0.9454,0.4625,0.2217,0.2384,9.4
F,0.6,0.51,0.16,1.035,0.495,0.2615,0.261,8.8
F,0.65,0.46,0.16,1.2351,0.663,0.281,0.276,7.6
F,0.523,0.393,0.137,0.6396,0.243,0.1228,0.167,7.0
F,0.536,0.45,0.16,0.9672,0.4732,0.166,0.206,9.0
F,0.579,0.484,0.179,1.0642,0.3881,0.247,0.37,15.5
I,0.319,0.254,0.072,0.1384,0.0551,0.027,0.037,4.1
F,0.6,0.51,0.19,1.4555,0.5604,0.2838,0.36,11.5
F,0.64,0.49,0.15,1.2685,0.521,0.2646,0.31,10.4
F,0.653,0.48,0.176,1.2835,0.579,0.277,0.51,10.7
F,0.579,0.46,0.15,1.1109,0.446,0.244,0.37,11.4
F,0.648,0.57,0.2,1.832,0.6639,0.3561,0.47,16.3
F,0.58,0.45,0.174,1.04,0.4289,0.2485,0.334,13.9
I,0.29,0.248,0.073,0.1218,0.049,0.0246,0.034,6.0
F,0.628,0.5,0.16,1.2435,0.57,0.2401,0.308,11.4
F,0.58,0.466,0.176,0.9202,0.2777,0.2439,0.274,14.0
F,0.7,0.53,0.2,1.8078,0.87,0.3708,0.398,9.9
M,0.361,0.261,0.072,0.18,0.0848,0.0359,0.054,7.0
I,0.525,0.411,0.14,0.6883,0.273,0.1407,0.179,7.1
M,0.558,0.45,0.16,0.89,0.415,0.168,0.28,8.7
F,0.65,0.54,0.2,1.629,0.4954,0.2829,0.51,18.7
F,0.619,0.53,0.178,1.2532,0.5302,0.2506,0.371,9.2
F,0.6,0.44,0.17,1.0242,0.407,0.2132,0.261,11.1
F,0.648,0.554,0.178,1.55,0.692,0.3501,0.45,9.6
F,0.54,0.395,0.134,0.594,0.244,0.12,0.193,14.1
F,0.522,0.43,0.137,0.8402,0.378,0.1423,0.267,10.6
F,0.496,0.4,0.132,0.644,0.278,0.1487,0.176,8.6
F,0.68,0.522,0.172,1.67,0.6488,0.3582,0.445,11.0
F,0.595,0.49,0.15,1.0235,0.442,0.2495,0.3,8.9
F,0.676,0.53,0.18,1.3026,0.606,0.3026,0.451,11.1
F,0.504,0.4,0.139,0.6981,0.2867,0.1397,0.213,7.7
F,0.524,0.44,0.17,0.8383,0.272,0.1415,0.288,10.9
F,0.647,0.5,0.181,1.2351,0.541,0.256,0.39,10.6
F,0.6,0.476,0.182,0.9574,0.432,0.263,0.252,9.4
F,0.628,0.434,0.174,1.2136,0.5149,0.2791,0.327,10.1
F,0.589,0.45,0.133,0.9338,0.399,0.199,0.23,10.2
F,0.64,0.48,0.18,1.13,0.495,0.246,0.3,8.8
F,0.562,0.467,0.15,0.942,0.4817,0.2044,0.23,8.6
F,0.537,0.419,0.136,0.8996,0.3929,0.185,0.241,6.3
