Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
F,0.512,0.397,0.14,0.6184,0.24,0.1284,0.184,13.7
I,0.55,0.44,0.134,0.785,0.352,0.1715,0.23,9.0
I,0.19,0.175,0.055,0.068,0.0145,0.0055,0.01,4.9
F,0.5,0.38,0.134,0.579,0.2898,0.1436,0.175,7.0
F,0.57,0.44,0.14,0.979,0.4667,0.215,0.2344,9.1
F,0.53,0.4,0.135,0.552,0.345,0.1429,0.17,6.0
F,0.6,0.465,0.15,1.07,0.4305,0.254,0.325,11.2
F,0.59,0.46,0.15,1.09,0.46,0.2519,0.34,7.9
F,0.573,0.46,0.15,1.067,0.4615,0.2202,0.292,7.1
F,0.573,0.458,0.15,0.97,0.4723,0.2592,0.275,10.1
F,0.55,0.44,0.175,1.0771,0.4,0.243,0.337,8.8
F,0.677,0.55,0.176,1.725,0.862,0.2961,0.48,10.3
F,0.607,0.466,0.15,0.9721,0.3822,0.195,0.295,9.0
F,0.625,0.49,0.16,1.2858,0.518,0.2903,0.336,11.9
F,0.554,0.44,0.156,0.8896,0.34,0.1726,0.273,13.8
F,0.537,0.44,0.15,0.919,0.4191,0.1844,0.23,7.0
M,0.63,0.48,0.16,1.1,0.4649,0.258,0.31,10.0
F,0.38,0.291,0.09,0.28,0.1201,0.0586,0.08,6.0
I,0.164,0.115,0.05,0.024,0.005,0.0055,0.01,5.0
F,0.684,0.56,0.18,1.556,0.854,0.3479,0.45,11.1
F,0.53,0.391,0.137,0.748,0.2491,0.17,0.207,11.0
F,0.4,0.307,0.11,0.378,0.176,0.0718,0.09,5.9
I,0.53,0.391,0.136,0.65,0.28,0.1336,0.173,7.0
I,0.25,0.19,0.05,0.0949,0.046,0.014,0.022,3.9
F,0.575,0.464,0.16,0.949,0.35,0.1406,0.34,10.0
M,0.62,0.474,0.16,1.12,0.4162,0.256,0.338,7.9
F,0.59,0.46,0.16,1.0904,0.4242,0.2497,0.297,9.0
F,0.605,0.46,0.175,1.161,0.39,0.2954,0.337,14.2
F,0.65,0.487,0.173,1.1544,0.419,0.2519,0.34,14.9
F,0.62,0.49,0.14,1.035,0.466,0.277,0.234,6.1
F,0.58,0.44,0.134,0.923,0.4528,0.167,0.23,6.0
I,0.515,0.404,0.095,0.5265,0.26,0.1479,0.158,6.1
I,0.43,0.33,0.09,0.3022,0.109,0.0512,0.08,6.0
F,0.58,0.44,0.16,0.9847,0.4236,0.217,0.277,10.9
F,0.63,0.5,0.175,1.23,0.524,0.27,0.36,9.1
F,0.57,0.46,0.15,0.971,0.45,0.2125,0.2742,8.0
F,0.55,0.45,0.16,0.9169,0.443,0.173,0.271,9.9
F,0.664,0.508,0.2,1.414,0.66,0.2548,0.38,9.0
F,0.616,0.48,0.15,1.2988,0.6579,0.2923,0.31,11.0
F,0.578,0.442,0.15,0.7924,0.3285,0.167,0.23,11.1
I,0.281,0.213,0.065,0.097,0.044,0.0243,0.0293,5.9
F,0.619,0.49,0.173,1.379,0.6537,0.2967,0.3688,8.0
F,0.542,0.44,0.15,0.835,0.4,0.179,0.23,8.0
F,0.626,0.49,0.15,1.174,0.4571,0.257,0.34,15.0
M,0.46,0.35,0.11,0.4626,0.2099,0.1126,0.123,7.1
F,0.56,0.44,0.146,0.8388,0.3876,0.18,0.2,9.0
F,0.505,0.407,0.16,0.7932,0.2885,0.1548,0.3,14.0
F,0.628,0.5,0.15,1.253,0.429,0.2565,0.37,14.1
I,0.46,0.35,0.116,0.4654,0.1727,0.0758,0.1,6.0
I,0.272,0.165,0.05,0.0445,0.013,0.0054,0.015,5.0
F,0.716,0.56,0.15,1.415,0.54,0.2926,0.331,9.0
I,0.28,0.21,0.065,0.0954,0.0275,0.014,0.035,6.0
F,0.553,0.42,0.16,0.8616,0.38,0.16,0.24,12.9
F,0.58,0.44,0.133,0.799,0.351,0.1822,0.23,9.9
F,0.67,0.54,0.172,1.3549,0.4275,0.2916,0.4,11.1
F,0.6,0.47,0.175,1.1078,0.4633,0.2341,0.333,7.7
I,0.512,0.4,0.135,0.6592,0.2861,0.1362,0.205,6.0
F,0.644,0.54,0.18,1.3821,0.659,0.2581,0.435,12.0
F,0.57,0.456,0.15,0.9825,0.4268,0.2555,0.2663,7.9
F,0.506,0.38,0.115,0.6302,0.2841,0.1438,0.164,8.0
F,0.62,0.49,0.178,1.3096,0.505,0.2929,0.342,10.0
F,0.62,0.48,0.15,1.2347,0.5587,0.2722,0.335,13.1
F,0.43,0.34,0.11,0.456,0.2463,0.0923,0.125,6.8
F,0.44,0.34,0.125,0.458,0.2044,0.1133,0.14,6.1
F,0.6,0.49,0.16,1.236,0.415,0.2945,0.34,15.9
F,0.607,0.46,0.16,1.0775,0.4602,0.2255,0.28,10.1
F,0.657,0.514,0.18,1.264,0.488,0.29,0.332,10.1
M,0.66,0.54,0.195,1.7375,0.6971,0.3543,0.49,13.9
F,0.576,0.429,0.135,0.8364,0.355,0.1447,0.242,9.1
F,0.627,0.483,0.173,1.0525,0.4156,0.2672,0.358,10.0
F,0.66,0.53,0.174,1.7122,0.687,0.3705,0.397,8.8
F,0.58,0.46,0.15,0.972,0.4669,0.1948,0.275,8.1
F,0.578,0.465,0.15,0.7643,0.395,0.1662,0.23,7.9
I,0.509,0.4,0.137,0.5294,0.2449,0.1253,0.175,6.9
F,0.629,0.49,0.16,1.16,0.544,0.2892,0.3,9.0
F,0.619,0.48,0.18,1.08,0.3865,0.2562,0.36,13.0
F,0.63,0.5,0.15,1.1688,0.4627,0.241,0.338,10.0
F,0.58,0.43,0.16,0.8904,0.38,0.1943,0.22,9.0
F,0.57,0.43,0.15,1.005,0.452,0.221,0.271,9.9
F,0.631,0.52,0.18,1.2885,0.576,0.299,0.402,7.9
F,0.69,0.55,0.183,1.6157,0.7454,0.3004,0.4517,9.0
F,0.63,0.5,0.16,1.2655,0.5768,0.291,0.31,10.2
F,0.58,0.458,0.16,1.09,0.4235,0.246,0.334,13.0
F,0.504,0.4,0.135,0.6329,0.298,0.1444,0.185,10.1
F,0.62,0.49,0.15,1.0899,0.47,0.2141,0.31,10.0
F,0.57,0.458,0.16,1.0832,0.4495,0.2563,0.273,11.9
F,0.62,0.49,0.16,1.161,0.5107,0.2917,0.34,9.0
F,0.53,0.375,0.135,0.558,0.2473,0.114,0.174,10.0
F,0.547,0.425,0.135,0.8984,0.4214,0.2153,0.271,10.1
F,0.637,0.521,0.174,1.261,0.4527,0.299,0.42,18.2
F,0.519,0.4,0.138,0.654,0.2859,0.1481,0.185,6.0
F,0.575,0.45,0.15,0.9701,0.4275,0.2137,0.277,9.1
F,0.715,0.55,0.2,1.778,0.7067,0.3489,0.44,12.9
I,0.46,0.35,0.11,0.38,0.1817,0.0854,0.1,6.0
F,0.68,0.48,0.175,1.2549,0.5745,0.2555,0.34,10.9
F,0.44,0.35,0.11,0.5,0.2071,0.1458,0.177,18.1
F,0.56,0.45,0.15,0.9756,0.45,0.2106,0.294,9.0
F,0.569,0.46,0.15,1.09,0.46,0.2161,0.33,9.1
F,0.648,0.507,0.16,1.2444,0.4578,0.27,0.35,14.9
F,0.574,0.441,0.15,1.085,0.5389,0.249,0.27,8.0
F,0.66,0.5,0.178,1.401,0.588,0.2505,0.392,13.1
F,0.63,0.49,0.16,1.259,0.5737,0.2914,0.3459,7.8
F,0.704,0.55,0.21,1.8832,0.978,0.3593,0.5,10.2
F,0.57,0.44,0.15,1.021,0.5233,0.244,0.244,6.0
F,0.43,0.35,0.11,0.4567,0.1784,0.0951,0.125,9.8
F,0.513,0.4,0.15,0.7016,0.2876,0.1446,0.207,9.0
F,0.67,0.53,0.18,1.3944,0.54,0.276,0.43,21.0
F,0.606,0.49,0.179,1.3128,0.5252,0.2951,0.36,12.0
F,0.617,0.49,0.18,1.23,0.561,0.254,0.346,11.1
F,0.66,0.5,0.18,1.384,0.6408,0.2871,0.44,11.1
F,0.607,0.49,0.15,1.093,0.38,0.2514,0.344,14.0
F,0.619,0.48,0.18,1.3944,0.6344,0.2935,0.37,12.1
F,0.63,0.49,0.15,1.279,0.628,0.2546,0.333,8.0
F,0.515,0.38,0.134,0.565,0.241,0.1244,0.163,7.1
F,0.568,0.47,0.15,1.051,0.4611,0.2225,0.284,9.9
F,0.63,0.49,0.178,1.2438,0.594,0.2547,0.333,10.0
F,0.508,0.393,0.135,0.56,0.2052,0.105,0.173,11.0
F,0.561,0.44,0.15,0.8965,0.45,0.1507,0.21,9.1
F,0.7,0.55,0.2,1.963,0.599,0.404,0.5,11.9
F,0.547,0.45,0.16,0.916,0.387,0.1991,0.31,7.9
F,0.619,0.49,0.15,1.0672,0.4517,0.23,0.268,9.0
F,0.638,0.511,0.178,1.252,0.512,0.28,0.354,13.0
F,0.658,0.51,0.176,1.3597,0.606,0.313,0.396,11.2
F,0.57,0.45,0.15,0.8218,0.3792,0.1796,0.239,7.9
F,0.639,0.47,0.135,1.017,0.4494,0.19,0.2429,7.1
F,0.59,0.44,0.15,0.9668,0.4523,0.2578,0.278,10.2
F,0.632,0.511,0.18,1.36,0.621,0.2527,0.355,9.0
F,0.56,0.432,0.15,0.7793,0.352,0.1452,0.23,8.9
F,0.579,0.44,0.15,0.93,0.4196,0.1953,0.291,13.9
F,0.62,0.46,0.15,1.0884,0.4257,0.258,0.269,8.0
F,0.57,0.45,0.135,0.816,0.2861,0.1442,0.23,9.1
F,0.6,0.49,0.15,0.96,0.4874,0.1951,0.295,8.9
F,0.57,0.43,0.15,0.88,0.355,0.243,0.252,10.2
F,0.513,0.392,0.128,0.569,0.2032,0.1229,0.175,12.9
F,0.605,0.47,0.15,0.98,0.4522,0.1932,0.26,7.9
F,0.588,0.45,0.144,0.957,0.4495,0.201,0.278,12.1
F,0.643,0.52,0.18,1.3688,0.58,0.3525,0.36,11.7
F,0.629,0.49,0.18,1.0781,0.4645,0.2529,0.355,12.0
F,0.6,0.46,0.15,1.015,0.4224,0.2254,0.32,11.3
F,0.622,0.49,0.174,1.41,0.4216,0.2599,0.49,20.0
F,0.581,0.454,0.15,0.8579,0.4,0.173,0.23,8.9
F,0.6,0.46,0.15,1.026,0.4732,0.2723,0.271,9.0
F,0.6,0.46,0.15,1.1,0.4624,0.2214,0.306,9.0
F,0.69,0.55,0.2,1.57,0.5781,0.3546,0.45,13.0
F,0.629,0.5,0.177,1.262,0.565,0.2347,0.353,9.1
F,0.571,0.46,0.15,0.892,0.4533,0.215,0.273,7.9
F,0.576,0.45,0.15,1.101,0.4333,0.2538,0.294,16.3
F,0.57,0.46,0.132,1.0521,0.409,0.2033,0.274,10.0
F,0.6,0.47,0.15,1.24,0.5864,0.2917,0.3652,10.1
F,0.64,0.49,0.18,1.1535,0.45,0.2934,0.31,8.9
I,0.357,0.26,0.096,0.1989,0.0855,0.046,0.08,6.1
I,0.34,0.29,0.09,0.251,0.097,0.05,0.08,7.0
F,0.566,0.44,0.134,0.8043,0.4101,0.168,0.26,10.0
F,0.66,0.508,0.174,1.56,0.735,0.3531,0.432,10.9
F,0.58,0.45,0.16,0.8221,0.425,0.1941,0.23,7.9
F,0.511,0.4,0.135,0.6766,0.242,0.1454,0.205,10.1
F,0.44,0.35,0.11,0.4675,0.1781,0.066,0.1491,6.0
F,0.6,0.46,0.15,1.0802,0.423,0.2544,0.28,10.9
F,0.681,0.53,0.18,1.58,0.6893,0.3558,0.37,8.9
F,0.568,0.46,0.16,1.0127,0.3876,0.1924,0.34,13.1
F,0.573,0.43,0.15,0.93,0.4475,0.221,0.276,10.9
F,0.622,0.49,0.173,1.1686,0.4613,0.251,0.357,12.0
F,0.492,0.38,0.133,0.5534,0.2131,0.1206,0.176,10.0
F,0.59,0.456,0.15,0.976,0.4276,0.199,0.27,8.8
I,0.57,0.43,0.15,0.8425,0.4253,0.175,0.24,7.9
F,0.67,0.547,0.175,1.8908,0.7838,0.3501,0.49,13.0
F,0.711,0.55,0.18,1.56,0.54,0.4381,0.429,9.9
F,0.49,0.34,0.11,0.4574,0.2069,0.112,0.1,6.1
F,0.581,0.437,0.16,1.1,0.4555,0.228,0.302,8.1
F,0.7,0.56,0.173,1.7148,0.7061,0.3496,0.443,12.1
F,0.572,0.449,0.16,1.0951,0.5037,0.2526,0.31,17.3
F,0.552,0.4,0.136,0.847,0.414,0.1688,0.28,9.0
F,0.601,0.46,0.174,1.137,0.4671,0.2903,0.305,10.1
F,0.698,0.541,0.2,2.001,0.65,0.292,0.441,9.9
F,0.579,0.46,0.16,0.919,0.4237,0.227,0.274,9.2
F,0.57,0.458,0.15,0.936,0.4287,0.2233,0.25,9.2
F,0.515,0.4,0.11,0.501,0.2438,0.1245,0.14,10.0
I,0.32,0.246,0.086,0.196,0.065,0.037,0.046,6.0
F,0.51,0.4,0.134,0.7755,0.26,0.124,0.266,15.2
F,0.633,0.49,0.2,1.282,0.4252,0.2353,0.49,19.0
F,0.568,0.43,0.137,0.866,0.38,0.154,0.26,7.0
F,0.58,0.44,0.15,0.8807,0.43,0.166,0.255,7.1
F,0.616,0.51,0.206,1.1641,0.4768,0.2541,0.34,10.0
F,0.63,0.49,0.15,1.3616,0.578,0.2935,0.298,9.0
F,0.626,0.5,0.16,1.29,0.5223,0.2976,0.337,10.9
F,0.563,0.43,0.135,0.712,0.2442,0.1747,0.23,7.9
F,0.468,0.367,0.11,0.4555,0.2074,0.1246,0.14,12.0
F,0.64,0.48,0.15,1.36,0.607,0.2594,0.3002,11.1
F,0.575,0.454,0.135,0.8899,0.4169,0.219,0.23,6.0
F,0.579,0.47,0.15,0.929,0.4512,0.23,0.2375,9.1
I,0.4,0.285,0.084,0.3127,0.185,0.0731,0.075,7.0
F,0.68,0.52,0.166,1.4705,0.6943,0.2912,0.36,10.9
F,0.601,0.457,0.18,1.2912,0.56,0.242,0.34,11.0
M,0.53,0.44,0.136,0.7401,0.364,0.1215,0.173,9.0
F,0.633,0.513,0.16,1.409,0.5806,0.2957,0.335,10.1
F,0.516,0.4,0.15,0.8045,0.3946,0.154,0.23,7.9
F,0.629,0.49,0.164,1.1648,0.5176,0.2954,0.31,10.1
F,0.584,0.44,0.15,0.8606,0.391,0.145,0.23,9.2
F,0.62,0.49,0.16,1.4007,0.53,0.26,0.45,13.0
F,0.73,0.561,0.16,1.7123,0.639,0.3226,0.49,9.1
M,0.57,0.45,0.15,0.92,0.4254,0.164,0.273,9.9
F,0.604,0.45,0.15,1.0899,0.49,0.2524,0.268,8.1
M,0.46,0.38,0.135,0.506,0.2079,0.0948,0.186,13.1
F,0.627,0.48,0.174,1.08,0.499,0.215,0.34,10.1
F,0.601,0.484,0.15,1.005,0.3868,0.2074,0.27,10.0
F,0.624,0.49,0.15,1.1303,0.5814,0.2555,0.294,8.7
F,0.512,0.39,0.126,0.633,0.2833,0.1241,0.1466,6.0
F,0.44,0.35,0.14,0.4947,0.182,0.074,0.176,12.9
F,0.58,0.44,0.15,0.7892,0.347,0.1422,0.26,8.9
F,0.63,0.505,0.15,1.2295,0.56,0.2974,0.331,9.0
F,0.621,0.5,0.176,1.347,0.67,0.312,0.438,14.9
F,0.58,0.44,0.136,0.89,0.3963,0.173,0.23,8.9
F,0.627,0.49,0.16,1.1575,0.4611,0.2675,0.292,7.9
F,0.57,0.44,0.176,0.917,0.4243,0.198,0.2337,8.9
F,0.52,0.4,0.133,0.6842,0.2465,0.1429,0.218,6.1
F,0.63,0.49,0.177,1.16,0.4974,0.2949,0.354,8.9
I,0.46,0.35,0.11,0.496,0.2451,0.0733,0.1109,5.0
F,0.66,0.51,0.18,1.631,0.8462,0.2587,0.399,9.0
F,0.609,0.49,0.16,1.186,0.5211,0.2941,0.359,12.0
F,0.555,0.44,0.16,0.93,0.3814,0.194,0.27,8.0
F,0.546,0.44,0.15,0.7989,0.3813,0.176,0.2368,8.7
F,0.663,0.54,0.18,1.413,0.582,0.2532,0.352,9.1
I,0.472,0.35,0.11,0.5154,0.2483,0.1006,0.126,6.1
F,0.75,0.571,0.2,1.947,0.8528,0.405,0.48,10.9
F,0.624,0.49,0.15,1.122,0.4524,0.242,0.355,10.9
I,0.35,0.26,0.075,0.187,0.0785,0.0334,0.055,6.0
M,0.54,0.408,0.137,0.787,0.2795,0.1453,0.258,13.9
F,0.63,0.502,0.15,1.1112,0.4718,0.265,0.305,9.0
F,0.57,0.44,0.146,0.8617,0.388,0.256,0.257,9.8
F,0.684,0.54,0.2,1.653,0.6956,0.3502,0.4595,8.9
F,0.625,0.48,0.176,1.0679,0.4,0.2558,0.34,9.1
F,0.57,0.44,0.15,1.0669,0.4553,0.2516,0.302,8.9
F,0.623,0.49,0.15,1.057,0.4657,0.212,0.274,9.1
F,0.63,0.49,0.174,1.0754,0.4121,0.246,0.296,11.0
M,0.315,0.245,0.074,0.14,0.045,0.045,0.035,3.9
F,0.576,0.455,0.15,1.093,0.509,0.2531,0.305,10.1
F,0.72,0.578,0.22,2.359,1.1932,0.417,0.512,10.0
F,0.63,0.49,0.16,1.255,0.58,0.2583,0.34,10.0
F,0.67,0.528,0.178,1.41,0.64,0.3182,0.36,11.0
F,0.648,0.515,0.155,1.2067,0.45,0.2961,0.36,8.0
F,0.56,0.45,0.16,1.0796,0.4653,0.2165,0.33,11.1
F,0.632,0.49,0.16,1.09,0.423,0.243,0.333,12.1
F,0.66,0.514,0.16,1.3922,0.6332,0.2961,0.337,11.0
F,0.66,0.52,0.196,1.764,0.7165,0.3602,0.47,12.8
M,0.639,0.49,0.16,1.284,0.4586,0.24,0.36,14.9
I,0.46,0.36,0.14,0.41,0.1797,0.095,0.117,6.2
F,0.629,0.5,0.175,1.2243,0.513,0.2648,0.35,12.1
F,0.57,0.44,0.15,0.922,0.46,0.19,0.23,6.1
F,0.621,0.47,0.15,1.104,0.4253,0.2555,0.31,12.2
F,0.44,0.35,0.11,0.415,0.1793,0.0918,0.105,6.0
F,0.654,0.54,0.18,1.382,0.638,0.337,0.435,9.0
F,0.57,0.462,0.15,1.02,0.4106,0.2423,0.337,9.0
F,0.553,0.44,0.15,0.78,0.324,0.1443,0.23,11.8
F,0.577,0.46,0.15,0.972,0.403,0.2148,0.255,9.0
F,0.572,0.436,0.15,0.796,0.344,0.1436,0.1984,9.1
F,0.62,0.49,0.176,1.3681,0.592,0.2894,0.352,9.9
F,0.6,0.49,0.176,1.08,0.3852,0.2214,0.36,14.1
F,0.637,0.49,0.176,1.305,0.502,0.2885,0.45,11.1
F,0.502,0.4,0.134,0.7931,0.4299,0.1318,0.205,5.0
F,0.6,0.46,0.171,1.08,0.4575,0.2547,0.335,11.0
F,0.63,0.48,0.197,1.3044,0.5607,0.3004,0.343,11.9
F,0.724,0.551,0.2,1.7595,0.8211,0.4393,0.501,10.9
M,0.56,0.44,0.15,0.936,0.4178,0.2117,0.281,8.9
F,0.57,0.45,0.136,0.8976,0.4582,0.193,0.272,8.9
M,0.56,0.44,0.16,0.9692,0.4539,0.2176,0.2318,9.1
F,0.6,0.48,0.16,1.059,0.471,0.2571,0.283,8.9
F,0.64,0.45,0.15,1.2403,0.657,0.269,0.272,8.0
F,0.519,0.397,0.136,0.6171,0.244,0.1257,0.173,7.0
F,0.554,0.44,0.15,0.9672,0.4449,0.167,0.207,9.1
F,0.605,0.482,0.177,1.092,0.3881,0.245,0.348,16.2
I,0.312,0.239,0.075,0.1443,0.0549,0.027,0.035,4.0
F,0.63,0.49,0.18,1.4286,0.5778,0.2887,0.37,11.0
F,0.63,0.49,0.16,1.2562,0.513,0.2502,0.31,10.0
F,0.627,0.48,0.172,1.2492,0.578,0.263,0.48,10.9
F,0.57,0.46,0.16,1.0828,0.4636,0.243,0.35,11.2
F,0.658,0.55,0.2,1.758,0.6966,0.3523,0.49,15.9
F,0.58,0.46,0.173,1.04,0.421,0.2558,0.339,14.1
I,0.29,0.245,0.074,0.1174,0.048,0.0245,0.035,6.1
F,0.628,0.49,0.16,1.2562,0.58,0.2333,0.311,10.9
F,0.559,0.46,0.174,0.8752,0.2838,0.243,0.279,14.1
F,0.71,0.55,0.2,1.8183,0.88,0.3482,0.402,10.1
M,0.346,0.255,0.075,0.18,0.088,0.036,0.055,7.1
I,0.505,0.391,0.14,0.7058,0.275,0.1421,0.181,7.0
M,0.576,0.46,0.16,0.92,0.426,0.163,0.28,8.9
F,0.67,0.55,0.2,1.6,0.5126,0.2971,0.49,17.9
F,0.645,0.51,0.175,1.2885,0.537,0.2504,0.364,9.0
F,0.6,0.46,0.16,1.0024,0.41,0.2141,0.265,11.0
F,0.685,0.528,0.175,1.61,0.716,0.3486,0.436,10.0
F,0.54,0.389,0.136,0.596,0.2468,0.12,0.187,13.7
F,0.557,0.45,0.137,0.8008,0.382,0.1431,0.275,11.1
F,0.501,0.4,0.137,0.621,0.2803,0.1456,0.187,9.2
F,0.67,0.521,0.174,1.6229,0.6409,0.3646,0.437,11.1
F,0.626,0.5,0.15,1.0463,0.4362,0.2478,0.29,9.1
F,0.669,0.54,0.18,1.3654,0.63,0.2953,0.435,11.1
F,0.511,0.4,0.135,0.6795,0.2843,0.1427,0.205,8.0
F,0.54,0.458,0.16,0.8679,0.2849,0.1446,0.291,11.1
F,0.631,0.5,0.173,1.2583,0.566,0.254,0.38,11.0
F,0.6,0.465,0.176,1.0066,0.426,0.267,0.263,9.0
F,0.602,0.442,0.175,1.2563,0.5125,0.2984,0.335,9.9
F,0.571,0.44,0.135,0.9903,0.3822,0.198,0.23,10.0
F,0.62,0.49,0.18,1.08,0.49,0.246,0.3,9.0
F,0.577,0.461,0.15,0.959,0.4573,0.2083,0.23,9.0
F,0.565,0.442,0.134,0.8952,0.4056,0.174,0.232,6.0
