Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
F,0.63,0.48,0.17,1.2635,0.543,0.296,0.35,11.0
M,0.54,0.425,0.14,0.9455,0.3865,0.1785,0.26,9.0
F,0.565,0.44,0.175,0.857,0.3325,0.1625,0.255,9.0
M,0.58,0.46,0.145,0.8325,0.3245,0.2055,0.275,11.0
M,0.585,0.45,0.145,0.8725,0.416,0.2595,0.2515,11.0
M,0.655,0.525,0.205,1.463,0.6395,0.3545,0.45,15.0
I,0.515,0.4,0.135,0.7395,0.3445,0.173,0.1835,8.0
M,0.645,0.5,0.185,1.3025,0.6075,0.2925,0.345,10.0
M,0.685,0.535,0.19,1.4985,0.688,0.326,0.465,10.0
I,0.5,0.39,0.13,0.615,0.27,0.1235,0.19,7.0
F,0.67,0.535,0.165,1.4385,0.6355,0.3255,0.3725,10.0
F,0.635,0.485,0.18,1.2695,0.6065,0.2975,0.33,9.0
F,0.625,0.485,0.15,1.1185,0.5605,0.2495,0.305,8.0
M,0.545,0.425,0.135,0.839,0.3975,0.195,0.1775,7.0
F,0.625,0.47,0.15,1.136,0.547,0.2465,0.31,9.0
M,0.72,0.575,0.215,2.012,0.831,0.4015,0.5015,8.0
I,0.52,0.39,0.125,0.6135,0.2945,0.1315,0.185,8.0
M,0.595,0.46,0.145,0.9415,0.4325,0.2215,0.255,13.0
F,0.61,0.475,0.17,1.1015,0.4835,0.2495,0.325,10.0
F,0.545,0.44,0.135,0.817,0.3475,0.1835,0.22,8.0
M,0.605,0.475,0.165,1.065,0.5805,0.2195,0.27,9.0
I,0.545,0.425,0.14,0.744,0.3185,0.1685,0.2,7.0
F,0.565,0.455,0.125,0.9685,0.4465,0.2155,0.2315,9.0
F,0.635,0.495,0.165,1.3315,0.5575,0.3125,0.37,12.0
M,0.64,0.51,0.175,1.136,0.4915,0.2895,0.36,11.0
F,0.63,0.51,0.17,1.1765,0.539,0.2265,0.28,12.0
I,0.435,0.345,0.105,0.4385,0.182,0.0915,0.145,8.0
F,0.53,0.405,0.125,0.8085,0.3345,0.142,0.185,9.0
M,0.665,0.525,0.165,1.6135,0.6645,0.3115,0.49,11.0
I,0.39,0.3,0.09,0.26,0.0935,0.057,0.085,7.0
I,0.575,0.45,0.12,0.7805,0.302,0.1655,0.19,9.0
M,0.635,0.49,0.175,1.3165,0.5265,0.258,0.415,13.0
F,0.535,0.455,0.14,0.7995,0.3285,0.1565,0.22,9.0
I,0.175,0.11,0.035,0.0165,0.0075,0.0045,0.005,4.0
F,0.61,0.465,0.185,1.0265,0.4295,0.2255,0.355,10.0
M,0.465,0.375,0.115,0.5185,0.2065,0.1035,0.14,7.0
F,0.625,0.505,0.185,1.274,0.5595,0.2705,0.39,12.0
M,0.51,0.38,0.13,0.6025,0.242,0.14,0.18,7.0
I,0.445,0.33,0.11,0.4075,0.1785,0.081,0.1295,6.0
M,0.625,0.485,0.155,1.2375,0.534,0.2475,0.35,13.0
M,0.66,0.5,0.175,1.4415,0.675,0.3045,0.36,10.0
M,0.58,0.445,0.125,0.8705,0.402,0.1845,0.18,6.0
I,0.615,0.465,0.155,0.944,0.4655,0.1955,0.2445,10.0
M,0.66,0.525,0.155,1.37,0.6235,0.3275,0.365,9.0
M,0.63,0.485,0.185,1.1895,0.4715,0.2395,0.315,13.0
M,0.62,0.47,0.17,1.2435,0.4925,0.2945,0.32,10.0
I,0.425,0.325,0.105,0.3935,0.156,0.0655,0.095,7.0
I,0.495,0.38,0.14,0.7365,0.2185,0.16,0.235,17.0
M,0.52,0.385,0.14,0.6335,0.3095,0.1325,0.195,9.0
M,0.625,0.48,0.155,1.012,0.53,0.2225,0.2845,9.0
F,0.695,0.57,0.205,1.8725,0.8145,0.4255,0.5205,12.0
M,0.72,0.585,0.155,1.5545,0.8255,0.3735,0.5405,11.0
I,0.515,0.375,0.125,0.5965,0.2475,0.1225,0.155,8.0
I,0.365,0.27,0.085,0.1785,0.0725,0.0455,0.055,6.0
I,0.385,0.29,0.095,0.279,0.104,0.0675,0.08,6.0
F,0.6,0.475,0.155,1.1745,0.572,0.2395,0.34,9.0
M,0.585,0.45,0.15,1.1345,0.4925,0.2985,0.305,11.0
M,0.57,0.43,0.135,0.7365,0.3445,0.15,0.2165,9.0
M,0.575,0.455,0.15,0.872,0.3335,0.2055,0.2615,8.0
M,0.56,0.45,0.165,0.945,0.3485,0.25,0.305,12.0
M,0.69,0.55,0.195,1.9455,0.914,0.4425,0.4095,10.0
M,0.59,0.455,0.155,0.9595,0.4095,0.193,0.295,7.0
I,0.31,0.25,0.085,0.1415,0.0565,0.0355,0.055,5.0
F,0.63,0.485,0.155,1.0805,0.4335,0.2225,0.335,15.0
M,0.37,0.275,0.085,0.2215,0.09,0.0555,0.08,2.0
F,0.515,0.43,0.16,0.83,0.3495,0.1685,0.235,12.0
M,0.555,0.435,0.15,0.857,0.3745,0.1815,0.2385,6.0
M,0.695,0.55,0.195,1.4915,0.6645,0.3655,0.49,9.0
M,0.615,0.475,0.175,1.0595,0.457,0.2315,0.315,9.0
M,0.545,0.41,0.14,0.869,0.3985,0.1935,0.195,9.0
M,0.545,0.425,0.135,0.8205,0.2845,0.1405,0.26,16.0
F,0.605,0.485,0.175,1.1635,0.531,0.2485,0.3685,10.0
F,0.695,0.535,0.2,1.978,0.7115,0.4395,0.475,11.0
M,0.525,0.405,0.13,0.8035,0.3475,0.161,0.22,12.0
M,0.635,0.51,0.175,1.4445,0.694,0.3005,0.34,11.0
M,0.55,0.425,0.15,0.871,0.3685,0.1735,0.25,11.0
M,0.605,0.475,0.155,1.081,0.4655,0.2245,0.2875,8.0
M,0.585,0.465,0.155,0.928,0.3165,0.189,0.3165,11.0
M,0.615,0.51,0.165,1.337,0.5105,0.2735,0.365,13.0
M,0.58,0.445,0.16,0.8915,0.4465,0.24,0.24,11.0
M,0.315,0.23,0.075,0.14,0.0595,0.039,0.045,6.0
I,0.415,0.325,0.11,0.38,0.1335,0.073,0.115,7.0
I,0.385,0.285,0.095,0.277,0.0955,0.0575,0.08,10.0
F,0.605,0.48,0.185,1.2575,0.5255,0.2945,0.335,9.0
F,0.65,0.485,0.175,1.3715,0.5115,0.3215,0.315,12.0
F,0.615,0.475,0.165,1.0815,0.4475,0.2525,0.32,10.0
F,0.535,0.405,0.145,0.6855,0.2715,0.1565,0.2515,13.0
F,0.585,0.47,0.15,0.9905,0.3895,0.1825,0.295,13.0
F,0.5,0.39,0.135,0.6435,0.2145,0.1375,0.225,18.0
F,0.62,0.465,0.145,0.974,0.4205,0.1885,0.3245,11.0
M,0.64,0.51,0.19,1.4545,0.667,0.3745,0.375,11.0
F,0.595,0.5,0.165,1.0825,0.4815,0.2065,0.315,13.0
F,0.66,0.525,0.175,1.39,0.6315,0.2875,0.49,12.0
F,0.555,0.435,0.155,0.8365,0.382,0.2005,0.263,8.0
M,0.535,0.425,0.125,0.724,0.2985,0.144,0.215,7.0
F,0.655,0.525,0.18,1.3745,0.6355,0.2815,0.401,11.0
M,0.63,0.495,0.19,1.3725,0.5135,0.306,0.36,14.0
M,0.535,0.415,0.14,0.897,0.4635,0.196,0.27,6.0
F,0.515,0.395,0.125,0.56,0.3375,0.1285,0.16,8.0
I,0.45,0.345,0.11,0.3645,0.1685,0.083,0.12,7.0
M,0.43,0.325,0.115,0.4305,0.1375,0.0945,0.1,12.0
M,0.605,0.485,0.17,1.1345,0.545,0.2385,0.315,9.0
I,0.515,0.4,0.125,0.556,0.253,0.1045,0.18,9.0
F,0.495,0.385,0.135,0.7185,0.3285,0.1355,0.18,9.0
F,0.575,0.46,0.135,0.9365,0.4355,0.195,0.28,12.0
I,0.515,0.41,0.135,0.6155,0.2705,0.1245,0.1585,8.0
F,0.58,0.45,0.155,0.871,0.3865,0.1685,0.255,11.0
M,0.685,0.525,0.175,1.7165,0.8115,0.306,0.405,11.0
M,0.625,0.465,0.15,0.8115,0.405,0.1795,0.24,8.0
F,0.59,0.455,0.145,1.1015,0.4615,0.2325,0.25,10.0
F,0.655,0.525,0.215,1.4725,0.6655,0.2775,0.5,11.0
F,0.61,0.455,0.165,1.115,0.5195,0.2345,0.3345,11.0
I,0.425,0.31,0.11,0.3345,0.1575,0.0745,0.067,6.0
I,0.425,0.33,0.1,0.344,0.2025,0.081,0.105,6.0
I,0.405,0.3,0.095,0.2795,0.1185,0.059,0.0735,6.0
I,0.36,0.265,0.09,0.2215,0.09,0.0585,0.0745,7.0
F,0.595,0.455,0.175,1.165,0.5405,0.2245,0.345,13.0
M,0.675,0.54,0.175,1.5365,0.5925,0.3675,0.4,15.0
I,0.31,0.22,0.08,0.1545,0.0615,0.0265,0.03,6.0
M,0.65,0.505,0.18,1.3755,0.637,0.2945,0.39,9.0
I,0.345,0.255,0.075,0.1615,0.079,0.0455,0.049,7.0
I,0.515,0.4,0.11,0.578,0.2765,0.1315,0.1755,6.0
F,0.405,0.305,0.115,0.304,0.15,0.067,0.115,14.0
F,0.48,0.38,0.125,0.6335,0.2445,0.116,0.172,11.0
I,0.575,0.43,0.125,0.7995,0.3745,0.1365,0.2135,8.0
M,0.61,0.475,0.175,1.13,0.5365,0.2695,0.3345,11.0
I,0.385,0.27,0.09,0.2255,0.095,0.0385,0.07,6.0
I,0.425,0.335,0.105,0.3925,0.1785,0.0795,0.1025,7.0
F,0.58,0.46,0.16,1.073,0.377,0.2665,0.27,14.0
M,0.62,0.48,0.16,1.0825,0.566,0.2425,0.28,10.0
F,0.61,0.465,0.19,1.1055,0.543,0.2705,0.3195,9.0
I,0.53,0.42,0.12,0.6335,0.2745,0.1515,0.1715,7.0
F,0.56,0.455,0.15,0.8105,0.3475,0.1835,0.23,10.0
F,0.66,0.525,0.18,1.4775,0.638,0.3685,0.4275,10.0
M,0.625,0.51,0.17,1.4405,0.5695,0.3025,0.4,18.0
F,0.6,0.47,0.16,1.063,0.477,0.225,0.22,10.0
F,0.565,0.44,0.135,0.874,0.41,0.1515,0.22,9.0
F,0.63,0.505,0.175,1.2695,0.519,0.2755,0.39,9.0
M,0.61,0.47,0.165,1.1405,0.5235,0.2395,0.285,7.0
M,0.46,0.35,0.105,0.4895,0.201,0.1035,0.117,6.0
F,0.645,0.475,0.165,1.1885,0.5735,0.2475,0.3485,12.0
I,0.385,0.295,0.1,0.2925,0.1215,0.072,0.085,6.0
F,0.615,0.475,0.17,1.0145,0.478,0.2325,0.265,9.0
F,0.725,0.56,0.185,1.7015,0.7455,0.2865,0.47,18.0
I,0.41,0.305,0.1,0.3585,0.1495,0.0775,0.0925,6.0
I,0.485,0.37,0.105,0.5965,0.3025,0.091,0.167,7.0
M,0.71,0.57,0.215,1.726,0.83,0.3195,0.5,12.0
M,0.615,0.47,0.15,1.0935,0.4815,0.216,0.285,9.0
I,0.535,0.4,0.135,0.7085,0.3215,0.1315,0.19,9.0
I,0.33,0.245,0.065,0.1345,0.059,0.0295,0.04,6.0
M,0.615,0.47,0.165,1.15,0.5305,0.2565,0.315,7.0
F,0.595,0.475,0.17,0.991,0.4025,0.1805,0.3,13.0
M,0.605,0.47,0.165,1.074,0.5395,0.2385,0.2575,9.0
M,0.575,0.455,0.14,0.955,0.3835,0.171,0.275,15.0
F,0.575,0.435,0.15,0.872,0.412,0.1785,0.275,8.0
M,0.63,0.5,0.16,1.136,0.5125,0.246,0.28,11.0
M,0.615,0.475,0.175,1.224,0.5695,0.2475,0.3055,9.0
F,0.66,0.515,0.2,1.3585,0.6245,0.2625,0.435,12.0
M,0.6,0.45,0.15,1.096,0.566,0.244,0.32,8.0
F,0.645,0.49,0.175,1.3165,0.539,0.2435,0.355,10.0
I,0.61,0.5,0.16,1.097,0.4735,0.2565,0.349,10.0
F,0.635,0.5,0.19,1.2695,0.5265,0.273,0.46,14.0
I,0.325,0.23,0.08,0.1795,0.0585,0.0355,0.035,6.0
M,0.64,0.51,0.175,1.3845,0.6355,0.2945,0.4085,9.0
M,0.645,0.515,0.175,1.2705,0.5115,0.2575,0.345,10.0
I,0.505,0.375,0.125,0.5305,0.245,0.1275,0.174,7.0
F,0.625,0.475,0.17,1.1315,0.4305,0.2385,0.395,11.0
F,0.72,0.55,0.24,1.9455,0.8165,0.407,0.631,11.0
F,0.635,0.5,0.165,1.1745,0.5165,0.2355,0.375,10.0
F,0.575,0.45,0.145,0.927,0.4625,0.2195,0.2405,9.0
F,0.645,0.5,0.17,1.218,0.6075,0.288,0.3305,9.0
M,0.56,0.44,0.18,0.931,0.375,0.194,0.28,14.0
M,0.58,0.44,0.14,0.8795,0.3995,0.173,0.29,11.0
F,0.645,0.505,0.175,1.2895,0.5615,0.296,0.35,10.0
M,0.57,0.44,0.135,0.7805,0.3265,0.1655,0.2295,8.0
F,0.55,0.45,0.165,0.921,0.4255,0.221,0.275,9.0
I,0.41,0.3,0.095,0.2565,0.1125,0.074,0.074,6.0
I,0.485,0.375,0.12,0.5995,0.25,0.108,0.12,7.0
M,0.575,0.465,0.165,1.027,0.4785,0.2315,0.3,9.0
M,0.53,0.41,0.155,0.781,0.3485,0.17,0.315,17.0
M,0.64,0.505,0.2,1.218,0.5055,0.318,0.3935,10.0
F,0.5,0.375,0.12,0.764,0.3,0.1725,0.175,12.0
F,0.695,0.52,0.165,1.4385,0.832,0.3285,0.3385,9.0
F,0.63,0.515,0.17,1.238,0.5235,0.2385,0.355,13.0
F,0.51,0.375,0.135,0.5805,0.239,0.1095,0.15,8.0
M,0.655,0.515,0.18,1.4415,0.6115,0.3225,0.475,14.0
F,0.6,0.485,0.175,1.1445,0.422,0.2475,0.335,17.0
F,0.56,0.445,0.16,0.9435,0.4315,0.2015,0.2545,9.0
M,0.575,0.475,0.135,1.056,0.3285,0.1905,0.31,23.0
M,0.615,0.5,0.15,1.0105,0.4475,0.2315,0.265,7.0
F,0.745,0.565,0.22,1.838,0.913,0.353,0.36,11.0
F,0.67,0.54,0.205,1.5175,0.7685,0.314,0.462,11.0
M,0.66,0.535,0.185,1.3135,0.6195,0.2555,0.455,11.0
F,0.6,0.485,0.16,1.1405,0.4265,0.2655,0.355,15.0
M,0.61,0.46,0.15,1.065,0.487,0.2165,0.285,11.0
I,0.53,0.415,0.15,0.764,0.3645,0.1465,0.185,10.0
F,0.71,0.545,0.195,1.724,0.77,0.3785,0.495,11.0
F,0.645,0.51,0.165,1.3375,0.6485,0.2425,0.3745,9.0
F,0.635,0.51,0.175,1.097,0.5205,0.2385,0.32,11.0
I,0.46,0.36,0.1,0.4915,0.2465,0.0865,0.13,7.0
M,0.585,0.45,0.165,0.837,0.3325,0.1455,0.275,12.0
F,0.59,0.455,0.15,0.929,0.4025,0.196,0.24,6.0
M,0.655,0.515,0.19,1.2915,0.5,0.305,0.4,20.0
I,0.285,0.215,0.07,0.1055,0.05,0.0335,0.03,4.0
M,0.695,0.535,0.19,1.858,0.7285,0.318,0.465,11.0
F,0.715,0.535,0.19,1.527,0.6785,0.2945,0.3875,11.0
M,0.5,0.385,0.12,0.5785,0.234,0.1315,0.185,7.0
I,0.265,0.2,0.065,0.073,0.0405,0.012,0.02,6.0
M,0.62,0.475,0.15,0.9205,0.4655,0.2385,0.28,8.0
M,0.495,0.38,0.14,0.6925,0.3165,0.1715,0.195,12.0
I,0.36,0.27,0.08,0.187,0.078,0.037,0.065,7.0
F,0.67,0.54,0.175,1.6275,0.6405,0.3575,0.41,11.0
M,0.595,0.47,0.14,0.9175,0.4645,0.2055,0.245,8.0
F,0.62,0.47,0.185,1.115,0.4535,0.3195,0.275,13.0
F,0.575,0.465,0.17,1.0825,0.4935,0.2065,0.25,8.0
M,0.505,0.4,0.14,0.6355,0.3095,0.1145,0.195,11.0
I,0.43,0.325,0.105,0.397,0.17,0.0755,0.1135,7.0
F,0.575,0.47,0.135,0.7995,0.336,0.1845,0.245,11.0
M,0.63,0.49,0.155,1.1835,0.5735,0.3015,0.325,10.0
F,0.6,0.475,0.16,1.201,0.57,0.2495,0.317,9.0
M,0.62,0.515,0.155,1.2395,0.546,0.2615,0.3345,13.0
F,0.625,0.51,0.175,1.4385,0.6385,0.297,0.3925,13.0
M,0.66,0.515,0.19,1.3695,0.5985,0.3255,0.435,12.0
M,0.365,0.275,0.09,0.2155,0.077,0.041,0.0705,6.0
I,0.49,0.39,0.15,0.568,0.2665,0.1225,0.18,11.0
M,0.63,0.48,0.165,1.079,0.4985,0.2565,0.285,11.0
M,0.5,0.385,0.13,0.6215,0.3055,0.108,0.1535,10.0
F,0.645,0.525,0.19,1.4545,0.7125,0.3125,0.3945,9.0
I,0.465,0.36,0.1,0.4775,0.1965,0.0885,0.125,10.0
I,0.485,0.37,0.1,0.4155,0.1775,0.081,0.14,7.0
M,0.62,0.485,0.15,1.0565,0.4895,0.2465,0.29,11.0
M,0.56,0.415,0.145,0.873,0.35,0.166,0.26,12.0
I,0.5,0.395,0.14,0.573,0.3045,0.1065,0.18,8.0
F,0.575,0.45,0.135,0.966,0.4375,0.2215,0.24,11.0
M,0.605,0.475,0.175,1.2785,0.5485,0.2775,0.355,11.0
F,0.67,0.51,0.205,1.539,0.637,0.3035,0.415,11.0
I,0.465,0.35,0.115,0.4745,0.222,0.1045,0.13,9.0
F,0.575,0.455,0.15,0.9685,0.4475,0.195,0.265,12.0
M,0.69,0.56,0.195,1.6385,0.7205,0.3575,0.41,10.0
F,0.61,0.465,0.16,1.2075,0.5135,0.2565,0.3135,10.0
F,0.57,0.46,0.145,0.9265,0.3685,0.2195,0.2845,9.0
F,0.545,0.42,0.14,0.654,0.3285,0.1545,0.195,10.0
I,0.33,0.24,0.09,0.1865,0.082,0.0415,0.045,5.0
M,0.625,0.49,0.15,1.1675,0.479,0.2955,0.295,11.0
I,0.405,0.315,0.095,0.326,0.146,0.0735,0.09,7.0
F,0.57,0.45,0.15,1.0165,0.4695,0.261,0.31,9.0
F,0.555,0.45,0.165,0.9885,0.3725,0.1805,0.29,13.0
M,0.595,0.46,0.155,0.9885,0.4795,0.1835,0.29,9.0
M,0.625,0.47,0.185,1.0495,0.4845,0.2435,0.355,13.0
F,0.525,0.415,0.135,0.7385,0.2905,0.1435,0.225,9.0
F,0.52,0.395,0.12,0.578,0.25,0.1245,0.205,9.0
F,0.65,0.52,0.205,1.3835,0.6115,0.2985,0.38,11.0
F,0.645,0.515,0.175,1.3665,0.4695,0.2725,0.435,13.0
F,0.585,0.455,0.15,0.9455,0.4665,0.2355,0.245,11.0
I,0.56,0.445,0.135,0.818,0.3485,0.1615,0.2245,8.0
F,0.56,0.435,0.145,0.832,0.3485,0.1905,0.2185,8.0
M,0.58,0.43,0.165,0.8665,0.3745,0.178,0.235,7.0
F,0.645,0.52,0.175,1.3165,0.6405,0.2575,0.44,11.0
M,0.515,0.395,0.14,0.6175,0.2735,0.1225,0.165,8.0
F,0.63,0.49,0.155,1.114,0.4955,0.2575,0.265,10.0
F,0.67,0.535,0.175,1.463,0.5365,0.3055,0.385,18.0
F,0.57,0.435,0.14,0.8145,0.3685,0.1785,0.223,9.0
I,0.275,0.205,0.07,0.086,0.0305,0.019,0.03,5.0
M,0.605,0.48,0.14,1.0725,0.491,0.2635,0.2815,10.0
I,0.185,0.13,0.05,0.0265,0.0135,0.0095,0.0105,6.0
M,0.605,0.475,0.165,1.1115,0.5055,0.2565,0.3,11.0
M,0.62,0.49,0.165,1.1745,0.5095,0.22,0.35,11.0
M,0.63,0.52,0.16,1.3745,0.5165,0.3155,0.365,12.0
M,0.7,0.555,0.175,1.7405,0.7365,0.3545,0.461,12.0
M,0.585,0.46,0.15,0.974,0.4495,0.16,0.235,8.0
M,0.65,0.545,0.165,1.527,0.7185,0.318,0.3725,9.0
M,0.61,0.47,0.155,1.1315,0.4905,0.2115,0.25,8.0
I,0.34,0.265,0.08,0.1785,0.071,0.0265,0.05,6.0
M,0.6,0.455,0.15,1.1605,0.4985,0.2485,0.295,9.0
F,0.595,0.47,0.155,1.0735,0.44,0.2245,0.2995,9.0
M,0.575,0.45,0.16,0.931,0.4125,0.1655,0.255,8.0
M,0.55,0.435,0.17,0.7365,0.302,0.1655,0.205,10.0
M,0.485,0.395,0.13,0.7035,0.3275,0.1935,0.19,9.0
M,0.645,0.51,0.16,1.4445,0.6595,0.2985,0.3765,9.0
F,0.625,0.5,0.155,1.096,0.412,0.24,0.335,14.0
M,0.615,0.5,0.165,1.2,0.4975,0.2355,0.33,13.0
M,0.695,0.55,0.205,1.5175,0.7035,0.3815,0.405,13.0
M,0.55,0.445,0.145,0.7895,0.3165,0.169,0.2615,9.0
I,0.425,0.315,0.095,0.3555,0.1575,0.087,0.11,8.0
I,0.38,0.285,0.09,0.243,0.0975,0.0575,0.075,5.0
F,0.605,0.475,0.175,1.1075,0.4935,0.2495,0.315,11.0
M,0.495,0.385,0.12,0.5965,0.2525,0.1405,0.195,8.0
F,0.55,0.43,0.15,0.9505,0.4035,0.196,0.27,7.0
F,0.52,0.41,0.14,0.7395,0.3265,0.1535,0.24,10.0
F,0.715,0.57,0.225,1.8495,0.7785,0.3795,0.512,10.0
I,0.53,0.415,0.12,0.639,0.2695,0.1355,0.1755,9.0
F,0.57,0.44,0.145,0.832,0.3375,0.1615,0.245,11.0
F,0.61,0.475,0.145,0.9265,0.4095,0.187,0.29,7.0
I,0.235,0.15,0.05,0.0605,0.0345,0.0185,0.01,4.0
M,0.63,0.49,0.155,1.1835,0.5065,0.2475,0.3,8.0
I,0.575,0.45,0.14,0.8705,0.382,0.159,0.275,12.0
I,0.585,0.46,0.15,0.84,0.3935,0.1855,0.2175,8.0
M,0.555,0.435,0.17,0.876,0.3595,0.1725,0.275,14.0
M,0.625,0.475,0.16,1.1345,0.5205,0.2565,0.315,10.0
M,0.56,0.425,0.145,0.8295,0.3935,0.1755,0.27,8.0
M,0.63,0.5,0.175,1.2705,0.5105,0.3265,0.345,12.0
F,0.64,0.535,0.185,1.2985,0.55,0.3395,0.4095,8.0
M,0.615,0.475,0.145,1.0605,0.4725,0.25,0.2885,8.0
I,0.405,0.33,0.09,0.302,0.1205,0.0635,0.095,7.0
F,0.585,0.465,0.155,0.922,0.4605,0.197,0.24,7.0
M,0.525,0.4,0.16,0.7875,0.2735,0.169,0.21,19.0
M,0.535,0.455,0.17,1.0595,0.428,0.1915,0.285,10.0
I,0.605,0.48,0.16,1.1415,0.5455,0.2245,0.29,12.0
I,0.575,0.405,0.13,0.7845,0.4365,0.1655,0.19,8.0
I,0.45,0.35,0.12,0.4435,0.1785,0.099,0.12,6.0
F,0.695,0.55,0.18,1.3905,0.5805,0.2695,0.3945,10.0
I,0.475,0.36,0.1,0.474,0.2225,0.0955,0.15,7.0
I,0.3,0.22,0.085,0.1285,0.053,0.0285,0.03,6.0
M,0.61,0.485,0.165,1.073,0.4245,0.246,0.335,12.0
M,0.58,0.45,0.14,0.9815,0.4625,0.2135,0.265,10.0
M,0.645,0.5,0.16,1.2895,0.5835,0.283,0.3165,10.0
F,0.66,0.53,0.155,1.3415,0.6205,0.2475,0.3865,11.0
I,0.25,0.225,0.065,0.1285,0.048,0.02,0.035,4.0
I,0.35,0.265,0.09,0.2075,0.0885,0.042,0.07,7.0
M,0.6,0.465,0.14,0.817,0.3695,0.1805,0.2185,10.0
M,0.695,0.57,0.215,1.494,0.5265,0.3075,0.435,19.0
M,0.63,0.485,0.14,1.0115,0.4935,0.2565,0.27,9.0
F,0.575,0.47,0.15,0.8275,0.3135,0.1695,0.22,8.0
F,0.45,0.35,0.125,0.3835,0.1685,0.082,0.1475,9.0
M,0.625,0.49,0.18,1.1845,0.4915,0.2525,0.355,19.0
I,0.5,0.38,0.135,0.6205,0.2795,0.1215,0.14,10.0
M,0.49,0.39,0.115,0.515,0.2,0.0925,0.155,8.0
F,0.615,0.475,0.145,1.0405,0.477,0.2195,0.33,11.0
M,0.61,0.48,0.15,1.0295,0.4525,0.2375,0.285,6.0
M,0.58,0.44,0.15,0.9335,0.4525,0.2145,0.265,11.0
M,0.585,0.45,0.14,0.9585,0.33,0.2095,0.275,13.0
F,0.6,0.475,0.155,0.9885,0.456,0.2185,0.24,8.0
M,0.6,0.475,0.145,0.974,0.4455,0.178,0.275,13.0
I,0.585,0.465,0.145,0.879,0.3725,0.1635,0.236,18.0
F,0.695,0.48,0.175,1.5565,0.8,0.3695,0.405,10.0
I,0.58,0.465,0.15,0.8175,0.3285,0.1865,0.2825,12.0
M,0.68,0.53,0.175,1.527,0.675,0.3705,0.395,12.0
M,0.395,0.29,0.1,0.2575,0.111,0.0585,0.0795,7.0
I,0.55,0.435,0.115,0.811,0.4355,0.1815,0.22,9.0
M,0.605,0.475,0.14,1.074,0.5395,0.221,0.32,12.0
M,0.565,0.43,0.135,0.858,0.365,0.1665,0.265,9.0
F,0.605,0.465,0.17,1.2315,0.4235,0.2815,0.38,11.0
M,0.625,0.49,0.19,1.3,0.6025,0.2965,0.345,10.0
M,0.595,0.47,0.15,1.0475,0.4265,0.2405,0.305,14.0
I,0.465,0.35,0.125,0.4485,0.1785,0.0845,0.125,7.0
F,0.53,0.425,0.135,0.838,0.347,0.1755,0.24,12.0
F,0.735,0.6,0.195,1.7395,0.7275,0.409,0.63,11.0
F,0.67,0.505,0.175,1.5105,0.5895,0.314,0.415,14.0
F,0.605,0.465,0.195,1.15,0.5285,0.2405,0.32,8.0
M,0.6,0.47,0.15,1.095,0.43,0.2305,0.285,7.0
I,0.415,0.31,0.09,0.317,0.1245,0.0635,0.097,6.0
F,0.58,0.45,0.16,1.0565,0.479,0.2415,0.2875,9.0
M,0.615,0.47,0.16,1.0265,0.5255,0.2225,0.275,9.0
M,0.555,0.465,0.13,0.7385,0.3695,0.1505,0.19,8.0
M,0.58,0.45,0.135,0.812,0.3395,0.18,0.22,10.0
