Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
F,0.655,0.54,0.175,1.3835,0.586,0.256,0.409,12.0
F,0.575,0.44,0.15,0.8845,0.3845,0.155,0.275,12.0
F,0.44,0.33,0.11,0.3585,0.163,0.0525,0.081,6.0
F,0.625,0.49,0.16,1.199,0.5785,0.2955,0.355,8.0
F,0.625,0.49,0.16,1.0935,0.4605,0.2535,0.335,17.0
F,0.575,0.46,0.15,1.025,0.4245,0.216,0.36,10.0
F,0.6,0.46,0.175,1.2435,0.4275,0.325,0.36,12.0
F,0.66,0.49,0.16,1.0935,0.4545,0.2525,0.34,9.0
F,0.46,0.35,0.135,0.475,0.2065,0.1125,0.125,6.0
F,0.575,0.46,0.15,0.8945,0.4005,0.211,0.239,7.0
F,0.505,0.4,0.15,0.646,0.2865,0.123,0.185,9.0
F,0.515,0.4,0.135,0.6745,0.2865,0.1455,0.175,6.0
F,0.515,0.395,0.135,0.793,0.38,0.1455,0.185,7.0
F,0.68,0.55,0.2,1.56,0.586,0.316,0.49,11.0
F,0.6,0.46,0.175,1.06,0.4,0.2555,0.34,12.0
F,0.57,0.44,0.15,0.8935,0.4805,0.2525,0.23,9.0
F,0.605,0.46,0.15,1.008,0.496,0.2525,0.23,7.0
F,0.575,0.46,0.15,0.8845,0.412,0.2525,0.275,9.0
F,0.135,0.115,0.05,0.008,0.005,0.0025,0.006,6.0
F,0.6,0.46,0.16,1.0935,0.4115,0.218,0.355,17.0
F,0.63,0.49,0.175,1.274,0.587,0.2525,0.355,9.0
F,0.185,0.115,0.05,0.035,0.008,0.0055,0.01,16.0
F,0.555,0.44,0.135,0.7835,0.361,0.1635,0.239,8.0
F,0.635,0.49,0.175,1.2435,0.519,0.256,0.36,11.0
F,0.575,0.46,0.175,1.06,0.378,0.245,0.335,12.0
F,0.515,0.395,0.135,0.7085,0.28,0.1455,0.275,15.0
F,0.72,0.565,0.2,1.707,0.6865,0.3525,0.45,11.0
F,0.57,0.46,0.15,0.8945,0.4255,0.21625,0.255,9.0
F,0.2,0.165,0.05,0.048,0.014,0.0055,0.01,5.0
F,0.555,0.44,0.135,0.795,0.499,0.1455,0.209,8.0
F,0.625,0.49,0.15,1.0985,0.4255,0.2435,0.335,8.0
F,0.575,0.46,0.16,1.0635,0.546,0.2165,0.255,7.0
F,0.605,0.455,0.15,0.92,0.4645,0.177,0.23,10.0
F,0.575,0.455,0.18,1.0935,0.4245,0.244,0.335,14.0
F,0.575,0.46,0.15,0.92,0.445,0.1945,0.275,10.0
F,0.575,0.455,0.16,0.89,0.4645,0.197,0.295,11.0
F,0.57,0.455,0.18,1.198,0.4605,0.245,0.34,21.0
F,0.63,0.49,0.18,1.251,0.68,0.278,0.36,11.0
F,0.44,0.345,0.11,0.3705,0.17,0.075,0.125,7.0
F,0.57,0.44,0.15,0.7845,0.275,0.1455,0.275,11.0
F,0.555,0.44,0.135,0.8945,0.412,0.2165,0.213,7.0
F,0.72,0.565,0.18,1.787,0.8745,0.40155,0.595,11.0
F,0.575,0.46,0.135,0.8545,0.358,0.168,0.255,10.0
F,0.63,0.49,0.16,1.0935,0.4175,0.277,0.31,10.0
F,0.69,0.54,0.175,1.7035,0.87,0.383,0.512,11.0
F,0.72,0.565,0.175,1.659,0.4275,0.3535,0.49,23.0
F,0.68,0.54,0.175,1.371,0.5445,0.2955,0.45,16.0
F,0.685,0.55,0.2,1.707,0.6865,0.348,0.45,12.0
F,0.63,0.49,0.15,1.211,0.54,0.2525,0.308,8.0
F,0.68,0.54,0.2,1.7845,0.675,0.2955,0.49,17.0
F,0.53,0.395,0.135,0.646,0.2865,0.1255,0.175,8.0
F,0.605,0.49,0.15,1.0935,0.4245,0.2205,0.355,13.0
F,0.6,0.46,0.16,1.025,0.4275,0.245,0.275,8.0
F,0.515,0.395,0.135,0.6735,0.293,0.1255,0.185,6.0
F,0.22,0.165,0.05,0.0635,0.029,0.014,0.01,6.0
F,0.63,0.49,0.175,1.406,0.4605,0.211,0.363,14.0
F,0.635,0.49,0.175,1.2445,0.5445,0.305,0.36,11.0
F,0.53,0.46,0.135,0.7835,0.3885,0.163,0.23,12.0
F,0.685,0.55,0.175,1.89,0.9745,0.3555,0.49,11.0
F,0.6,0.46,0.15,0.92,0.412,0.1945,0.295,8.0
F,0.605,0.455,0.175,1.0935,0.475,0.267,0.31,8.0
F,0.505,0.4,0.135,0.7085,0.24,0.1435,0.275,13.0
F,0.57,0.44,0.15,0.8835,0.3865,0.211,0.295,13.0
F,0.44,0.33,0.135,0.4545,0.1785,0.117,0.129,6.0
F,0.6,0.49,0.18,1.4545,0.575,0.2955,0.34,13.0
F,0.505,0.4,0.15,0.6735,0.2845,0.1455,0.275,15.0
F,0.44,0.35,0.15,0.475,0.1765,0.1225,0.125,12.0
F,0.635,0.49,0.16,1.145,0.4245,0.2205,0.34,12.0
F,0.575,0.46,0.15,0.8935,0.4245,0.2555,0.275,8.0
F,0.655,0.455,0.16,1.0635,0.499,0.257,0.293,8.0
F,0.515,0.38,0.135,0.7845,0.4,0.123,0.185,7.0
F,0.625,0.49,0.15,1.173,0.5445,0.2525,0.275,7.0
F,0.575,0.46,0.15,0.8935,0.387,0.166,0.295,8.0
F,0.555,0.44,0.15,0.89,0.4275,0.1945,0.275,8.0
F,0.515,0.4,0.135,0.606,0.2885,0.1425,0.14,9.0
F,0.44,0.35,0.11,0.448,0.1765,0.1235,0.125,7.0
F,0.44,0.33,0.11,0.38,0.2445,0.075,0.08,6.0
F,0.505,0.38,0.135,0.56,0.2045,0.123,0.175,13.0
F,0.605,0.49,0.15,1.238,0.615,0.281,0.34,9.0
F,0.675,0.565,0.175,1.7835,0.8565,0.383,0.435,11.0
I,0.545,0.4,0.11,0.594,0.2465,0.101,0.152,7.0
F,0.515,0.38,0.135,0.56,0.233,0.1255,0.14,7.0
F,0.575,0.46,0.15,1.09,0.4,0.2555,0.275,11.0
F,0.6,0.46,0.16,1.0935,0.4255,0.2555,0.295,12.0
F,0.575,0.44,0.175,0.8885,0.345,0.1945,0.295,14.0
F,0.575,0.46,0.135,0.89,0.45,0.163,0.23,7.0
F,0.655,0.54,0.18,1.32,0.586,0.2925,0.431,8.0
F,0.635,0.49,0.175,1.38,0.4565,0.2955,0.435,15.0
F,0.575,0.44,0.15,1.0645,0.4565,0.2165,0.275,9.0
F,0.635,0.49,0.175,1.2435,0.565,0.2925,0.431,11.0
F,0.6,0.46,0.135,0.797,0.318,0.163,0.23,9.0
F,0.605,0.46,0.135,1.06,0.4605,0.2555,0.31,9.0
F,0.605,0.46,0.16,1.2435,0.546,0.2925,0.355,12.0
F,0.63,0.49,0.18,1.273,0.54,0.2925,0.34,11.0
F,0.625,0.49,0.15,1.0935,0.4605,0.2925,0.275,9.0
F,0.685,0.49,0.175,1.7085,0.82,0.3525,0.36,11.0
F,0.505,0.38,0.135,0.475,0.211,0.10155,0.148,6.0
F,0.46,0.35,0.11,0.4545,0.2065,0.1015,0.114,4.0
F,0.505,0.4,0.15,0.649,0.2445,0.1435,0.205,10.0
F,0.53,0.44,0.135,0.7085,0.2485,0.1425,0.23,13.0
F,0.505,0.4,0.135,0.7635,0.3865,0.1225,0.175,11.0
F,0.6,0.455,0.15,0.8945,0.4545,0.268,0.239,10.0
F,0.63,0.49,0.175,1.2435,0.5445,0.2925,0.343,10.0
F,0.655,0.54,0.175,1.3035,0.5445,0.2925,0.335,11.0
F,0.515,0.38,0.11,0.591,0.38,0.1235,0.117,6.0
F,0.505,0.38,0.135,0.659,0.2845,0.1425,0.175,7.0
F,0.575,0.455,0.16,1.173,0.4115,0.2555,0.355,21.0
F,0.625,0.49,0.175,1.1685,0.544,0.2525,0.275,9.0
F,0.655,0.54,0.18,1.238,0.5445,0.2955,0.355,11.0
F,0.575,0.44,0.135,0.8945,0.4255,0.166,0.275,10.0
F,0.58,0.46,0.175,1.142,0.378,0.246,0.355,12.0
F,0.545,0.44,0.175,1.0935,0.4605,0.2165,0.295,12.0
F,0.515,0.4,0.135,0.7845,0.313,0.1455,0.185,10.0
F,0.57,0.44,0.16,0.92,0.4605,0.231,0.255,8.0
F,0.35,0.26,0.075,0.199,0.115,0.045,0.035,5.0
F,0.575,0.46,0.15,0.92,0.445,0.1945,0.275,10.0
I,0.165,0.115,0.05,0.002,0.008,0.0025,0.01,5.0
F,0.625,0.49,0.175,1.2445,0.4605,0.297,0.31,15.0
F,0.605,0.49,0.135,0.8945,0.3845,0.174,0.275,9.0
F,0.675,0.455,0.15,1.0935,0.4645,0.2555,0.31,7.0
F,0.625,0.49,0.175,1.2445,0.5785,0.2925,0.308,9.0
F,0.44,0.35,0.11,0.4545,0.1745,0.1015,0.125,6.0
F,0.575,0.455,0.135,0.795,0.3845,0.175,0.23,10.0
F,0.53,0.38,0.135,0.549,0.2485,0.1455,0.185,7.0
F,0.6,0.46,0.175,1.145,0.483,0.2955,0.31,10.0
F,0.44,0.35,0.11,0.401,0.2065,0.1125,0.125,8.0
I,0.275,0.115,0.05,0.038,0.005,0.0055,0.0145,4.0
F,0.68,0.54,0.175,1.56,0.7045,0.305,0.45,11.0
F,0.515,0.4,0.135,0.507,0.2465,0.1255,0.14,6.0
F,0.72,0.55,0.175,1.383,0.5445,0.2925,0.435,10.0
F,0.575,0.46,0.15,0.8935,0.4145,0.1945,0.23,9.0
F,0.675,0.565,0.175,1.3835,0.5465,0.2925,0.4545,10.0
F,0.63,0.49,0.15,1.1635,0.565,0.2555,0.275,12.0
F,0.575,0.455,0.16,1.0635,0.412,0.2555,0.295,12.0
F,0.66,0.54,0.175,1.3835,0.7045,0.2955,0.295,9.0
F,0.505,0.4,0.15,0.7085,0.349,0.1455,0.213,9.0
F,0.625,0.49,0.15,1.173,0.4645,0.2555,0.36,13.0
F,0.66,0.54,0.175,1.48,0.6545,0.325,0.57,14.0
F,0.505,0.38,0.11,0.573,0.2485,0.1455,0.14,5.0
F,0.46,0.35,0.11,0.4845,0.2465,0.1255,0.1445,6.0
F,0.69,0.55,0.175,1.6785,0.5465,0.392,0.395,12.0
F,0.63,0.49,0.175,1.2435,0.4545,0.2925,0.34,8.0
F,0.68,0.54,0.22,2.333,1.1965,0.422,0.49,11.0
F,0.575,0.46,0.16,1.0635,0.4605,0.277,0.295,10.0
F,0.63,0.49,0.175,1.1635,0.5445,0.2555,0.355,12.0
F,0.635,0.49,0.175,1.4885,0.4255,0.2925,0.445,17.0
F,0.635,0.49,0.18,1.09,0.4245,0.2805,0.335,13.0
F,0.6,0.455,0.15,1.0945,0.45,0.2555,0.264,10.0
F,0.625,0.46,0.15,1.0645,0.4645,0.267,0.31,9.0
F,0.53,0.4,0.135,0.594,0.24,0.1255,0.175,9.0
F,0.44,0.35,0.11,0.475,0.2065,0.1225,0.125,7.0
F,0.57,0.44,0.15,0.92,0.4275,0.246,0.23,10.0
F,0.57,0.455,0.175,1.114,0.379,0.2525,0.355,16.0
F,0.46,0.35,0.11,0.409,0.2065,0.075,0.1,7.0
F,0.515,0.4,0.135,0.8845,0.4115,0.168,0.205,11.0
F,0.625,0.49,0.22,1.274,0.519,0.278,0.355,13.0
F,0.575,0.455,0.135,1.2435,0.675,0.281,0.275,9.0
F,0.605,0.49,0.175,1.035,0.4255,0.216,0.36,11.0
F,0.505,0.4,0.135,0.646,0.2465,0.1425,0.185,6.0
F,0.69,0.55,0.2,1.56,0.7045,0.355,0.435,9.0
F,0.46,0.35,0.11,0.409,0.1785,0.1015,0.1,6.0
F,0.575,0.455,0.15,0.8835,0.3885,0.165,0.275,12.0
F,0.575,0.44,0.16,0.8985,0.387,0.2555,0.275,13.0
F,0.53,0.395,0.135,0.692,0.2845,0.1255,0.152,6.0
F,0.625,0.49,0.175,1.0645,0.4,0.244,0.335,17.0
F,0.35,0.285,0.11,0.28,0.134,0.045,0.075,6.0
F,0.46,0.38,0.135,0.537,0.185,0.1235,0.175,7.0
F,0.515,0.4,0.135,0.6785,0.2465,0.1425,0.205,6.0
F,0.625,0.49,0.16,1.133,0.475,0.2555,0.275,9.0
F,0.6,0.49,0.16,1.06,0.4,0.166,0.36,14.0
F,0.505,0.395,0.15,0.7635,0.348,0.1235,0.185,8.0
F,0.57,0.46,0.15,0.8945,0.4245,0.2165,0.295,9.0
F,0.635,0.49,0.175,1.3835,0.519,0.2925,0.395,10.0
F,0.57,0.455,0.175,1.0145,0.428,0.268,0.295,13.0
F,0.575,0.46,0.18,1.198,0.4605,0.242,0.36,15.0
F,0.515,0.395,0.11,0.594,0.2485,0.1235,0.14,7.0
F,0.515,0.38,0.135,0.7635,0.4255,0.1455,0.1945,6.0
F,0.575,0.455,0.15,0.797,0.4565,0.1435,0.255,6.0
F,0.505,0.395,0.135,0.745,0.361,0.1455,0.23,8.0
F,0.66,0.55,0.175,1.978,0.7045,0.297,0.445,11.0
F,0.44,0.35,0.135,0.487,0.2085,0.1125,0.175,10.0
F,0.605,0.455,0.15,0.8945,0.4275,0.246,0.301,10.0
F,0.6,0.46,0.175,1.09,0.473,0.2555,0.34,12.0
F,0.57,0.44,0.135,0.8935,0.4605,0.1505,0.239,8.0
F,0.57,0.44,0.15,0.8945,0.438,0.1455,0.255,11.0
F,0.57,0.455,0.16,1.0935,0.4275,0.2525,0.34,14.0
F,0.4,0.285,0.075,0.257,0.106,0.045,0.08,6.0
F,0.575,0.455,0.15,1.0945,0.4995,0.2165,0.34,13.0
F,0.44,0.33,0.11,0.401,0.1785,0.1125,0.1,9.0
F,0.685,0.54,0.175,1.38,0.4605,0.258,0.435,15.0
F,0.57,0.44,0.15,0.8945,0.358,0.155,0.23,7.0
F,0.545,0.38,0.11,0.587,0.2465,0.1255,0.175,10.0
F,0.515,0.38,0.15,0.56,0.2465,0.1255,0.175,7.0
F,0.625,0.455,0.16,1.008,0.475,0.216,0.343,10.0
F,0.69,0.54,0.18,1.7835,0.82,0.2925,0.435,11.0
F,0.625,0.49,0.175,1.2835,0.4275,0.267,0.435,12.0
F,0.53,0.4,0.135,0.659,0.28,0.1455,0.185,8.0
F,0.35,0.245,0.075,0.158,0.048,0.026,0.035,5.0
F,0.625,0.49,0.15,1.3535,0.642,0.3525,0.31,9.0
F,0.575,0.46,0.16,0.8945,0.4275,0.1425,0.239,8.0
F,0.505,0.38,0.135,0.627,0.28,0.1435,0.185,10.0
F,0.575,0.455,0.15,0.8935,0.4605,0.2555,0.239,9.0
F,0.605,0.49,0.15,1.21,0.54,0.2165,0.36,10.0
F,0.575,0.46,0.16,1.043,0.4,0.268,0.335,8.0
F,0.575,0.455,0.15,0.89,0.4275,0.197,0.275,8.0
F,0.625,0.49,0.15,1.1645,0.54,0.258,0.295,10.0
F,0.6,0.44,0.15,0.8935,0.4115,0.1455,0.264,8.0
F,0.63,0.49,0.175,1.273,0.565,0.2555,0.3445,9.0
F,0.46,0.35,0.11,0.406,0.2065,0.1225,0.106,7.0
F,0.575,0.44,0.16,0.8535,0.2845,0.218,0.275,10.0
F,0.625,0.49,0.175,1.181,0.4245,0.2535,0.377,11.0
F,0.6,0.49,0.18,1.1635,0.4605,0.2925,0.34,10.0
F,0.165,0.115,0.05,0.008,0.005,0.0055,0.006,4.0
F,0.575,0.455,0.15,0.8945,0.4245,0.1945,0.23,9.0
F,0.625,0.49,0.175,1.114,0.444,0.266,0.295,8.0
F,0.575,0.46,0.15,0.89,0.387,0.197,0.275,10.0
F,0.575,0.455,0.175,1.025,0.414,0.266,0.275,9.0
F,0.575,0.46,0.15,0.92,0.378,0.276,0.275,8.0
F,0.625,0.49,0.175,1.09,0.4605,0.2555,0.355,13.0
F,0.69,0.55,0.2,1.7845,0.8745,0.4015,0.49,12.0
F,0.575,0.455,0.135,0.909,0.4605,0.164,0.264,6.0
F,0.575,0.455,0.15,0.8835,0.3865,0.155,0.23,10.0
F,0.705,0.55,0.175,1.4545,0.54,0.2555,0.445,10.0
F,0.69,0.54,0.2,1.691,0.6885,0.383,0.49,10.0
F,0.575,0.46,0.15,0.9665,0.4545,0.174,0.264,8.0
F,0.57,0.455,0.135,0.8875,0.322,0.1435,0.295,10.0
F,0.555,0.44,0.135,0.88,0.38,0.1455,0.231,6.0
F,0.625,0.49,0.175,1.2435,0.575,0.256,0.355,10.0
F,0.63,0.49,0.16,1.3885,0.657,0.2935,0.355,4.0
F,0.575,0.46,0.175,1.0635,0.4185,0.21635,0.355,13.0
F,0.195,0.165,0.05,0.048,0.013,0.0025,0.0145,7.0
F,0.46,0.35,0.11,0.406,0.17,0.1015,0.125,7.0
F,0.6,0.49,0.15,1.1685,0.4605,0.2525,0.309,13.0
F,0.6,0.46,0.175,1.409,0.675,0.311,0.335,9.0
F,0.575,0.455,0.135,0.8885,0.38,0.163,0.227,6.0
F,0.575,0.455,0.15,1.025,0.4645,0.2935,0.31,13.0
F,0.605,0.49,0.15,1.06,0.4255,0.276,0.295,12.0
F,0.57,0.455,0.16,1.3845,0.69,0.245,0.275,10.0
F,0.69,0.54,0.175,1.7645,0.675,0.401,0.445,11.0
F,0.555,0.44,0.15,0.7835,0.38,0.154,0.175,8.0
F,0.72,0.55,0.22,2.21,2.2445,0.422,1.2345,10.0
F,0.575,0.46,0.16,1.012,0.4585,0.257,0.31,9.0
F,0.635,0.49,0.175,1.0985,0.4685,0.2535,0.34,11.0
F,0.6,0.46,0.15,1.114,0.4545,0.257,0.335,7.0
F,0.625,0.49,0.175,1.3845,0.69,0.2935,0.3645,9.0
F,0.44,0.33,0.11,0.3535,0.176,0.075,0.1,7.0
F,0.575,0.46,0.175,1.199,0.412,0.2935,0.31,15.0
F,0.575,0.46,0.15,1.0635,0.4255,0.2165,0.31,10.0
F,0.63,0.49,0.175,1.407,0.6845,0.2925,0.355,10.0
F,0.69,0.54,0.22,1.56,0.8565,0.3535,0.49,10.0
F,0.635,0.49,0.15,1.2435,0.519,0.2925,0.36,6.0
F,0.63,0.455,0.16,1.09,0.4605,0.2555,0.31,13.0
F,0.575,0.455,0.15,0.8835,0.4645,0.164,0.275,10.0
F,0.63,0.49,0.175,1.1645,0.515,0.2555,0.31,10.0
F,0.72,0.565,0.2,1.787,0.54,0.3525,0.49,13.0
F,0.655,0.54,0.175,1.56,0.5765,0.355,0.435,13.0
F,0.63,0.49,0.175,1.0935,0.496,0.216,0.355,10.0
F,0.35,0.26,0.11,0.2835,0.124,0.045,0.08,6.0
F,0.655,0.49,0.175,1.38,0.6885,0.2925,0.335,9.0
F,0.44,0.35,0.11,0.4545,0.2065,0.1225,0.14,8.0
F,0.635,0.49,0.18,1.274,0.627,0.266,0.355,12.0
F,0.575,0.455,0.15,1.0645,0.5785,0.2535,0.23,9.0
F,0.515,0.4,0.135,0.6785,0.2845,0.1455,0.175,9.0
F,0.575,0.46,0.15,0.8945,0.4545,0.244,0.275,11.0
F,0.66,0.54,0.2,1.666,0.6885,0.369,0.595,16.0
F,0.6,0.46,0.135,1.043,0.483,0.246,0.275,10.0
F,0.575,0.46,0.175,0.92,0.4275,0.246,0.295,9.0
F,0.605,0.49,0.15,1.0645,0.485,0.2555,0.255,8.0
F,0.575,0.46,0.15,0.8945,0.4565,0.216,0.23,7.0
F,0.575,0.455,0.15,0.8935,0.4605,0.2555,0.255,11.0
F,0.53,0.4,0.11,0.585,0.2065,0.1255,0.185,5.0
F,0.505,0.4,0.135,0.6745,0.2485,0.1455,0.185,9.0
F,0.575,0.44,0.175,0.8935,0.378,0.2165,0.23,9.0
F,0.63,0.49,0.175,1.2485,0.522,0.2925,0.335,11.0
F,0.57,0.455,0.175,0.8935,0.378,0.245,0.23,11.0
F,0.505,0.4,0.15,0.7045,0.318,0.1455,0.205,10.0
F,0.575,0.455,0.15,0.8945,0.4005,0.197,0.23,11.0
F,0.505,0.38,0.135,0.573,0.24,0.1225,0.175,13.0
F,0.555,0.46,0.18,1.011,0.3845,0.216,0.34,14.0
F,0.675,0.55,0.175,1.362,0.575,0.258,0.445,10.0
F,0.63,0.49,0.18,1.3045,0.5445,0.2955,0.36,9.0
F,0.57,0.44,0.135,0.92,0.4645,0.1945,0.23,8.0
F,0.505,0.38,0.135,0.537,0.253,0.1255,0.175,6.0
F,0.625,0.49,0.175,1.122,0.3885,0.2535,0.355,13.0
F,0.245,0.185,0.05,0.0635,0.013,0.011,0.01,4.0
F,0.625,0.49,0.16,1.0935,0.4645,0.2525,0.355,10.0
F,0.71,0.55,0.175,1.89,0.8745,0.419,0.49,8.0
F,0.625,0.46,0.175,1.1685,0.525,0.278,0.275,12.0
F,0.605,0.49,0.175,1.0935,0.38,0.216,0.355,17.0
F,0.625,0.49,0.18,1.406,0.7045,0.2925,0.374,8.0
F,0.66,0.54,0.18,1.652,0.69,0.3555,0.49,10.0
F,0.605,0.46,0.16,1.0935,0.4255,0.2535,0.34,10.0
F,0.315,0.24,0.075,0.1685,0.048,0.026,0.052,5.0
F,0.57,0.44,0.135,0.7845,0.38,0.177,0.1985,7.0
F,0.6,0.46,0.175,1.118,0.4645,0.2165,0.335,8.0
F,0.575,0.455,0.15,0.88,0.4115,0.242,0.255,8.0
F,0.635,0.49,0.175,1.1685,0.463,0.2935,0.335,12.0
F,0.685,0.54,0.175,1.787,0.69,0.317,0.445,11.0
F,0.555,0.46,0.15,0.92,0.4605,0.166,0.275,9.0
F,0.46,0.35,0.11,0.4545,0.1785,0.1255,0.14,12.0
F,0.575,0.46,0.18,1.0935,0.4685,0.2555,0.335,10.0
F,0.57,0.44,0.15,1.09,0.513,0.246,0.239,9.0
F,0.57,0.46,0.16,1.114,0.509,0.2555,0.34,15.0
F,0.44,0.35,0.11,0.4585,0.1785,0.1015,0.14,6.0
F,0.46,0.35,0.11,0.4545,0.17,0.1125,0.117,7.0
F,0.685,0.55,0.175,1.89,0.82,0.418,0.413,11.0
F,0.57,0.44,0.15,0.89,0.38,0.155,0.275,13.0
F,0.72,0.565,0.2,2.124,1.124,0.512,0.512,11.0
F,0.46,0.35,0.11,0.4005,0.1745,0.1015,0.125,5.0
F,0.625,0.49,0.16,1.1635,0.5765,0.2555,0.343,10.0
F,0.515,0.4,0.135,0.7085,0.2865,0.1455,0.23,10.0
F,0.63,0.49,0.15,1.1685,0.494,0.267,0.34,12.0
F,0.635,0.49,0.175,1.238,0.575,0.2925,0.335,12.0
F,0.685,0.55,0.16,1.7835,0.8745,0.297,0.445,9.0
F,0.625,0.455,0.15,1.1645,0.513,0.2935,0.36,10.0
F,0.505,0.4,0.135,0.7035,0.2865,0.1425,0.255,15.0
