Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
F,0.71,0.55,0.18,1.967,0.9,0.4035,0.461,11.0
F,0.625,0.46,0.15,1.0945,0.54,0.218,0.29,6.0
F,0.66,0.505,0.175,1.3825,0.6585,0.2925,0.405,10.0
F,0.605,0.495,0.15,1.198,0.5785,0.2245,0.34,10.0
F,0.63,0.46,0.175,1.0935,0.4245,0.246,0.335,12.0
I,0.505,0.38,0.125,0.6435,0.3245,0.1235,0.185,7.0
F,0.675,0.54,0.2,1.56,0.8745,0.3555,0.445,10.0
F,0.72,0.55,0.18,1.7845,0.7885,0.401,0.49,9.0
F,0.66,0.505,0.175,1.2085,0.483,0.3055,0.335,11.0
F,0.57,0.445,0.15,0.976,0.4645,0.1945,0.23,9.0
I,0.46,0.35,0.14,0.4835,0.2065,0.091,0.14,7.0
F,0.575,0.46,0.16,1.0935,0.4615,0.244,0.295,10.0
F,0.515,0.395,0.135,0.687,0.233,0.1435,0.23,10.0
F,0.555,0.435,0.135,0.9065,0.38,0.1945,0.23,7.0
F,0.605,0.475,0.16,1.02,0.4645,0.244,0.2845,3.0
F,0.6,0.46,0.175,0.8965,0.4605,0.2325,0.295,9.0
F,0.63,0.505,0.18,1.406,0.657,0.2955,0.431,11.0
M,0.72,0.565,0.215,2.124,1.101,0.512,0.512,11.0
F,0.6,0.49,0.175,1.2435,0.4985,0.2555,0.335,13.0
F,0.625,0.475,0.15,1.0675,0.4645,0.246,0.275,11.0
F,0.6,0.45,0.15,0.97,0.4565,0.2435,0.23,8.0
F,0.605,0.49,0.155,1.0985,0.4565,0.2555,0.355,13.0
F,0.59,0.46,0.15,0.928,0.4565,0.2025,0.23,8.0
M,0.57,0.45,0.135,0.9565,0.4545,0.1425,0.202,9.0
F,0.625,0.49,0.16,1.1645,0.5445,0.3165,0.34,11.0
F,0.515,0.38,0.11,0.562,0.2465,0.1295,0.175,8.0
F,0.655,0.54,0.175,1.376,0.5785,0.278,0.435,11.0
F,0.57,0.49,0.15,1.1635,0.5605,0.2525,0.3005,9.0
F,0.63,0.49,0.175,1.1645,0.513,0.256,0.36,12.0
F,0.545,0.44,0.135,0.7665,0.322,0.1425,0.23,8.0
I,0.455,0.35,0.11,0.406,0.1785,0.0735,0.125,8.0
F,0.515,0.395,0.14,0.6165,0.24,0.1255,0.185,14.0
I,0.545,0.44,0.135,0.785,0.349,0.1715,0.23,9.0
I,0.19,0.175,0.055,0.067,0.0145,0.0055,0.01,5.0
F,0.5,0.38,0.135,0.591,0.2865,0.1435,0.175,7.0
F,0.57,0.44,0.14,0.978,0.4685,0.2165,0.2345,9.0
F,0.53,0.4,0.135,0.562,0.349,0.1455,0.17,6.0
F,0.6,0.465,0.15,1.06,0.4245,0.256,0.325,11.0
F,0.59,0.46,0.15,1.09,0.4605,0.2555,0.34,8.0
F,0.575,0.46,0.15,1.0625,0.4605,0.2165,0.295,7.0
F,0.575,0.455,0.15,0.98,0.4665,0.2595,0.275,10.0
F,0.56,0.44,0.175,1.0635,0.4,0.244,0.335,9.0
F,0.675,0.55,0.175,1.707,0.857,0.2935,0.49,10.0
F,0.605,0.475,0.15,0.9665,0.3845,0.197,0.295,9.0
F,0.625,0.49,0.16,1.2875,0.519,0.2925,0.335,12.0
F,0.555,0.44,0.155,0.8845,0.34,0.1725,0.275,14.0
F,0.545,0.44,0.15,0.926,0.4255,0.1825,0.23,7.0
M,0.63,0.49,0.16,1.09,0.4685,0.257,0.31,10.0
F,0.38,0.285,0.09,0.28,0.1185,0.0585,0.08,6.0
I,0.165,0.115,0.05,0.024,0.005,0.0055,0.01,5.0
F,0.685,0.55,0.18,1.567,0.8545,0.3465,0.45,11.0
F,0.53,0.395,0.135,0.745,0.2485,0.17,0.205,11.0
F,0.4,0.305,0.11,0.383,0.1765,0.0725,0.09,6.0
I,0.53,0.395,0.135,0.646,0.28,0.1335,0.175,7.0
I,0.25,0.19,0.05,0.0945,0.046,0.014,0.022,4.0
F,0.575,0.455,0.16,0.967,0.349,0.1405,0.34,10.0
M,0.63,0.475,0.16,1.133,0.4115,0.257,0.335,8.0
F,0.59,0.46,0.16,1.0935,0.4275,0.2435,0.301,9.0
F,0.605,0.46,0.175,1.1645,0.38,0.2955,0.335,14.0
F,0.63,0.485,0.175,1.1685,0.4255,0.2555,0.34,15.0
F,0.62,0.49,0.14,1.031,0.4585,0.277,0.2345,6.0
F,0.58,0.44,0.135,0.921,0.4545,0.166,0.23,6.0
I,0.515,0.395,0.095,0.5275,0.261,0.1455,0.157,6.0
I,0.44,0.33,0.09,0.3045,0.111,0.0515,0.08,6.0
F,0.57,0.44,0.16,0.9745,0.4255,0.2205,0.275,11.0
F,0.63,0.49,0.175,1.21,0.5295,0.268,0.36,9.0
F,0.57,0.455,0.15,0.976,0.45,0.2155,0.2745,8.0
F,0.555,0.44,0.16,0.9225,0.444,0.174,0.271,10.0
F,0.655,0.505,0.2,1.407,0.65,0.2555,0.38,9.0
F,0.625,0.49,0.15,1.3035,0.6565,0.2925,0.31,11.0
F,0.575,0.435,0.15,0.7935,0.3275,0.166,0.23,11.0
I,0.275,0.215,0.065,0.096,0.0445,0.0245,0.0295,6.0
F,0.625,0.49,0.175,1.406,0.6595,0.2975,0.3645,8.0
F,0.545,0.44,0.15,0.824,0.4,0.179,0.23,8.0
F,0.625,0.49,0.15,1.173,0.4605,0.257,0.34,15.0
M,0.46,0.35,0.11,0.4645,0.2065,0.1125,0.125,7.0
F,0.57,0.44,0.145,0.8395,0.3885,0.179,0.2,9.0
F,0.505,0.405,0.16,0.7935,0.2885,0.1535,0.3,14.0
F,0.635,0.49,0.15,1.275,0.4245,0.2555,0.36,14.0
I,0.46,0.35,0.115,0.4585,0.1705,0.0755,0.1,6.0
I,0.275,0.165,0.05,0.0445,0.013,0.0055,0.015,5.0
F,0.705,0.55,0.15,1.409,0.54,0.2925,0.335,9.0
I,0.28,0.21,0.065,0.0945,0.0275,0.014,0.035,6.0
F,0.555,0.43,0.16,0.8705,0.38,0.159,0.24,13.0
F,0.575,0.44,0.135,0.795,0.348,0.1835,0.23,10.0
F,0.68,0.54,0.175,1.3585,0.4275,0.2935,0.4,11.0
F,0.6,0.47,0.175,1.0985,0.4605,0.2355,0.335,8.0
I,0.505,0.4,0.135,0.6735,0.2815,0.1355,0.205,6.0
F,0.655,0.54,0.18,1.3835,0.6565,0.2555,0.435,12.0
F,0.57,0.455,0.15,0.9885,0.4255,0.2565,0.2645,8.0
F,0.505,0.38,0.115,0.6275,0.2885,0.1425,0.163,8.0
F,0.62,0.49,0.175,1.3035,0.519,0.2925,0.343,10.0
F,0.63,0.49,0.15,1.2435,0.5565,0.2725,0.335,13.0
F,0.44,0.35,0.11,0.459,0.2465,0.0925,0.125,7.0
F,0.44,0.33,0.125,0.4585,0.2055,0.1125,0.14,6.0
F,0.6,0.49,0.16,1.247,0.414,0.2935,0.34,16.0
F,0.605,0.46,0.16,1.0685,0.4605,0.2205,0.275,10.0
F,0.655,0.525,0.18,1.269,0.483,0.2925,0.335,10.0
M,0.66,0.54,0.195,1.7895,0.6965,0.3525,0.49,14.0
F,0.575,0.435,0.135,0.8395,0.358,0.1455,0.244,9.0
F,0.625,0.475,0.175,1.0635,0.4115,0.2695,0.355,10.0
F,0.66,0.52,0.175,1.7406,0.6885,0.3705,0.395,9.0
F,0.57,0.46,0.15,0.984,0.4645,0.1945,0.275,8.0
F,0.575,0.455,0.15,0.7635,0.397,0.1615,0.23,8.0
I,0.515,0.4,0.135,0.5225,0.2465,0.1255,0.175,7.0
F,0.625,0.49,0.16,1.16,0.544,0.2925,0.305,9.0
F,0.625,0.49,0.18,1.09,0.3865,0.2555,0.36,13.0
F,0.625,0.49,0.15,1.1635,0.4605,0.246,0.335,10.0
F,0.57,0.44,0.16,0.8945,0.38,0.1945,0.22,9.0
F,0.575,0.44,0.15,1.012,0.4605,0.221,0.275,10.0
F,0.625,0.515,0.18,1.3035,0.5785,0.297,0.396,8.0
F,0.69,0.54,0.185,1.6445,0.7395,0.2975,0.4545,9.0
F,0.625,0.49,0.16,1.2705,0.5785,0.2925,0.31,10.0
F,0.57,0.455,0.16,1.09,0.4245,0.246,0.335,13.0
F,0.505,0.4,0.135,0.6335,0.295,0.1455,0.185,10.0
F,0.625,0.49,0.15,1.0945,0.473,0.2165,0.31,10.0
F,0.575,0.455,0.16,1.0935,0.4565,0.2555,0.275,12.0
F,0.63,0.49,0.16,1.154,0.5115,0.2955,0.34,9.0
F,0.53,0.375,0.135,0.565,0.2485,0.114,0.175,10.0
F,0.545,0.425,0.135,0.8915,0.4255,0.2175,0.275,10.0
F,0.635,0.525,0.175,1.274,0.4535,0.297,0.42,18.0
F,0.515,0.4,0.135,0.659,0.2845,0.1455,0.185,6.0
F,0.575,0.46,0.15,0.9845,0.4275,0.2165,0.277,9.0
F,0.705,0.55,0.2,1.787,0.7045,0.3555,0.445,13.0
I,0.46,0.35,0.11,0.38,0.1785,0.0855,0.1,6.0
F,0.66,0.49,0.175,1.2485,0.5765,0.2555,0.34,11.0
F,0.44,0.35,0.11,0.5,0.2065,0.1455,0.175,18.0
F,0.56,0.44,0.15,0.9705,0.45,0.2115,0.295,9.0
F,0.575,0.46,0.15,1.102,0.46,0.2165,0.34,9.0
F,0.645,0.515,0.16,1.2485,0.4605,0.269,0.34,15.0
F,0.575,0.445,0.15,1.0935,0.5415,0.246,0.27,8.0
F,0.655,0.5,0.175,1.383,0.586,0.2555,0.395,13.0
F,0.63,0.49,0.16,1.274,0.5605,0.2925,0.3445,8.0
F,0.705,0.55,0.21,1.8665,0.985,0.3585,0.49,10.0
F,0.57,0.44,0.15,1.012,0.5255,0.246,0.244,6.0
F,0.44,0.35,0.11,0.4485,0.1785,0.0935,0.123,10.0
F,0.515,0.4,0.15,0.7045,0.2865,0.1455,0.205,9.0
F,0.66,0.54,0.18,1.3845,0.54,0.276,0.435,21.0
F,0.605,0.49,0.175,1.2835,0.5185,0.2935,0.36,12.0
F,0.625,0.49,0.18,1.238,0.575,0.2555,0.343,11.0
F,0.66,0.51,0.18,1.406,0.6565,0.2925,0.45,11.0
F,0.605,0.49,0.15,1.114,0.38,0.2525,0.345,14.0
F,0.625,0.48,0.18,1.3845,0.6275,0.2905,0.38,12.0
F,0.63,0.49,0.15,1.3035,0.638,0.2555,0.335,8.0
F,0.515,0.38,0.135,0.567,0.2485,0.1255,0.163,7.0
F,0.575,0.46,0.15,1.046,0.4585,0.2205,0.285,10.0
F,0.63,0.49,0.175,1.2415,0.593,0.2555,0.335,10.0
F,0.505,0.395,0.135,0.56,0.2075,0.1055,0.175,11.0
F,0.555,0.44,0.15,0.8945,0.4545,0.1505,0.205,9.0
F,0.69,0.55,0.2,1.938,0.605,0.401,0.49,12.0
F,0.555,0.45,0.16,0.925,0.387,0.1945,0.31,8.0
F,0.625,0.49,0.15,1.0745,0.4545,0.228,0.264,9.0
F,0.635,0.515,0.175,1.262,0.509,0.277,0.355,13.0
F,0.655,0.51,0.175,1.3485,0.624,0.315,0.395,11.0
F,0.57,0.46,0.15,0.8145,0.3825,0.1815,0.239,8.0
F,0.615,0.46,0.135,1.012,0.4545,0.19,0.2445,7.0
F,0.59,0.45,0.15,0.9555,0.4535,0.2575,0.275,10.0
F,0.625,0.515,0.18,1.38,0.624,0.2555,0.355,9.0
F,0.555,0.435,0.15,0.7665,0.349,0.1455,0.23,9.0
F,0.575,0.44,0.15,0.92,0.4275,0.1945,0.295,14.0
F,0.62,0.46,0.15,1.0805,0.4255,0.257,0.271,8.0
F,0.57,0.44,0.135,0.802,0.2845,0.1435,0.23,9.0
F,0.605,0.49,0.15,0.976,0.4785,0.1945,0.295,9.0
F,0.57,0.43,0.15,0.88,0.357,0.244,0.255,10.0
F,0.515,0.395,0.125,0.573,0.2025,0.1235,0.175,13.0
F,0.605,0.46,0.15,0.97,0.4605,0.1955,0.26,8.0
F,0.575,0.46,0.145,0.967,0.4605,0.197,0.275,12.0
F,0.655,0.52,0.18,1.3585,0.575,0.3525,0.36,12.0
F,0.625,0.49,0.18,1.0635,0.4645,0.2535,0.355,12.0
F,0.6,0.46,0.15,1.008,0.4175,0.2275,0.31,11.0
F,0.625,0.49,0.175,1.406,0.4275,0.2525,0.49,20.0
F,0.575,0.455,0.15,0.8665,0.4,0.175,0.23,9.0
F,0.6,0.46,0.15,1.035,0.4645,0.2735,0.275,9.0
F,0.6,0.46,0.15,1.09,0.4605,0.2205,0.305,9.0
F,0.69,0.545,0.2,1.56,0.5765,0.3525,0.45,13.0
F,0.625,0.49,0.175,1.262,0.565,0.2325,0.355,9.0
F,0.575,0.46,0.15,0.896,0.4605,0.211,0.272,8.0
F,0.575,0.46,0.15,1.124,0.4275,0.2525,0.295,16.0
F,0.57,0.46,0.135,1.0635,0.412,0.2055,0.275,10.0
F,0.6,0.46,0.15,1.217,0.5835,0.2925,0.3745,10.0
F,0.63,0.49,0.18,1.1685,0.46,0.2925,0.31,9.0
I,0.355,0.26,0.095,0.1985,0.0865,0.045,0.08,6.0
I,0.35,0.285,0.09,0.2485,0.096,0.051,0.08,7.0
F,0.565,0.44,0.135,0.8145,0.4115,0.166,0.26,10.0
F,0.66,0.505,0.175,1.56,0.724,0.3525,0.435,11.0
F,0.575,0.44,0.16,0.8145,0.425,0.1925,0.23,8.0
F,0.515,0.4,0.135,0.6765,0.2465,0.1455,0.205,10.0
F,0.44,0.35,0.11,0.4545,0.1765,0.067,0.1505,6.0
F,0.6,0.46,0.15,1.0985,0.4255,0.2525,0.28,11.0
F,0.675,0.54,0.18,1.56,0.6845,0.3535,0.37,9.0
F,0.575,0.46,0.16,1.0145,0.3875,0.1905,0.34,13.0
F,0.575,0.44,0.15,0.92,0.4545,0.221,0.275,11.0
F,0.625,0.49,0.175,1.1635,0.4605,0.2525,0.355,12.0
F,0.495,0.38,0.135,0.5575,0.2085,0.1225,0.175,10.0
F,0.58,0.455,0.15,0.974,0.4255,0.197,0.275,9.0
I,0.57,0.44,0.15,0.8585,0.4255,0.174,0.24,8.0
F,0.68,0.545,0.175,1.8795,0.7755,0.3535,0.49,13.0
F,0.705,0.55,0.18,1.56,0.54,0.4405,0.431,10.0
F,0.48,0.35,0.11,0.4545,0.2065,0.1125,0.1,6.0
F,0.575,0.435,0.16,1.09,0.4605,0.231,0.301,8.0
F,0.71,0.55,0.175,1.7085,0.7045,0.3525,0.445,12.0
F,0.575,0.455,0.16,1.0935,0.4985,0.2555,0.32,17.0
F,0.545,0.4,0.135,0.8545,0.4175,0.1695,0.28,9.0
F,0.605,0.46,0.175,1.145,0.4605,0.2925,0.309,10.0
F,0.695,0.545,0.2,1.978,0.65,0.297,0.445,10.0
F,0.575,0.46,0.16,0.906,0.4275,0.2225,0.275,9.0
F,0.575,0.455,0.15,0.938,0.4245,0.2205,0.25,9.0
F,0.515,0.4,0.11,0.501,0.2445,0.1255,0.14,10.0
I,0.33,0.245,0.085,0.198,0.0645,0.037,0.046,6.0
F,0.515,0.4,0.135,0.7665,0.261,0.1235,0.265,15.0
F,0.635,0.49,0.2,1.274,0.4255,0.2325,0.49,19.0
F,0.575,0.44,0.135,0.8495,0.38,0.155,0.26,7.0
F,0.57,0.44,0.15,0.8885,0.429,0.164,0.255,7.0
F,0.625,0.51,0.205,1.1685,0.4865,0.2555,0.34,10.0
F,0.63,0.49,0.15,1.3585,0.585,0.2975,0.295,9.0
F,0.625,0.49,0.16,1.28,0.5175,0.2955,0.335,11.0
F,0.555,0.425,0.135,0.714,0.2445,0.1725,0.23,8.0
F,0.475,0.365,0.11,0.4595,0.2085,0.1215,0.14,12.0
F,0.63,0.49,0.15,1.35,0.615,0.2625,0.3005,11.0
F,0.575,0.455,0.135,0.8835,0.4215,0.2175,0.23,6.0
F,0.585,0.46,0.15,0.938,0.4605,0.231,0.2385,9.0
I,0.4,0.285,0.085,0.3085,0.185,0.0725,0.075,7.0
F,0.68,0.51,0.165,1.4535,0.6985,0.2955,0.36,11.0
F,0.605,0.455,0.18,1.2895,0.57,0.245,0.34,11.0
M,0.53,0.44,0.135,0.7395,0.364,0.1225,0.175,9.0
F,0.635,0.515,0.16,1.401,0.5785,0.2955,0.335,10.0
F,0.515,0.4,0.15,0.8115,0.3865,0.155,0.23,8.0
F,0.625,0.49,0.165,1.1645,0.5255,0.2935,0.309,10.0
F,0.575,0.44,0.15,0.8795,0.3865,0.1435,0.23,9.0
F,0.63,0.49,0.16,1.3885,0.525,0.258,0.445,13.0
F,0.71,0.565,0.16,1.7395,0.644,0.3175,0.49,9.0
M,0.58,0.46,0.15,0.906,0.4245,0.163,0.275,10.0
F,0.605,0.46,0.15,1.0935,0.492,0.2555,0.271,8.0
M,0.46,0.38,0.135,0.507,0.2075,0.0935,0.185,13.0
F,0.625,0.485,0.175,1.09,0.492,0.216,0.34,10.0
F,0.605,0.495,0.15,1.008,0.3845,0.2055,0.27,10.0
F,0.625,0.49,0.15,1.1145,0.5785,0.2515,0.295,9.0
F,0.515,0.38,0.125,0.649,0.2845,0.1235,0.1445,6.0
F,0.44,0.35,0.14,0.4885,0.185,0.075,0.175,13.0
F,0.575,0.44,0.15,0.7865,0.348,0.1435,0.26,9.0
F,0.63,0.505,0.15,1.2445,0.553,0.2935,0.335,9.0
F,0.625,0.5,0.175,1.362,0.68,0.3125,0.435,15.0
F,0.57,0.44,0.135,0.88,0.4005,0.173,0.23,9.0
F,0.625,0.49,0.16,1.1685,0.4605,0.2655,0.295,8.0
F,0.57,0.44,0.175,0.928,0.4285,0.197,0.2345,9.0
F,0.52,0.4,0.135,0.6765,0.2485,0.1425,0.219,6.0
F,0.635,0.49,0.175,1.16,0.4995,0.2955,0.355,9.0
I,0.46,0.35,0.11,0.501,0.2485,0.0735,0.1125,5.0
F,0.655,0.51,0.18,1.6275,0.8545,0.2565,0.395,9.0
F,0.605,0.49,0.16,1.198,0.5175,0.2925,0.355,12.0
F,0.555,0.44,0.16,0.92,0.3865,0.1945,0.275,8.0
F,0.545,0.44,0.15,0.7905,0.3875,0.174,0.2345,9.0
F,0.655,0.54,0.18,1.406,0.586,0.2535,0.355,9.0
I,0.475,0.35,0.11,0.5135,0.2465,0.1015,0.125,6.0
F,0.75,0.565,0.2,1.913,0.8545,0.408,0.48,11.0
F,0.625,0.49,0.15,1.122,0.4545,0.244,0.355,11.0
I,0.35,0.26,0.075,0.189,0.0785,0.0335,0.055,6.0
M,0.53,0.405,0.135,0.7835,0.2845,0.1435,0.255,14.0
F,0.625,0.495,0.15,1.0885,0.4695,0.267,0.309,9.0
F,0.57,0.44,0.145,0.8705,0.3865,0.2555,0.255,10.0
F,0.675,0.54,0.2,1.659,0.6985,0.3525,0.4545,9.0
F,0.625,0.49,0.175,1.0635,0.4,0.2565,0.34,9.0
F,0.57,0.44,0.15,1.0675,0.4605,0.2555,0.295,9.0
F,0.625,0.49,0.15,1.0675,0.4605,0.212,0.275,9.0
F,0.63,0.49,0.175,1.0635,0.4115,0.246,0.293,11.0
M,0.315,0.245,0.075,0.14,0.045,0.045,0.035,4.0
F,0.575,0.455,0.15,1.091,0.509,0.2525,0.301,10.0
F,0.72,0.575,0.22,2.381,1.1945,0.422,0.512,10.0
F,0.635,0.49,0.16,1.275,0.57,0.2555,0.34,10.0
F,0.66,0.525,0.175,1.406,0.65,0.3175,0.355,11.0
F,0.655,0.515,0.155,1.1935,0.45,0.2955,0.36,8.0
F,0.57,0.46,0.16,1.0745,0.4605,0.2165,0.335,11.0
F,0.625,0.49,0.16,1.09,0.4255,0.244,0.335,12.0
F,0.655,0.515,0.16,1.4005,0.6275,0.2955,0.335,11.0
F,0.66,0.53,0.195,1.7835,0.7045,0.3585,0.46,13.0
M,0.635,0.49,0.16,1.273,0.4605,0.244,0.36,15.0
I,0.46,0.35,0.14,0.406,0.1785,0.0955,0.115,6.0
F,0.635,0.49,0.175,1.2435,0.519,0.2655,0.355,12.0
F,0.57,0.44,0.15,0.908,0.46,0.19,0.23,6.0
F,0.625,0.46,0.15,1.098,0.4245,0.2525,0.31,12.0
F,0.44,0.35,0.11,0.409,0.1785,0.0925,0.105,6.0
F,0.655,0.54,0.18,1.401,0.642,0.339,0.435,9.0
F,0.575,0.465,0.15,1.03,0.4175,0.2435,0.335,9.0
F,0.555,0.44,0.15,0.78,0.322,0.1455,0.23,12.0
F,0.575,0.46,0.15,0.967,0.4115,0.2155,0.255,9.0
F,0.575,0.435,0.15,0.782,0.345,0.1425,0.1985,9.0
F,0.625,0.49,0.175,1.3585,0.5865,0.2925,0.355,10.0
F,0.6,0.49,0.175,1.08,0.3845,0.2205,0.36,14.0
F,0.635,0.49,0.175,1.3185,0.492,0.2935,0.45,11.0
F,0.505,0.4,0.135,0.7835,0.4255,0.1325,0.205,5.0
F,0.6,0.46,0.175,1.09,0.4605,0.2555,0.335,11.0
F,0.63,0.49,0.195,1.2835,0.5605,0.2955,0.343,12.0
F,0.735,0.565,0.2,1.7645,0.8215,0.4405,0.503,11.0
M,0.57,0.44,0.15,0.921,0.4245,0.2165,0.277,9.0
F,0.57,0.46,0.135,0.8915,0.4625,0.197,0.275,9.0
M,0.56,0.44,0.16,0.9705,0.4565,0.2175,0.2335,9.0
F,0.6,0.49,0.16,1.065,0.481,0.2555,0.275,9.0
F,0.63,0.46,0.15,1.2445,0.657,0.268,0.275,8.0
F,0.515,0.395,0.135,0.6145,0.245,0.1255,0.175,7.0
F,0.555,0.44,0.15,0.9665,0.4525,0.165,0.205,9.0
F,0.605,0.485,0.175,1.0985,0.3865,0.246,0.355,16.0
I,0.315,0.245,0.075,0.1445,0.0545,0.027,0.035,4.0
F,0.63,0.49,0.18,1.4275,0.5765,0.2935,0.36,11.0
F,0.63,0.49,0.16,1.2835,0.515,0.2525,0.31,10.0
F,0.625,0.49,0.175,1.2435,0.575,0.268,0.49,11.0
F,0.575,0.46,0.16,1.0935,0.4605,0.244,0.36,11.0
F,0.655,0.55,0.2,1.779,0.6945,0.3525,0.49,16.0
F,0.57,0.46,0.175,1.06,0.4245,0.2555,0.335,14.0
I,0.29,0.245,0.075,0.1195,0.048,0.0245,0.035,6.0
F,0.625,0.49,0.16,1.2735,0.57,0.2355,0.309,11.0
F,0.555,0.455,0.175,0.8815,0.2855,0.2435,0.275,14.0
F,0.71,0.55,0.2,1.7835,0.86,0.3535,0.395,10.0
M,0.345,0.255,0.075,0.18,0.0885,0.0355,0.055,7.0
I,0.505,0.395,0.14,0.7045,0.275,0.1425,0.185,7.0
M,0.575,0.46,0.16,0.92,0.429,0.164,0.28,9.0
F,0.68,0.55,0.2,1.598,0.5115,0.2925,0.49,18.0
F,0.645,0.51,0.175,1.2895,0.5465,0.2535,0.365,9.0
F,0.6,0.45,0.16,1.0145,0.412,0.2165,0.265,11.0
F,0.675,0.535,0.175,1.587,0.724,0.3525,0.431,10.0
F,0.53,0.395,0.135,0.585,0.2465,0.12,0.185,14.0
F,0.545,0.44,0.135,0.8145,0.378,0.1425,0.275,11.0
F,0.505,0.4,0.135,0.627,0.2785,0.1445,0.185,9.0
F,0.66,0.525,0.175,1.6275,0.6565,0.3555,0.435,11.0
F,0.625,0.49,0.15,1.0565,0.4275,0.2535,0.29,9.0
F,0.655,0.54,0.18,1.3585,0.628,0.2935,0.431,11.0
F,0.515,0.4,0.135,0.6845,0.2865,0.1435,0.205,8.0
F,0.545,0.455,0.16,0.8495,0.2845,0.1455,0.285,11.0
F,0.635,0.5,0.175,1.2435,0.565,0.256,0.39,11.0
F,0.6,0.455,0.175,1.0045,0.429,0.269,0.264,9.0
F,0.605,0.445,0.175,1.2435,0.5115,0.2935,0.335,10.0
F,0.575,0.44,0.135,0.9795,0.3845,0.196,0.23,10.0
F,0.62,0.49,0.18,1.09,0.492,0.246,0.3,9.0
